Date,Energy Adj Close,Energy Volume,Materials Adj Close,Materials Volume,Industrials Adj Close,Industrials Volume,Consumer Discretionary Adj Close,Consumer Discretionary Volume,Consumer Staples Adj Close,Consumer Staples Volume,Health Care Adj Close,Health Care Volume,Financials Adj Close,Financials Volume,Information Technology Adj Close,Information Technology Volume,Communication Services Adj Close,Communication Services Volume,Utilities Adj Close,Utilities Volume,Real Estate Adj Close,Real Estate Volume
2018-01-29,84.1457748413086,244500,62.674354553222656,21500,137.58311462402344,125400,159.25498962402344,98800,50.15884780883789,10760800,157.27169799804688,283300,26.741249084472656,41037700,168.32879638671875,578400,86.28876495361328,179600,41.93659591674805,18060900,63.87941360473633,5280200
2018-01-30,82.3224868774414,493200,62.03533935546875,13500,136.4355926513672,184000,158.44216918945312,105300,49.82434844970703,10898100,154.11647033691406,517400,26.394201278686523,67316900,166.64279174804688,817300,86.24193572998047,141300,42.01148986816406,13089100,63.41628646850586,6937600
2018-01-31,82.3466796875,305700,62.03533935546875,25000,136.7018585205078,266800,157.90023803710938,158100,49.592750549316406,13757000,151.85618591308594,459000,26.465391159057617,49504500,167.8173370361328,824600,86.33560943603516,101300,42.4775505065918,27411400,64.55380249023438,8845500
2018-02-01,83.31481170654297,323600,61.8503532409668,93000,136.6742706298828,155900,156.358642578125,133700,49.37832260131836,14094500,152.05917358398438,461000,26.71455955505371,60824200,167.6941680908203,490700,87.06604766845703,115000,41.81175994873047,28519600,63.164398193359375,7313200
2018-02-02,79.73275756835938,555100,59.74831771850586,25800,133.7091064453125,208100,154.74221801757812,161900,48.43484878540039,15569100,149.8264923095703,403300,26.127227783203125,73086000,162.97705078125,772600,85.1836929321289,218600,41.51215362548828,21806400,62.62814712524414,11151800
2018-02-05,76.45730590820312,827600,57.71354675292969,65400,127.60430145263672,295300,149.51937866210938,229800,46.67654800415039,39487500,143.2761993408203,1069300,24.81019401550293,147871500,156.6023712158203,1737100,82.1869125366211,260200,40.8297119140625,33472300,60.76750564575195,8861900
2018-02-06,77.2237319946289,858800,59.18497085571289,60400,129.8074951171875,279100,152.89227294921875,316500,47.191165924072266,38881700,144.8722686767578,583000,25.2640380859375,159006400,160.56170654296875,1689500,82.38356018066406,429500,40.22217559814453,41671600,60.775630950927734,12554100
2018-02-07,75.81187438964844,296400,58.34416961669922,22700,130.13800048828125,220900,152.81752014160156,157000,46.98532485961914,17526900,144.84458923339844,256200,25.281827926635742,102699400,158.76202392578125,1351000,82.58960723876953,68500,40.030765533447266,27880200,60.515628814697266,7480000
2018-02-08,73.35929870605469,470400,56.38505935668945,32300,125.20825958251953,239100,146.8098907470703,215500,45.97321701049805,32928400,139.78887939453125,348300,24.16946792602539,135270500,152.22625732421875,940400,79.75202941894531,171400,39.58135986328125,26041900,58.776859283447266,11116900
2018-02-09,73.25442504882812,740600,57.200653076171875,21400,126.42919921875,303100,147.66944885253906,284200,46.06757736206055,34912000,141.44955444335938,494800,24.632213592529297,149504900,155.90142822265625,1274100,79.9112319946289,194000,40.41360092163086,36422500,60.24748611450195,12718500
2018-02-12,74.57752990722656,453600,58.17600631713867,48400,128.33871459960938,246700,149.68756103515625,190000,46.5393180847168,21013600,143.00868225097656,222800,24.97926902770996,83571800,158.68617248535156,752600,80.80088806152344,111500,40.721519470214844,26504400,60.2718620300293,15209300
2018-02-13,74.24674224853516,256200,58.31894302368164,8900,128.63247680664062,132400,150.4256134033203,88200,46.75373458862305,11994500,143.06405639648438,179300,25.08605194091797,43365500,159.1787567138672,510600,81.07247161865234,58300,40.90461349487305,25067200,60.69435501098633,8766100
2018-02-14,75.46495819091797,262600,59.5549430847168,22500,130.33998107910156,183700,152.798828125,167900,46.72800827026367,20370500,144.9922332763672,168200,25.68228530883789,57379700,162.4276885986328,622400,81.2972412109375,88200,40.44688415527344,20341100,60.255619049072266,8225700
2018-02-15,75.33588409423828,245700,60.09305953979492,18900,132.09339904785156,175600,154.25640869140625,114400,47.499942779541016,14788900,146.77279663085938,219200,25.824665069580078,66976000,165.56295776367188,710900,83.1608657836914,78400,41.345706939697266,16504100,60.84062194824219,7359200
2018-02-16,75.15839385986328,274700,59.899658203125,26800,132.24026489257812,120900,153.54627990722656,104300,47.688636779785156,11591600,147.62155151367188,281100,25.78907012939453,47508200,165.14617919921875,899400,83.53546142578125,74700,41.71188735961914,20066500,61.173763275146484,7002400
2018-02-20,74.72273254394531,164700,59.07566833496094,22800,130.9183349609375,155900,152.89227294921875,148600,46.6079216003418,16069800,146.07162475585938,195100,25.708980560302734,58236100,165.55345153808594,1619400,82.45848083496094,73200,41.17093276977539,16773300,60.45063400268555,5766000
2018-02-21,73.52066040039062,189100,58.92432403564453,42400,131.04684448242188,138600,152.74278259277344,58000,46.050418853759766,15207400,145.65643310546875,124900,25.744577407836914,44578800,164.72943115234375,516700,81.12865447998047,81200,40.629981994628906,22461400,59.25623321533203,7852900
2018-02-22,74.31935119628906,199900,59.353126525878906,32300,131.6986541748047,90100,152.93898010253906,50700,46.170494079589844,10239200,145.21363830566406,112900,25.5310001373291,47602700,164.7862091064453,410900,80.5573959350586,63200,40.83803939819336,20128900,59.93061828613281,7412700
2018-02-23,75.98937225341797,153800,60.15190505981445,86700,132.80029296875,70400,154.95712280273438,60600,46.61650466918945,10321100,147.51089477539062,116000,25.91365623474121,41187300,168.13937377929688,394500,82.2899169921875,53100,41.903297424316406,20642400,60.88938903808594,6884100
2018-02-26,76.44923400878906,208200,60.69844055175781,170400,134.3609161376953,99500,156.22781372070312,76100,46.90812301635742,10100400,149.30984497070312,161000,26.30521011352539,55124200,170.64942932128906,997300,83.3481674194336,49000,41.77846908569336,13604900,61.06000518798828,6336100
2018-02-27,75.3923568725586,199500,59.61378479003906,73700,132.7176513671875,79300,153.00440979003906,101200,46.29057312011719,9832600,147.72300720214844,105000,26.05603790283203,72752100,169.0865936279297,1280100,82.22435760498047,61800,41.11267852783203,18201200,59.63811492919922,7635400
2018-02-28,73.5045166015625,258700,58.621620178222656,48000,130.70721435546875,97600,152.070068359375,73500,45.81025695800781,13726400,145.49038696289062,113300,25.691184997558594,65254700,167.97830200195312,456800,81.4002456665039,93700,40.8297119140625,11946100,59.597476959228516,9175500
2018-03-01,73.53678894042969,568000,57.679908752441406,175900,128.6049346923828,166200,150.5284423828125,107400,45.707340240478516,27808600,143.24855041503906,437800,25.246232986450195,82467900,165.33563232421875,1264900,81.30660247802734,55700,40.83803939819336,21591300,59.65435791015625,8794700
2018-03-02,73.94824981689453,495700,57.55379104614258,67700,128.63247680664062,234900,150.827392578125,75900,46.09330749511719,25965400,144.96456909179688,239800,25.30853271484375,78991200,167.18267822265625,655900,81.78419494628906,63800,40.729835510253906,16857100,59.62999725341797,8408100
2018-03-05,74.88407897949219,220500,58.01624298095703,117200,130.11964416503906,86400,152.39707946777344,705100,46.496421813964844,18859700,146.33917236328125,162100,25.66448974609375,58952100,168.89710998535156,473200,82.73943328857422,59900,41.56208419799805,15500400,60.30438232421875,5558100
2018-03-06,74.83568572998047,167100,58.789791107177734,6900,130.8907928466797,783400,153.63975524902344,55500,46.53073501586914,20784300,146.44989013671875,134100,25.771270751953125,49746100,169.46548461914062,6564500,82.97357940673828,1299300,41.004478454589844,20708000,60.588748931884766,6039100
2018-03-07,74.2306137084961,160700,58.60480499267578,22800,130.9183349609375,84800,152.7240753173828,70600,46.11045455932617,12592900,147.18797302246094,104700,25.726781845092773,41530200,170.5358428955078,651700,83.53546142578125,63700,40.69655990600586,16678800,60.9625129699707,9868300
2018-03-08,74.11766815185547,288400,58.436641693115234,6700,131.60684204101562,78700,153.1819305419922,51000,46.53073501586914,10725100,148.21202087402344,104700,25.80687141418457,50803000,171.19888305664062,558500,83.76956176757812,137500,40.99615478515625,12258800,61.07625198364258,6381300
2018-03-09,75.52949523925781,173100,59.14292526245117,7500,134.43434143066406,95800,155.42431640625,69000,46.83091735839844,11486800,150.3800506591797,124300,26.429794311523438,54595700,174.5803985595703,671500,83.84449768066406,55700,41.11267852783203,13098500,61.40938949584961,6293400
2018-03-12,75.5698471069336,178400,59.3363151550293,113700,133.16749572753906,104200,155.86341857910156,86400,46.74515914916992,10915700,150.0572052001953,123500,26.340805053710938,51784500,175.19610595703125,778600,83.4137191772461,67300,41.287452697753906,16231800,61.677513122558594,6661400
2018-03-13,75.04544067382812,136000,58.8570556640625,17600,132.6074981689453,92400,154.86370849609375,61300,46.71084976196289,12406100,150.06637573242188,213700,26.047142028808594,47049400,173.07432556152344,835200,82.79563903808594,41200,41.378997802734375,18872500,61.73439407348633,4877100
2018-03-14,74.61787414550781,138100,58.75615310668945,7100,131.18455505371094,84900,154.3685302734375,59600,46.239112854003906,13519000,149.33750915527344,125200,25.753477096557617,57278900,173.11216735839844,495500,82.30864715576172,62700,41.80343246459961,19132300,61.791255950927734,5945100
2018-03-15,74.2064208984375,200200,58.49551010131836,18600,131.36817932128906,223100,154.19097900390625,33900,45.913177490234375,9280100,148.9038848876953,165000,25.762372970581055,47451600,173.15011596679688,388100,81.84976959228516,113300,41.77846908569336,21067800,61.77499771118164,5680500
2018-03-16,74.92257690429688,744700,58.44506072998047,25400,132.04525756835938,639600,154.13011169433594,55700,45.929569244384766,9629100,148.93907165527344,73900,25.784706115722656,61278200,172.94888305664062,312900,82.90807342529297,45100,42.14497756958008,19756300,62.20563888549805,4951000
2018-03-19,73.65586853027344,338200,57.54537582397461,11900,131.16090393066406,168900,152.27574157714844,94700,45.4810676574707,10714700,146.59934997558594,201100,25.597145080566406,52145000,169.5508270263672,748100,81.87811279296875,38900,41.88497543334961,21689600,61.669376373291016,3999400
2018-03-20,74.27298736572266,257200,57.52857971191406,12600,131.53854370117188,67600,153.0062255859375,47800,45.3516731262207,9888200,146.72882080078125,106700,25.6596622467041,37146500,169.72169494628906,404800,81.06546783447266,104500,41.692073822021484,14968200,61.45812225341797,5677000
2018-03-21,76.39229583740234,416800,58.31894302368164,126600,131.83338928222656,88800,153.01559448242188,83100,44.791046142578125,17028500,146.37741088867188,173100,25.650732040405273,53291400,168.9813232421875,490100,80.73475646972656,135600,41.54949951171875,19235900,61.003135681152344,5905400
2018-03-22,74.78456115722656,205400,56.72138595581055,11800,127.5866470336914,150900,149.67205810546875,101900,44.4201545715332,15584100,142.23423767089844,207500,24.70401382446289,85160300,164.44427490234375,660500,79.5819320678711,103200,41.7340087890625,25332400,60.6456184387207,5605700
2018-03-23,74.29736328125,226500,55.95624542236328,17600,125.61528015136719,186600,146.97476196289062,143900,43.86812973022461,15936400,139.41363525390625,235100,23.95378303527832,89289500,160.05909729003906,806600,78.17400360107422,76900,41.146915435791016,17334300,59.56498336791992,9530900
2018-03-26,75.5721664428711,216900,56.872737884521484,95700,128.54466247558594,106100,151.020751953125,77000,44.497779846191406,12374700,142.2990264892578,155800,24.73080825805664,84145000,166.13381958007812,557100,78.8165512084961,151000,41.574668884277344,13759600,60.24263381958008,6979200
2018-03-27,74.74394226074219,384800,56.443912506103516,12800,126.64701080322266,153100,148.14544677734375,96000,44.47189712524414,17326800,140.3199462890625,209400,24.24851417541504,78827400,160.49571228027344,991200,78.36295318603516,202000,42.17014694213867,21456000,60.47236251831055,9132000
2018-03-28,73.3879165649414,322400,56.01509475708008,62700,126.2601089477539,80700,146.40347290039062,88900,45.08430099487305,32397500,140.8470916748047,129900,24.293174743652344,84244500,158.9105682373047,848700,79.13782501220703,50100,42.15336990356445,23173100,61.9901123046875,8917300
2018-03-29,75.00379943847656,281000,56.84749984741211,16100,128.14859008789062,109700,148.55755615234375,121900,45.39480209350586,13272800,141.98458862304688,100900,24.623632431030273,58290000,162.30870056152344,567200,79.06221771240234,53800,42.37981033325195,15464500,61.91627502441406,5993400
2018-04-02,73.39602661132812,480100,55.82171630859375,128600,125.37574005126953,222100,144.2774658203125,313800,44.282142639160156,28604800,138.46112060546875,251100,24.078821182250977,74363900,158.39805603027344,954900,77.4463882446289,145600,42.05271911621094,17792600,61.0794677734375,6487700
2018-04-03,74.95507049560547,309900,56.410282135009766,17300,127.31026458740234,163900,146.1880645751953,187500,44.86865997314453,24860600,140.3662109375,163900,24.40928077697754,75160400,159.83131408691406,644500,78.00390625,572500,42.19530487060547,13798800,61.59632110595703,9987300
2018-04-04,74.90633392333984,273100,56.36824035644531,69900,127.96431732177734,146200,148.99774169921875,141800,45.567317962646484,28012500,142.53024291992188,188700,24.668291091918945,70327000,161.94796752929688,581100,79.29844665527344,67000,42.28755187988281,16357300,62.244468688964844,5502800
2018-04-05,76.3679428100586,385000,57.09975814819336,23000,129.25396728515625,122000,151.09564208984375,84000,45.6794319152832,18235800,142.39146423339844,179700,24.864784240722656,45378300,162.63137817382812,425400,80.21502685546875,55200,42.623046875,14286300,62.21982192993164,4195900
2018-04-06,74.80890655517578,210000,56.191673278808594,12700,125.72578430175781,106600,147.95816040039062,64100,45.21367645263672,13113400,138.914306640625,218200,24.266380310058594,88521000,158.70175170898438,493800,79.34569549560547,42700,42.28755187988281,14312000,61.75220489501953,4817500
2018-04-09,75.10123443603516,153900,56.37665939331055,15200,125.38494873046875,71700,147.62098693847656,62000,45.18779373168945,14686700,140.3846893310547,120900,24.400348663330078,54633200,159.7838134765625,413300,79.46854400634766,46400,42.371429443359375,11756100,61.555301666259766,4466300
2018-04-10,77.7320785522461,320100,57.536983489990234,20100,127.31952667236328,105400,149.46604919433594,63800,45.291297912597656,13041900,143.0018768310547,132400,24.766529083251953,67801500,163.71339416503906,622300,81.79306030273438,119000,42.04433059692383,14091200,61.489662170410156,7318500
2018-04-11,78.61715698242188,282500,57.33517837524414,22900,126.47196197509766,82800,148.9040985107422,57700,45.205039978027344,9025200,142.0123291015625,84700,24.4718017578125,52480800,163.0395050048828,389500,81.65135192871094,33100,41.98563003540039,8024100,61.62092971801758,3892500
2018-04-12,78.62527465820312,219700,57.77239990234375,14300,128.09327697753906,58800,149.38172912597656,63700,45.13605499267578,9843700,143.05738830566406,126700,24.90050506591797,63289100,165.07073974609375,303300,81.32059478759766,46600,41.43208694458008,12078800,60.931800842285156,4049600
2018-04-13,79.57530212402344,177800,57.848079681396484,7300,127.76166534423828,61100,148.6418914794922,145200,45.36030960083008,8836700,142.90016174316406,117900,24.5253849029541,70103900,164.41583251953125,474500,80.97097778320312,52700,41.759178161621094,10437300,61.25175476074219,3817100
2018-04-16,80.31422424316406,202700,58.10873031616211,31000,129.27239990234375,73500,149.83128356933594,89400,45.85194778442383,7804700,143.85269165039062,130200,24.632564544677734,44633600,165.55484008789062,343500,82.24664306640625,56700,42.329490661621094,15397600,61.6291389465332,4279000
2018-04-17,80.69584655761719,433600,58.789791107177734,18200,130.29498291015625,112200,152.26637268066406,78300,45.955440521240234,8131300,145.23988342285156,125500,24.632564544677734,50750100,168.9908447265625,479100,82.94587707519531,51500,42.757240295410156,13194500,62.351104736328125,4503600
2018-04-18,82.07624816894531,296100,59.61378479003906,22300,131.49256896972656,126500,153.06243896484375,106300,45.61043930053711,14496600,145.4063720703125,133800,24.51645851135254,66795500,168.7060546875,399900,83.0498275756836,42600,42.59788131713867,14120000,62.21982192993164,4122900
2018-04-19,82.1493148803711,221600,59.512882232666016,8700,131.04115295410156,78900,152.3506622314453,65300,44.290771484375,23643100,144.14857482910156,103800,24.891572952270508,76142000,166.72232055664062,380100,82.53956604003906,151800,42.572715759277344,15167700,61.3173828125,6917900
2018-04-20,81.76769256591797,279700,59.04204559326172,17100,130.47921752929688,64400,150.70228576660156,65000,43.54900360107422,19102700,143.46429443359375,80100,24.90050506591797,49800400,164.3873291015625,824200,82.20883178710938,42100,42.1869010925293,14080000,60.75130081176758,5171200
2018-04-23,82.26300811767578,152000,58.68048095703125,62400,130.24888610839844,53300,151.048828125,49100,43.49723815917969,12344900,143.824951171875,122600,24.873708724975586,45689200,163.70396423339844,373500,82.34113311767578,40800,42.21208190917969,11937000,60.70207214355469,4325700
2018-04-24,81.36167907714844,343400,58.10873031616211,12200,126.86804962158203,120100,148.87606811523438,85500,43.22124481201172,18771500,142.56716918945312,125400,24.712947845458984,69592900,160.60960388183594,640200,82.59626770019531,57400,42.497230529785156,16904400,60.931800842285156,5852200
2018-04-25,82.10873413085938,877500,57.999427795410156,18600,127.1167984008789,194200,149.4285888671875,63600,43.298866271972656,19012500,143.048095703125,104000,24.695083618164062,51819000,160.35337829589844,569900,83.35221099853516,178300,42.505619049072266,13407500,60.81692886352539,4055400
2018-04-26,83.3023452758789,606600,58.41984558105469,14900,126.54566955566406,67600,151.6763153076172,43800,43.557613372802734,11009900,144.83299255371094,123700,24.70401382446289,33456200,163.60897827148438,342500,81.83084869384766,143800,42.9333610534668,11767100,61.61271667480469,5551000
2018-04-27,82.28736877441406,156000,58.15078353881836,86000,126.44432830810547,62300,152.0884246826172,42100,43.79050827026367,11096100,145.4063720703125,94000,24.739742279052734,47185200,162.91612243652344,386300,82.63404083251953,95500,43.36948776245117,17157300,62.671058654785156,6278700
2018-04-30,82.27113342285156,182400,57.68832778930664,11600,124.71251678466797,72300,151.42340087890625,40500,43.51449966430664,13892700,143.27928161621094,110300,24.51645851135254,41731400,162.2707061767578,509900,80.13944244384766,59800,43.243690490722656,12746000,62.424930572509766,6625500
2018-05-01,81.78392791748047,209800,57.30995178222656,5500,124.22418975830078,178700,151.61074829101562,62300,43.13497543334961,10927100,143.42726135253906,135200,24.5253849029541,46372400,164.2259979248047,368400,79.01498413085938,55700,43.10948944091797,10971300,62.99101257324219,5251600
2018-05-02,82.23052215576172,150900,57.44449234008789,13100,123.37672424316406,95700,150.73977661132812,48700,42.289703369140625,18818900,141.75340270996094,129000,24.24851417541504,45430300,164.2734375,390100,79.0527572631836,67200,43.06755065917969,12980300,62.76130676269531,5361800
2018-05-03,81.94632720947266,121600,57.78922653198242,12200,123.60704040527344,104400,150.16844177246094,43000,42.24658203125,16634400,140.58815002441406,114500,24.04309844970703,68947900,164.7859649658203,383800,78.51415252685547,211000,43.008846282958984,16480100,62.72027587890625,5839500
2018-05-04,82.49034881591797,128400,58.19281005859375,5600,125.08097076416016,83900,152.06967163085938,55600,42.85898971557617,13132400,141.75340270996094,109600,24.35569190979004,40575600,167.88980102539062,506100,79.18506622314453,47400,43.201751708984375,11743400,63.409420013427734,3746600
2018-05-07,82.67711639404297,409000,58.10873031616211,6700,126.02981567382812,53700,152.7158966064453,40000,42.59159851074219,9665300,141.90135192871094,82700,24.51645851135254,36873600,169.342041015625,749000,78.89214324951172,47300,42.97529983520508,8522000,63.836029052734375,4670300
2018-05-08,83.48910522460938,369100,58.041465759277344,8700,126.90492248535156,72100,152.06967163085938,76800,42.41908645629883,8290800,140.8470916748047,412400,24.68614387512207,47718500,169.98744201660156,637800,77.91886138916016,139200,41.901756286621094,23147900,63.516075134277344,4311600
2018-05-09,85.10498809814453,387600,58.57118606567383,6600,128.16700744628906,90700,152.52859497070312,59700,42.47946548461914,9228200,141.83660888671875,226900,25.052335739135742,43817000,172.21800231933594,504000,77.48419952392578,60000,41.608211517333984,22150500,63.94269943237305,4685300
2018-05-10,85.73021697998047,348800,59.31951141357422,3100,128.94081115722656,73600,153.0062255859375,86900,42.72958755493164,10242700,143.6029815673828,108700,25.25775718688965,41445500,174.2682342529297,577100,78.83543395996094,76500,42.19530487060547,13961400,64.44314575195312,3664000
2018-05-11,85.73021697998047,292400,59.58856201171875,5000,129.25396728515625,70100,153.38087463378906,99100,42.72958755493164,10065200,145.78553771972656,134500,25.239892959594727,25894000,173.76516723632812,395800,79.46854400634766,55400,42.25400924682617,6478900,64.22162628173828,2694500
2018-05-14,86.35543823242188,214100,59.8324089050293,442400,128.94998168945312,102300,153.48388671875,147000,42.71235275268555,6708100,146.69183349609375,248400,25.222030639648438,31292900,173.5468292236328,782100,79.01498413085938,44600,42.09465789794922,8512800,63.67194747924805,3536200
2018-05-15,86.36356353759766,252800,59.411991119384766,12600,128.50784301757812,124900,152.7158966064453,108500,42.5484733581543,22686900,144.98097229003906,264600,25.177370071411133,54655800,172.03765869140625,672000,78.52362823486328,82800,41.74240493774414,11070700,62.63824462890625,5134300
2018-05-16,86.7857894897461,304400,60.21077346801758,70700,129.07896423339844,77300,154.13946533203125,40800,42.850345611572266,12151300,145.91500854492188,81900,25.222030639648438,31984900,172.9394073486328,329900,78.79764556884766,106100,41.41530990600586,13541300,62.44954299926758,4400400
2018-05-17,88.17430877685547,372800,60.14351272583008,13800,129.64089965820312,77500,153.76483154296875,48300,42.996978759765625,19572900,145.99819946289062,97400,25.16844367980957,45070400,172.0851287841797,326100,78.70315551757812,38600,41.07981872558594,11276000,62.13779830932617,3998100
2018-05-18,87.56531524658203,230700,60.09305953979492,5200,130.4147186279297,76200,153.63372802734375,65500,42.72958755493164,15664700,146.37741088867188,104100,24.963024139404297,33266100,171.42071533203125,279400,78.69371795654297,55200,41.08821105957031,11810400,62.21982192993164,3343800
2018-05-21,88.44225311279297,218400,60.303260803222656,17600,132.22947692871094,93100,154.43914794921875,82200,42.91072463989258,7928400,146.43287658691406,93700,25.14164924621582,29647900,172.759033203125,360000,79.3835220336914,106600,41.297882080078125,10742000,62.958194732666016,3671500
2018-05-22,87.19990539550781,254800,60.15190505981445,18000,130.52523803710938,75300,153.44638061523438,141800,42.83310317993164,9383800,146.01670837402344,70700,25.311342239379883,52841400,172.3509063720703,264300,79.3646011352539,93800,41.44886016845703,11025700,63.048431396484375,3470800
2018-05-23,87.09435272216797,434400,59.37836456298828,7800,130.32261657714844,80900,154.52346801757812,71800,42.98835372924805,18136200,146.56234741210938,92600,25.15057945251465,44968500,173.67971801757812,316200,78.96772766113281,62600,41.82627868652344,13582900,63.68015670776367,3983200
2018-05-24,85.68961334228516,578100,59.37836456298828,15400,130.99508666992188,119900,154.86062622070312,84700,42.953857421875,9843800,146.13694763183594,77100,24.95408821105957,43245200,173.5563507080078,291300,78.84489440917969,37800,42.17014694213867,12897600,63.54889678955078,3173500
2018-05-25,83.44853210449219,456200,58.86546325683594,3900,130.8200225830078,57000,155.11346435546875,65400,43.022857666015625,12913500,146.13694763183594,70300,24.873708724975586,39312500,173.59434509277344,317800,78.03226470947266,96300,42.35466003417969,13871600,63.770408630371094,3597300
2018-05-29,83.25362396240234,371000,57.58742904663086,5600,128.9868927001953,143000,154.15821838378906,85900,42.927974700927734,14959300,144.77749633789062,121400,24.04309844970703,126469700,172.61666870117188,369300,77.7487564086914,171200,42.35466003417969,17280700,64.0739517211914,4611800
