날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-07-17,57822,9.1,1.27,8057,1.97,1444
2023-07-18,57822,8.94,1.25,8057,2.01,1444
2023-07-19,57822,8.9,1.24,8057,2.01,1444
2023-07-20,57822,8.81,1.23,8057,2.03,1444
2023-07-21,57822,8.73,1.22,8057,2.05,1444
2023-07-24,57822,8.74,1.22,8057,2.05,1444
2023-07-25,57822,8.69,1.21,8057,2.06,1444
2023-07-26,57822,8.66,1.21,8057,2.07,1444
2023-07-27,57822,8.9,1.24,8057,2.01,1444
2023-07-28,57822,8.76,1.22,8057,2.05,1444
2023-07-31,57822,8.66,1.21,8057,2.07,1444
2023-08-01,57822,8.82,1.23,8057,2.03,1444
2023-08-02,57822,8.68,1.21,8057,2.07,1444
2023-08-03,57822,8.54,1.19,8057,2.1,1444
2023-08-04,57822,8.48,1.18,8057,2.11,1444
2023-08-07,57822,8.5,1.18,8057,2.11,1444
2023-08-08,57822,8.39,1.17,8057,2.14,1444
2023-08-09,57822,8.55,1.19,8057,2.1,1444
2023-08-10,57822,8.44,1.18,8057,2.12,1444
2023-08-11,57822,8.38,1.17,8057,2.14,1444
2023-08-14,57822,8.35,1.16,8057,2.15,1444
2023-08-16,57822,8.32,1.16,8057,2.16,1444
2023-08-17,57822,8.28,1.15,8057,2.16,1444
2023-08-18,57822,8.23,1.15,8057,2.18,1444
2023-08-21,57822,8.27,1.15,8057,2.17,1444
2023-08-22,57822,8.27,1.15,8057,2.17,1444
2023-08-23,57822,8.33,1.16,8057,2.15,1444
2023-08-24,57822,8.46,1.18,8057,2.12,1444
2023-08-25,57822,8.33,1.16,8057,2.15,1444
