Date,"Selling, General & Admin",Research & Development,Operating Expenses,Dividend Per Share,Other Long-Term Assets,Other Current Liabilities,Common Stock,Retained Earnings,Shareholders' Equity,Net Cash / Debt,Market Capitalization,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,P/FCF Ratio,P/OCF Ratio,Debt / Equity Ratio,Dividend Yield,ROE,Share-Based Compensation,Adj Close
2013-10-25,2785.747252747253,1216.065934065934,4001.813186813187,0.109,5129.681318681319,11682.582417582418,19999.879120879123,105791.43956043955,125369.27472527472,133385.17582417582,457967.52747252746,324582.35164835164,12.365164835164835,2.6679120879120877,3.6508791208791207,10.29989010989011,8.57054945054945,0.13703296703296705,0.023109890109890112,0.07266905198339124,592.3846153846154,16.394006729125977
2013-10-28,2798.2747252747254,1221.4065934065934,4019.6813186813188,0.109,5127.868131868132,11732.758241758242,20026.08791208791,105962.04395604396,125571.52747252748,133783.41758241758,460122.25274725276,326338.83516483515,12.423516483516483,2.6787912087912087,3.662087912087912,10.35098901098901,8.615054945054945,0.1367032967032967,0.02301098901098901,0.07398763696541458,596.5384615384615,16.516185760498047
2013-10-29,2802.4505494505493,1223.1868131868132,4025.6373626373625,0.109,5127.263736263736,11749.483516483517,20034.824175824175,106018.91208791209,125638.94505494506,133916.16483516485,460840.4945054945,326924.3296703297,12.442967032967033,2.682417582417582,3.665824175824176,10.368021978021979,8.629890109890109,0.1365934065934066,0.022978021978021977,0.07442716529275568,597.9230769230769,16.104753494262695
2013-10-30,2806.6263736263736,1224.967032967033,4031.5934065934066,0.109,5126.659340659341,11766.208791208792,20043.56043956044,106075.78021978022,125706.36263736263,134048.9120879121,461558.73626373627,327509.8241758242,12.462417582417583,2.6860439560439557,3.6695604395604393,10.385054945054945,8.644725274725275,0.1364835164835165,0.022945054945054947,0.07486669362009679,599.3076923076923,16.3609619140625
2013-10-31,2810.802197802198,1226.7472527472528,4037.5494505494507,0.109,5126.054945054945,11782.934065934067,20052.296703296703,106132.64835164836,125773.78021978022,134181.65934065933,462276.97802197805,328095.31868131866,12.481868131868131,2.6896703296703297,3.673296703296703,10.402087912087913,8.659560439560439,0.13637362637362638,0.022912087912087913,0.0753062219474379,600.6923076923077,16.292388916015625
2013-11-01,2814.978021978022,1228.5274725274726,4043.5054945054944,0.109,5125.450549450549,11799.65934065934,20061.032967032967,106189.51648351649,125841.1978021978,134314.4065934066,462995.2197802198,328680.8131868132,12.501318681318681,2.6932967032967032,3.677032967032967,10.419120879120879,8.674395604395604,0.13626373626373628,0.02287912087912088,0.075745750274779,602.0769230769231,16.209169387817383
2013-11-04,2827.5054945054944,1233.868131868132,4061.3736263736264,0.109,5123.6373626373625,11849.835164835165,20087.24175824176,106360.12087912088,126043.45054945054,134712.64835164836,465149.94505494507,330437.2967032967,12.559670329670329,2.704175824175824,3.6882417582417584,10.47021978021978,8.7189010989011,0.13593406593406596,0.022780219780219782,0.07706433525680234,606.2307692307693,16.418622970581055
2013-11-05,2831.6813186813188,1235.6483516483518,4067.3296703296705,0.109,5123.0329670329675,11866.560439560439,20095.978021978022,106416.98901098901,126110.86813186813,134845.3956043956,465868.1868131868,331022.7912087912,12.579120879120879,2.7078021978021978,3.691978021978022,10.487252747252747,8.733736263736263,0.13582417582417583,0.02274725274725275,0.07750386358414345,607.6153846153846,16.37810707092285
2013-11-06,2835.8571428571427,1237.4285714285713,4073.285714285714,0.109,5122.428571428572,11883.285714285714,20104.714285714286,106473.85714285714,126178.28571428571,134978.14285714287,466586.4285714286,331608.28571428574,12.598571428571429,2.7114285714285713,3.6957142857142857,10.504285714285714,8.748571428571429,0.13571428571428573,0.022714285714285715,0.07794339191148456,609.0,16.33171272277832
2013-11-07,2840.032967032967,1239.2087912087911,4079.2417582417584,0.109,5121.824175824176,11900.010989010989,20113.45054945055,106530.72527472528,126245.7032967033,135110.8901098901,467304.6703296703,332193.7802197802,12.618021978021977,2.715054945054945,3.6994505494505496,10.521318681318682,8.763406593406593,0.1356043956043956,0.02268131868131868,0.07838292023882568,610.3846153846154,16.067411422729492
2013-11-08,2844.2087912087914,1240.989010989011,4085.197802197802,0.109,5121.219780219781,11916.736263736264,20122.186813186814,106587.59340659341,126313.12087912088,135243.63736263735,468022.9120879121,332779.2747252747,12.637472527472527,2.7186813186813183,3.703186813186813,10.538351648351648,8.778241758241759,0.1354945054945055,0.02264835164835165,0.07882244856616678,611.7692307692307,16.320423126220703
2013-11-11,2856.736263736264,1246.3296703296703,4103.065934065934,0.109,5119.406593406594,11966.912087912087,20148.395604395606,106758.1978021978,126515.37362637362,135641.8791208791,470177.6373626374,334535.7582417582,12.695824175824175,2.7295604395604394,3.7143956043956043,10.58945054945055,8.822747252747252,0.13516483516483518,0.02254945054945055,0.0801410335481901,615.9230769230769,16.273082733154297
2013-11-12,2860.912087912088,1248.10989010989,4109.021978021978,0.109,5118.802197802198,11983.637362637362,20157.13186813187,106815.06593406593,126582.79120879121,135774.62637362638,470895.8791208791,335121.25274725276,12.715274725274725,2.733186813186813,3.7181318681318682,10.606483516483516,8.837582417582418,0.13505494505494506,0.022516483516483516,0.08058056187553123,617.3076923076923,16.303176879882812
2013-11-13,2865.087912087912,1249.89010989011,4114.978021978022,0.109,5118.197802197802,12000.362637362638,20165.86813186813,106871.93406593407,126650.20879120879,135907.37362637362,471614.1208791209,335706.74725274724,12.734725274725275,2.736813186813187,3.7218681318681317,10.623516483516484,8.852417582417582,0.13494505494505496,0.022483516483516486,0.08102009020287233,618.6923076923077,16.322620391845703
2013-11-14,2869.263736263736,1251.6703296703297,4120.934065934066,0.109,5117.593406593406,12017.087912087913,20174.604395604394,106928.8021978022,126717.62637362638,136040.1208791209,472332.3626373626,336292.2417582418,12.754175824175825,2.7404395604395604,3.7256043956043956,10.64054945054945,8.867252747252747,0.13483516483516483,0.022450549450549452,0.08145961853021344,620.0769230769231,16.558700561523438
2013-11-15,2873.4395604395604,1253.4505494505495,4126.89010989011,0.109,5116.989010989011,12033.813186813186,20183.340659340658,106985.67032967033,126785.04395604396,136172.86813186813,473050.6043956044,336877.73626373627,12.773626373626373,2.744065934065934,3.7293406593406595,10.657582417582418,8.882087912087911,0.13472527472527474,0.02241758241758242,0.08189914685755456,621.4615384615385,16.459312438964844
2013-11-18,2885.967032967033,1258.7912087912089,4144.758241758242,0.109,5115.175824175824,12083.989010989011,20209.54945054945,107156.27472527472,126987.2967032967,136571.1098901099,475205.3296703297,338634.2197802198,12.831978021978022,2.754945054945055,3.7405494505494508,10.708681318681318,8.926593406593406,0.1343956043956044,0.02231868131868132,0.08321773183957788,625.6153846153846,16.259910583496094
2013-11-19,2890.1428571428573,1260.5714285714287,4150.714285714285,0.109,5114.571428571428,12100.714285714286,20218.285714285714,107213.14285714286,127054.71428571429,136703.85714285713,475923.5714285714,339219.71428571426,12.85142857142857,2.7585714285714285,3.744285714285714,10.725714285714286,8.94142857142857,0.13428571428571429,0.022285714285714287,0.08365726016691899,627.0,16.288759231567383
2013-11-20,2894.3186813186812,1262.3516483516482,4156.67032967033,0.109,5113.9670329670325,12117.439560439561,20227.021978021978,107270.01098901099,127122.13186813187,136836.6043956044,476641.8131868132,339805.2087912088,12.87087912087912,2.762197802197802,3.748021978021978,10.742747252747254,8.956263736263736,0.1341758241758242,0.022252747252747253,0.08409678849426011,628.3846153846154,16.14610481262207
2013-11-21,2898.4945054945056,1264.131868131868,4162.626373626374,0.109,5113.3626373626375,12134.164835164835,20235.75824175824,107326.87912087912,127189.54945054946,136969.35164835164,477360.05494505493,340390.7032967033,12.89032967032967,2.7658241758241755,3.7517582417582416,10.75978021978022,8.971098901098902,0.13406593406593406,0.02221978021978022,0.08453631682160122,629.7692307692307,16.33860969543457
2013-11-22,2902.67032967033,1265.9120879120878,4168.582417582417,0.109,5112.758241758242,12150.89010989011,20244.494505494506,107383.74725274726,127256.96703296703,137102.0989010989,478078.2967032967,340976.19780219777,12.90978021978022,2.7694505494505495,3.7554945054945055,10.776813186813188,8.985934065934066,0.13395604395604396,0.02218681318681319,0.08497584514894232,631.1538461538462,16.296594619750977
2013-11-25,2915.197802197802,1271.2527472527472,4186.450549450549,0.109,5110.945054945055,12201.065934065935,20270.703296703297,107554.35164835164,127459.21978021978,137500.34065934067,480233.02197802195,342732.68131868134,12.968131868131868,2.78032967032967,3.7667032967032967,10.827912087912088,9.03043956043956,0.13362637362637364,0.02208791208791209,0.08629443013096566,635.3076923076923,16.420114517211914
2013-11-26,2919.3736263736264,1273.032967032967,4192.406593406593,0.109,5110.340659340659,12217.791208791208,20279.43956043956,107611.21978021978,127526.63736263737,137633.0879120879,480951.26373626373,343318.1758241758,12.987582417582416,2.783956043956044,3.7704395604395606,10.844945054945056,9.045274725274725,0.13351648351648351,0.022054945054945055,0.08673395845830677,636.6923076923077,16.72297477722168
2013-11-27,2923.5494505494507,1274.8131868131868,4198.3626373626375,0.109,5109.736263736264,12234.516483516483,20288.175824175825,107668.08791208791,127594.05494505494,137765.83516483515,481669.5054945055,343903.6703296703,13.007032967032966,2.7875824175824175,3.774175824175824,10.861978021978022,9.06010989010989,0.13340659340659342,0.02202197802197802,0.08717348678564787,638.0769230769231,17.11675262451172
2013-11-29,2931.901098901099,1278.3736263736264,4210.274725274725,0.109,5108.527472527472,12267.967032967033,20305.648351648353,107781.82417582418,127728.89010989011,138031.32967032967,483105.989010989,345074.65934065933,13.045934065934066,2.7948351648351646,3.781648351648352,10.896043956043956,9.08978021978022,0.1331868131868132,0.021956043956043957,0.08805254344033009,640.8461538461538,17.433713912963867
2013-12-02,2944.4285714285716,1283.7142857142858,4228.142857142857,0.109,5106.714285714285,12318.142857142857,20331.85714285714,107952.42857142857,127931.14285714286,138429.57142857142,485260.71428571426,346831.14285714284,13.104285714285714,2.8057142857142856,3.7928571428571427,10.947142857142858,9.134285714285713,0.13285714285714287,0.02185714285714286,0.08937112842235342,645.0,17.28197479248047
2013-12-03,2948.6043956043954,1285.4945054945056,4234.0989010989015,0.109,5106.10989010989,12334.868131868132,20340.593406593405,108009.2967032967,127998.56043956045,138562.3186813187,485978.95604395604,347416.6373626374,13.123736263736264,2.809340659340659,3.7965934065934066,10.964175824175825,9.14912087912088,0.13274725274725274,0.021824175824175826,0.08981065674969455,646.3846153846154,17.755077362060547
2013-12-04,2952.78021978022,1287.2747252747254,4240.054945054945,0.109,5105.505494505494,12351.593406593407,20349.32967032967,108066.16483516483,128065.97802197802,138695.06593406593,486697.19780219777,348002.13186813187,13.143186813186812,2.8129670329670327,3.8003296703296705,10.981208791208791,9.163956043956043,0.13263736263736264,0.021791208791208792,0.09025018507703565,647.7692307692307,17.713693618774414
2013-12-05,2956.956043956044,1289.0549450549452,4246.010989010989,0.109,5104.9010989010985,12368.318681318682,20358.065934065933,108123.03296703297,128133.3956043956,138827.81318681317,487415.43956043955,348587.62637362635,13.162637362637362,2.8165934065934066,3.804065934065934,10.99824175824176,9.178791208791209,0.13252747252747255,0.02175824175824176,0.09068971340437676,649.1538461538462,17.804607391357422
2013-12-06,2961.131868131868,1290.8351648351647,4251.967032967033,0.109,5104.2967032967035,12385.043956043955,20366.802197802197,108179.9010989011,128200.81318681319,138960.56043956045,488133.68131868134,349173.1208791209,13.182087912087912,2.82021978021978,3.807802197802198,11.015274725274725,9.193626373626373,0.13241758241758242,0.021725274725274725,0.09112924173171787,650.5384615384615,17.55756187438965
2013-12-09,2973.6593406593406,1296.1758241758241,4269.8351648351645,0.109,5102.483516483517,12435.21978021978,20393.01098901099,108350.50549450549,128403.06593406593,139358.8021978022,490288.4065934066,350929.6043956044,13.24043956043956,2.831098901098901,3.819010989010989,11.066373626373627,9.238131868131868,0.1320879120879121,0.021626373626373627,0.0924478267137412,654.6923076923077,17.75852394104004
2013-12-10,2977.835164835165,1297.956043956044,4275.791208791209,0.109,5101.879120879121,12451.945054945056,20401.747252747253,108407.37362637362,128470.48351648351,139491.54945054944,491006.64835164836,351515.0989010989,13.25989010989011,2.8347252747252747,3.822747252747253,11.083406593406593,9.252967032967032,0.131978021978022,0.021593406593406594,0.09288735504108231,656.0769230769231,17.730932235717773
2013-12-11,2982.010989010989,1299.7362637362637,4281.747252747253,0.109,5101.274725274725,12468.670329670329,20410.483516483517,108464.24175824175,128537.9010989011,139624.2967032967,491724.89010989014,352100.5934065934,13.279340659340658,2.838351648351648,3.8264835164835165,11.100439560439561,9.267802197802197,0.13186813186813187,0.021560439560439563,0.09332688336842342,657.4615384615385,17.599571228027344
2013-12-12,2986.186813186813,1301.5164835164835,4287.7032967032965,0.109,5100.67032967033,12485.395604395604,20419.21978021978,108521.10989010989,128605.31868131868,139757.04395604396,492443.13186813187,352686.0879120879,13.298791208791208,2.8419780219780217,3.8302197802197804,11.117472527472527,9.282637362637363,0.13175824175824177,0.02152747252747253,0.09376641169576452,658.8461538461538,17.573862075805664
2013-12-13,2990.3626373626375,1303.2967032967033,4293.659340659341,0.109,5100.065934065934,12502.12087912088,20427.956043956045,108577.97802197802,128672.73626373627,139889.7912087912,493161.37362637365,353271.5824175824,13.318241758241758,2.8456043956043953,3.833956043956044,11.134505494505495,9.297472527472527,0.13164835164835165,0.021494505494505496,0.09420594002310564,660.2307692307693,17.382301330566406
2013-12-16,3002.8901098901097,1308.6373626373627,4311.527472527472,0.109,5098.252747252747,12552.296703296703,20454.164835164836,108748.58241758242,128874.98901098901,140288.03296703298,495316.0989010989,355028.06593406596,13.376593406593406,2.8564835164835163,3.845164835164835,11.185604395604397,9.341978021978022,0.13131868131868132,0.021395604395604395,0.09552452500512898,664.3846153846154,17.47855567932129
2013-12-17,3007.065934065934,1310.4175824175825,4317.483516483517,0.109,5097.648351648351,12569.021978021978,20462.9010989011,108805.45054945054,128942.40659340659,140420.78021978022,496034.34065934067,355613.56043956045,13.396043956043956,2.8601098901098903,3.848901098901099,11.202637362637363,9.356813186813186,0.13120879120879123,0.021362637362637365,0.09596405333247007,665.7692307692307,17.399856567382812
2013-12-18,3011.2417582417584,1312.1978021978023,4323.43956043956,0.109,5097.043956043956,12585.747252747253,20471.637362637364,108862.31868131868,129009.82417582418,140553.52747252746,496752.5824175824,356199.05494505493,13.415494505494506,2.8637362637362638,3.852637362637363,11.21967032967033,9.371648351648352,0.1310989010989011,0.02132967032967033,0.0964035816598112,667.1538461538462,17.26755714416504
2013-12-19,3015.4175824175823,1313.9780219780218,4329.395604395604,0.109,5096.43956043956,12602.472527472528,20480.373626373625,108919.18681318681,129077.24175824175,140686.27472527474,497470.8241758242,356784.5494505495,13.434945054945054,2.8673626373626373,3.8563736263736264,11.236703296703297,9.386483516483516,0.130989010989011,0.021296703296703298,0.0968431099871523,668.5384615384615,17.069726943969727
2013-12-20,3019.5934065934066,1315.7582417582416,4335.351648351649,0.109,5095.8351648351645,12619.197802197803,20489.10989010989,108976.05494505494,129144.65934065935,140819.02197802198,498189.06593406596,357370.04395604396,13.454395604395604,2.870989010989011,3.8601098901098903,11.253736263736265,9.401318681318681,0.13087912087912087,0.021263736263736264,0.09728263831449341,669.9230769230769,17.212692260742188
2013-12-23,3032.120879120879,1321.098901098901,4353.219780219781,0.109,5094.021978021978,12669.373626373626,20515.31868131868,109146.65934065935,129346.91208791209,141217.26373626373,500343.7912087912,359126.52747252746,13.512747252747252,2.881868131868132,3.8713186813186815,11.304835164835165,9.445824175824175,0.13054945054945055,0.021164835164835166,0.09860122329651674,674.0769230769231,17.87326431274414
2013-12-24,3036.2967032967035,1322.8791208791208,4359.175824175824,0.109,5093.417582417583,12686.098901098901,20524.054945054944,109203.52747252746,129414.32967032967,141350.010989011,501062.032967033,359712.02197802195,13.532197802197802,2.8854945054945054,3.875054945054945,11.321868131868133,9.46065934065934,0.13043956043956045,0.021131868131868133,0.09904075162385785,675.4615384615385,17.79739761352539
2013-12-26,3044.6483516483518,1326.4395604395604,4371.087912087912,0.109,5092.208791208791,12719.54945054945,20541.527472527472,109317.26373626373,129549.16483516483,141615.5054945055,502498.5164835165,360883.010989011,13.5710989010989,2.8927472527472524,3.8825274725274728,11.355934065934067,9.49032967032967,0.13021978021978023,0.02106593406593407,0.09991980827854008,678.2307692307693,17.679203033447266
2013-12-27,3048.8241758241757,1328.2197802197802,4377.043956043956,0.109,5091.604395604396,12736.274725274725,20550.263736263736,109374.13186813187,129616.58241758242,141748.25274725276,503216.7582417582,361468.5054945055,13.59054945054945,2.8963736263736264,3.8862637362637362,11.372967032967033,9.505164835164834,0.1301098901098901,0.021032967032967035,0.10035933660588117,679.6153846153846,17.55974769592285
2013-12-30,3050.3406593406594,1332.021978021978,4382.3626373626375,0.109,5091.32967032967,12754.472527472528,20579.593406593405,109200.2967032967,129475.0989010989,141699.5934065934,503384.14285714284,361684.5494505495,13.59,2.896043956043956,3.8921978021978023,11.368021978021979,9.505934065934065,0.13021978021978023,0.021043956043956046,0.10045306083298139,681.3296703296703,17.38512420654297
2013-12-31,3049.010989010989,1333.032967032967,4382.043956043956,0.109,5091.494505494506,12755.208791208792,20589.89010989011,109084.94505494506,129370.64835164836,141608.8901098901,503108.71428571426,361499.8241758242,13.58,2.894065934065934,3.8932967032967034,11.357032967032968,9.498901098901099,0.13032967032967033,0.02106593406593407,0.10028015878286095,681.4945054945055,17.588911056518555
2014-01-02,3046.3516483516482,1335.0549450549452,4381.406593406594,0.109,5091.824175824176,12756.681318681318,20610.483516483517,108854.24175824175,129161.74725274726,141427.4835164835,502557.85714285716,361130.37362637365,13.559999999999999,2.89010989010989,3.8954945054945056,11.335054945054946,9.484835164835165,0.13054945054945055,0.02110989010989011,0.09993435468262005,681.8241758241758,17.341541290283203
2014-01-03,3045.021978021978,1336.065934065934,4381.087912087912,0.109,5091.989010989011,12757.417582417582,20620.78021978022,108738.89010989011,129057.2967032967,141336.78021978022,502282.4285714286,360945.64835164836,13.549999999999999,2.888131868131868,3.8965934065934067,11.324065934065935,9.477802197802198,0.13065934065934068,0.021131868131868133,0.0997614526324996,681.989010989011,16.960622787475586
2014-01-06,3041.032967032967,1339.098901098901,4380.131868131868,0.109,5092.483516483517,12759.626373626374,20651.67032967033,108392.83516483517,128743.94505494506,141064.67032967033,501456.14285714284,360391.47252747254,13.52,2.882197802197802,3.89989010989011,11.291098901098902,9.456703296703296,0.130989010989011,0.0211978021978022,0.09924274648213825,682.4835164835165,17.053110122680664
2014-01-07,3039.703296703297,1340.10989010989,4379.813186813187,0.109,5092.648351648351,12760.362637362638,20661.967032967033,108277.48351648351,128639.49450549451,140973.96703296702,501180.71428571426,360206.74725274724,13.51,2.88021978021978,3.900989010989011,11.280109890109891,9.44967032967033,0.1310989010989011,0.021219780219780222,0.0990698444320178,682.6483516483516,16.93115234375
2014-01-08,3038.3736263736264,1341.1208791208792,4379.494505494506,0.109,5092.813186813187,12761.098901098901,20672.263736263736,108162.13186813187,128535.04395604396,140883.26373626373,500905.28571428574,360022.021978022,13.5,2.8782417582417583,3.902087912087912,11.26912087912088,9.442637362637363,0.13120879120879123,0.02124175824175824,0.09889694238189735,682.8131868131868,17.038375854492188
2014-01-09,3037.043956043956,1342.131868131868,4379.175824175824,0.109,5092.978021978022,12761.835164835165,20682.56043956044,108046.78021978022,128430.59340659341,140792.56043956045,500629.85714285716,359837.2967032967,13.49,2.876263736263736,3.9031868131868133,11.25813186813187,9.435604395604395,0.13131868131868132,0.021263736263736264,0.0987240403317769,682.978021978022,16.82079315185547
2014-01-10,3035.714285714286,1343.142857142857,4378.857142857143,0.109,5093.142857142857,12762.57142857143,20692.85714285714,107931.42857142857,128326.14285714286,140701.85714285713,500354.4285714286,359652.5714285714,13.479999999999999,2.874285714285714,3.9042857142857144,11.247142857142858,9.428571428571429,0.13142857142857142,0.021285714285714286,0.09855113828165644,683.1428571428571,16.70855712890625
2014-01-13,3031.7252747252746,1346.1758241758241,4377.9010989010985,0.109,5093.6373626373625,12764.78021978022,20723.747252747253,107585.37362637362,128012.79120879121,140429.74725274724,499528.14285714284,359098.3956043956,13.45,2.8683516483516485,3.9075824175824176,11.214175824175825,9.407472527472526,0.13175824175824177,0.021351648351648354,0.0980324321312951,683.6373626373627,16.7960205078125
2014-01-14,3030.3956043956046,1347.1868131868132,4377.582417582417,0.109,5093.802197802198,12765.516483516483,20734.043956043955,107470.02197802198,127908.34065934065,140339.04395604396,499252.71428571426,358913.6703296703,13.44,2.866373626373626,3.9086813186813187,11.203186813186814,9.40043956043956,0.13186813186813187,0.021373626373626376,0.09785953008117465,683.8021978021978,17.130231857299805
