Date,DJI Adj Close,NDAQ Adj Close,SPX Adj Close,Adj Close,Information Technology Adj Close
2013-09-30,15129.669921875,9.072846412658691,1681.550048828125,14.860145568847656,72.61470794677734
2013-10-01,15191.7001953125,9.151958465576172,1695.0,15.209559440612793,73.38853454589844
2013-10-02,15133.1396484375,9.14913558959961,1693.8699951171875,15.259427070617676,73.41555786132812
2013-10-03,14996.48046875,9.129355430603027,1678.6600341796875,15.06773567199707,72.64167022705078
2013-10-04,15072.580078125,9.296059608459473,1690.5,15.055889129638672,73.13658905029297
2013-10-07,14936.240234375,9.120880126953125,1676.1199951171875,15.203011512756348,72.52471923828125
2013-10-08,14776.5302734375,8.982428550720215,1655.449951171875,14.990747451782227,71.15701293945312
2013-10-09,14802.98046875,9.04741382598877,1656.4000244140625,15.166855812072754,71.2469711303711
2013-10-10,15126.0703125,9.32996940612793,1692.56005859375,15.261924743652344,72.64167022705078
2013-10-11,15237.1103515625,9.372352600097656,1703.199951171875,15.360726356506348,73.25357055664062
2013-10-14,15301.259765625,9.47407341003418,1710.1400146484375,15.461406707763672,73.6674575805664
2013-10-15,15168.009765625,9.417562484741211,1698.06005859375,15.543695449829102,73.15458679199219
2013-10-16,15373.830078125,9.516456604003906,1721.5400390625,15.61943531036377,73.90143585205078
2013-10-17,15371.650390625,9.629478454589844,1733.1500244140625,15.725099563598633,73.8294448852539
2013-10-18,15399.650390625,9.649258613586426,1744.5,15.861939430236816,75.14315032958984
2013-10-21,15392.2001953125,9.519281387329102,1744.6600341796875,16.250619888305664,75.46710968017578
2013-10-22,15467.66015625,9.488201141357422,1754.6700439453125,16.20417594909668,75.33214569091797
2013-10-23,15413.330078125,10.039183616638184,1746.3800048828125,16.36284065246582,74.79222869873047
2013-10-24,15509.2099609375,10.073088645935059,1752.0699462890625,16.579469680786133,75.09818267822266
2013-10-25,15570.2802734375,10.087215423583984,1759.77001953125,16.394006729125977,75.33214569091797
2013-10-28,15568.9296875,10.09286880493164,1762.1099853515625,16.516185760498047,75.4131088256836
2013-10-29,15680.349609375,10.174811363220215,1771.949951171875,16.104753494262695,75.7910385131836
2013-10-30,15618.759765625,10.095694541931152,1763.31005859375,16.3609619140625,75.44910430908203
2013-10-31,15545.75,10.0109281539917,1756.5400390625,16.292388916015625,75.26914978027344
2013-11-01,15615.5498046875,9.974197387695312,1761.6400146484375,16.209169387817383,75.31413269042969
