Date,Adj Close,2-year,5-year,10-year,T10Y2Y,VIXCLS,UNRATE,CPIAUCSL,FEDFUNDS,GDP
2016-05-05,21.49460220336914,0.72,1.2,1.76,1.04,15.91,4.812903225806451,239.6428064516129,0.37129032258064515,18779.304835164836
2016-05-06,21.374725341796875,0.74,1.23,1.79,1.05,14.72,4.816129032258065,239.66425806451613,0.3716129032258064,18781.293153846153
2016-05-09,21.390853881835938,0.72,1.2,1.77,1.05,14.57,4.825806451612904,239.7286129032258,0.3725806451612903,18787.25810989011
2016-05-10,21.536088943481445,0.72,1.2,1.77,1.05,13.63,4.829032258064516,239.75006451612902,0.37290322580645163,18789.24642857143
2016-05-11,21.326309204101562,0.74,1.2,1.73,0.99,14.69,4.832258064516129,239.77151612903225,0.3732258064516129,18791.234747252747
2016-05-12,20.826065063476562,0.76,1.24,1.75,0.99,14.41,4.835483870967742,239.79296774193548,0.3735483870967742,18793.223065934068
2016-05-13,20.8675537109375,0.76,1.22,1.71,0.95,15.04,4.838709677419355,239.81441935483872,0.37387096774193546,18795.211384615384
2016-05-16,21.642135620117188,0.79,1.26,1.75,0.96,14.68,4.848387096774194,239.8787741935484,0.37483870967741933,18801.17634065934
2016-05-17,21.55223274230957,0.82,1.29,1.76,0.94,15.57,4.851612903225806,239.9002258064516,0.37516129032258067,18803.16465934066
2016-05-18,21.79889678955078,0.9,1.41,1.87,0.97,15.95,4.854838709677419,239.92167741935484,0.37548387096774194,18805.15297802198
2016-05-19,21.715906143188477,0.89,1.38,1.85,0.96,16.33,4.858064516129033,239.94312903225807,0.3758064516129032,18807.141296703296
2016-05-20,21.951051712036133,0.89,1.38,1.85,0.96,15.2,4.861290322580645,239.96458064516128,0.37612903225806454,18809.129615384616
2016-05-23,22.2299861907959,0.91,1.38,1.84,0.93,15.82,4.870967741935484,240.02893548387098,0.37709677419354837,18815.09457142857
2016-05-24,22.56887435913086,0.92,1.41,1.86,0.94,14.42,4.874193548387097,240.0503870967742,0.3774193548387097,18817.08289010989
2016-05-25,22.965373992919922,0.92,1.4,1.87,0.95,13.9,4.87741935483871,240.07183870967742,0.37774193548387097,18819.071208791207
2016-05-26,23.147502899169922,0.87,1.35,1.83,0.96,13.43,4.880645161290323,240.09329032258066,0.37806451612903225,18821.059527472527
2016-05-27,23.133668899536133,0.9,1.39,1.85,0.95,13.12,4.883870967741935,240.11474193548386,0.3783870967741936,18823.047846153848
2016-05-31,23.020706176757812,0.87,1.37,1.84,0.97,14.19,4.896774193548388,240.20054838709677,0.37967741935483873,18831.001120879122
2016-06-01,22.697969436645508,0.91,1.39,1.85,0.94,14.2,4.9,240.222,0.38,18832.98943956044
2016-06-02,22.52737045288086,0.89,1.36,1.81,0.92,13.63,4.896666666666667,240.21796666666668,0.38033333333333336,18834.97775824176
2016-06-03,22.573474884033203,0.78,1.23,1.71,0.93,13.47,4.8933333333333335,240.21393333333333,0.38066666666666665,18836.966076923076
2016-06-06,22.737157821655273,0.8,1.25,1.73,0.93,13.65,4.883333333333334,240.20183333333335,0.38166666666666665,18842.931032967033
2016-06-07,22.82936668395996,0.78,1.23,1.72,0.94,14.05,4.88,240.1978,0.382,18844.91935164835
2016-06-08,22.808622360229492,0.78,1.23,1.71,0.93,14.08,4.876666666666667,240.19376666666668,0.38233333333333336,18846.90767032967
2016-06-09,22.97229766845703,0.77,1.22,1.68,0.91,14.64,4.873333333333334,240.18973333333335,0.38266666666666665,18848.895989010987
2016-06-10,22.78326416015625,0.73,1.17,1.64,0.91,17.03,4.87,240.1857,0.383,18850.884307692308
2016-06-13,22.43977165222168,0.73,1.14,1.62,0.89,20.97,4.86,240.1736,0.384,18856.849263736265
2016-06-14,22.467432022094727,0.74,1.15,1.62,0.88,20.5,4.8566666666666665,240.16956666666667,0.38433333333333336,18858.837582417582
2016-06-15,22.3936710357666,0.69,1.1,1.6,0.91,20.14,4.8533333333333335,240.16553333333334,0.38466666666666666,18860.825901098902
2016-06-16,22.488182067871094,0.7,1.1,1.57,0.87,19.37,4.85,240.16150000000002,0.385,18862.81421978022
2016-06-17,21.976409912109375,0.7,1.13,1.62,0.92,19.41,4.846666666666667,240.15746666666666,0.38533333333333336,18864.80253846154
2016-06-20,21.923385620117188,0.74,1.17,1.67,0.93,18.37,4.836666666666667,240.14536666666666,0.38633333333333336,18870.767494505493
2016-06-21,22.110111236572266,0.76,1.22,1.71,0.95,18.48,4.833333333333333,240.14133333333334,0.38666666666666666,18872.755813186814
2016-06-22,22.027122497558594,0.75,1.2,1.69,0.94,21.17,4.83,240.1373,0.387,18874.74413186813
2016-06-23,22.153913497924805,0.78,1.25,1.74,0.96,17.25,4.826666666666666,240.13326666666666,0.38733333333333336,18876.73245054945
2016-06-24,21.531484603881836,0.64,1.08,1.57,0.93,25.76,4.823333333333333,240.12923333333333,0.38766666666666666,18878.720769230767
2016-06-27,21.217966079711914,0.61,1.0,1.46,0.85,23.85,4.8133333333333335,240.11713333333333,0.38866666666666666,18884.685725274725
2016-06-28,21.575281143188477,0.61,1.0,1.46,0.85,18.75,4.81,240.1131,0.389,18886.67404395604
2016-06-29,21.76201629638672,0.62,1.03,1.5,0.88,16.64,4.806666666666667,240.10906666666668,0.38933333333333336,18888.662362637362
2016-06-30,22.038644790649414,0.58,1.01,1.49,0.91,15.63,4.803333333333333,240.10503333333332,0.38966666666666666,18890.65068131868
2016-07-01,22.105506896972656,0.59,1.0,1.46,0.87,14.77,4.8,240.101,0.39,18892.639
2016-07-05,21.89802360534668,0.56,0.94,1.37,0.81,15.58,4.812903225806451,240.15829032258065,0.39129032258064517,18901.192913043476
2016-07-06,22.022512435913086,0.58,0.95,1.38,0.8,14.96,4.816129032258065,240.1726129032258,0.39161290322580644,18903.331391304346
2016-07-07,22.117036819458008,0.58,0.97,1.4,0.82,14.76,4.819354838709677,240.18693548387097,0.39193548387096777,18905.469869565215
2016-07-08,22.287626266479492,0.61,0.95,1.37,0.76,13.2,4.82258064516129,240.20125806451614,0.39225806451612905,18907.608347826088
2016-07-11,22.35678482055664,0.66,1.03,1.43,0.77,13.54,4.832258064516129,240.2442258064516,0.3932258064516129,18914.023782608696
2016-07-12,22.45821762084961,0.69,1.1,1.53,0.84,13.55,4.835483870967742,240.25854838709677,0.3935483870967742,18916.162260869565
2016-07-13,22.331418991088867,0.68,1.07,1.48,0.8,13.04,4.838709677419355,240.27287096774194,0.3938709677419355,18918.300739130435
2016-07-14,22.774038314819336,0.68,1.1,1.53,0.85,12.82,4.841935483870968,240.28719354838708,0.3941935483870968,18920.439217391304
2016-07-15,22.771732330322266,0.71,1.15,1.6,0.89,12.67,4.845161290322581,240.30151612903225,0.3945161290322581,18922.577695652173
2016-07-18,23.013790130615234,0.68,1.14,1.59,0.91,12.44,4.854838709677419,240.34448387096774,0.39548387096774196,18928.99313043478
2016-07-19,23.023014068603516,0.7,1.12,1.56,0.86,11.97,4.858064516129033,240.3588064516129,0.39580645161290323,18931.13160869565
2016-07-20,23.043758392333984,0.73,1.15,1.59,0.86,11.77,4.861290322580645,240.37312903225805,0.39612903225806456,18933.27008695652
2016-07-21,22.921579360961914,0.7,1.11,1.57,0.87,12.74,4.864516129032258,240.38745161290322,0.39645161290322584,18935.408565217393
2016-07-22,22.74407386779785,0.71,1.13,1.57,0.86,12.02,4.867741935483871,240.4017741935484,0.3967741935483871,18937.547043478262
2016-07-25,22.43977165222168,0.72,1.15,1.58,0.86,12.87,4.87741935483871,240.44474193548385,0.397741935483871,18943.96247826087
2016-07-26,22.285314559936523,0.75,1.15,1.57,0.82,13.05,4.880645161290323,240.45906451612902,0.39806451612903226,18946.10095652174
2016-07-27,23.73304557800293,0.73,1.1,1.52,0.79,12.83,4.883870967741935,240.4733870967742,0.3983870967741936,18948.23943478261
2016-07-28,24.05347442626953,0.72,1.09,1.52,0.8,12.72,4.887096774193549,240.48770967741933,0.39870967741935487,18950.377913043478
2016-07-29,24.023513793945312,0.67,1.03,1.46,0.79,11.87,4.890322580645162,240.5020322580645,0.39903225806451614,18952.516391304347
2016-08-01,24.447689056396484,0.67,1.06,1.51,0.84,12.44,4.9,240.545,0.4,18958.931826086955
2016-08-02,24.085756301879883,0.67,1.07,1.55,0.88,13.37,4.903225806451613,240.56535483870965,0.4,18961.070304347824
2016-08-03,24.38774871826172,0.67,1.07,1.55,0.88,12.86,4.9064516129032265,240.58570967741935,0.4,18963.208782608697
2016-08-04,24.53840446472168,0.64,1.03,1.51,0.87,12.42,4.909677419354839,240.606064516129,0.4,18965.347260869567
2016-08-05,24.91156768798828,0.72,1.13,1.59,0.87,11.39,4.912903225806452,240.6264193548387,0.4,18967.485739130436
2016-08-08,25.11785125732422,0.74,1.15,1.59,0.85,11.5,4.922580645161291,240.68748387096772,0.4,18973.901173913044
2016-08-09,25.219833374023438,0.71,1.11,1.55,0.84,11.66,4.925806451612903,240.70783870967742,0.4,18976.039652173913
2016-08-10,25.032093048095703,0.69,1.07,1.5,0.81,12.05,4.929032258064517,240.72819354838708,0.4,18978.178130434782
2016-08-11,25.015872955322266,0.76,1.16,1.57,0.81,11.68,4.932258064516129,240.74854838709678,0.4,18980.31660869565
2016-08-12,25.073810577392578,0.71,1.1,1.51,0.8,11.55,4.935483870967742,240.76890322580644,0.4,18982.45508695652
2016-08-15,25.375125885009766,0.72,1.14,1.55,0.83,11.81,4.945161290322581,240.82996774193546,0.4,18988.87052173913
2016-08-16,25.351947784423828,0.76,1.16,1.57,0.81,12.64,4.948387096774193,240.85032258064516,0.4,18991.009
2016-08-17,25.314868927001953,0.74,1.15,1.56,0.82,12.19,4.951612903225807,240.87067741935482,0.4,18993.14747826087
2016-08-18,25.282411575317383,0.71,1.12,1.53,0.82,11.43,4.95483870967742,240.8910322580645,0.4,18995.28595652174
2016-08-19,25.34731101989746,0.76,1.17,1.58,0.82,11.34,4.958064516129032,240.91138709677418,0.4,18997.42443478261
2016-08-22,25.150300979614258,0.76,1.15,1.55,0.79,12.27,4.967741935483871,240.9724516129032,0.4,19003.839869565218
2016-08-23,25.229103088378906,0.74,1.15,1.55,0.81,12.38,4.970967741935484,240.9928064516129,0.4,19005.978347826087
2016-08-24,25.039039611816406,0.76,1.13,1.56,0.8,13.45,4.974193548387097,241.01316129032256,0.4,19008.116826086956
2016-08-25,24.932430267333984,0.78,1.16,1.58,0.8,13.63,4.97741935483871,241.03351612903225,0.4,19010.255304347826
2016-08-26,24.786407470703125,0.84,1.23,1.62,0.78,13.65,4.980645161290322,241.05387096774191,0.4,19012.393782608695
2016-08-29,24.758596420288086,0.81,1.18,1.57,0.76,12.94,4.990322580645161,241.11493548387097,0.4,19018.809217391303
2016-08-30,24.568538665771484,0.8,1.18,1.57,0.77,13.12,4.993548387096774,241.13529032258063,0.4,19020.947695652176
2016-08-31,24.591711044311523,0.8,1.19,1.58,0.78,13.42,4.996774193548387,241.15564516129032,0.4,19023.086173913045
2016-09-01,24.73773193359375,0.78,1.18,1.57,0.79,13.48,5.0,241.176,0.4,19025.224652173914
2016-09-02,24.96951675415039,0.8,1.2,1.6,0.8,11.98,4.996666666666667,241.19483333333332,0.4,19027.363130434784
2016-09-06,24.962556838989258,0.74,1.13,1.55,0.81,12.02,4.983333333333333,241.27016666666665,0.4,19035.91704347826
2016-09-07,25.11553382873535,0.74,1.12,1.54,0.8,11.94,4.98,241.289,0.4,19038.05552173913
2016-09-08,24.4572811126709,0.78,1.19,1.61,0.83,12.51,4.976666666666667,241.30783333333332,0.4,19040.194
2016-09-09,23.903329849243164,0.79,1.23,1.67,0.88,17.5,4.973333333333334,241.32666666666665,0.4,19042.33247826087
2016-09-12,24.43874168395996,0.79,1.21,1.68,0.89,15.16,4.963333333333334,241.38316666666665,0.4,19048.74791304348
2016-09-13,25.02050018310547,0.8,1.26,1.73,0.93,17.85,4.96,241.402,0.4,19050.88639130435
2016-09-14,25.905895233154297,0.77,1.21,1.7,0.93,18.14,4.956666666666667,241.42083333333332,0.4,19053.02486956522
2016-09-15,26.786657333374023,0.74,1.2,1.71,0.97,16.3,4.953333333333333,241.43966666666665,0.4,19055.16334782609
2016-09-16,26.635997772216797,0.77,1.21,1.7,0.93,15.37,4.95,241.45850000000002,0.4,19057.301826086958
2016-09-19,26.32541847229004,0.79,1.22,1.7,0.91,15.53,4.94,241.51500000000001,0.4,19063.717260869566
2016-09-20,26.32309913635254,0.79,1.2,1.69,0.9,15.92,4.9366666666666665,241.53383333333335,0.4,19065.855739130435
2016-09-21,26.318464279174805,0.79,1.2,1.66,0.87,13.3,4.933333333333334,241.55266666666668,0.4,19067.994217391304
2016-09-22,26.566465377807617,0.79,1.18,1.63,0.84,12.02,4.930000000000001,241.57150000000001,0.4,19070.132695652173
2016-09-23,26.123769760131836,0.77,1.16,1.62,0.85,12.29,4.926666666666667,241.59033333333335,0.4,19072.271173913043
2016-09-26,26.16317367553711,0.76,1.13,1.59,0.83,14.5,4.916666666666667,241.64683333333335,0.4,19078.686608695654
2016-09-27,26.211843490600586,0.75,1.12,1.56,0.81,13.1,4.913333333333334,241.66566666666668,0.4,19080.825086956524
2016-09-28,26.411169052124023,0.75,1.13,1.57,0.82,12.39,4.91,241.6845,0.4,19082.963565217393
2016-09-29,26.000926971435547,0.73,1.12,1.56,0.83,14.02,4.906666666666667,241.70333333333335,0.4,19085.102043478262
2016-09-30,26.202566146850586,0.77,1.14,1.6,0.83,13.29,4.903333333333333,241.72216666666668,0.4,19087.24052173913
2016-10-03,26.07973289489746,0.8,1.18,1.63,0.83,13.57,4.887096774193549,241.75938709677422,0.4006451612903226,19093.524760869564
2016-10-04,26.19098663330078,0.82,1.22,1.69,0.87,13.63,4.880645161290323,241.7685806451613,0.4009677419354839,19095.59764130435
2016-10-05,26.202566146850586,0.85,1.26,1.72,0.87,12.99,4.8741935483870975,241.7777741935484,0.4012903225806452,19097.67052173913
2016-10-06,26.39727020263672,0.86,1.28,1.75,0.89,12.84,4.867741935483871,241.78696774193548,0.40161290322580645,19099.743402173914
2016-10-07,26.436677932739258,0.83,1.26,1.73,0.9,13.48,4.861290322580645,241.7961612903226,0.4019354838709678,19101.816282608695
2016-10-10,26.897911071777344,,,,0.9,13.38,4.841935483870968,241.8237419354839,0.4029032258064516,19108.034923913045
2016-10-11,26.955856323242188,0.87,1.3,1.77,0.9,15.36,4.835483870967742,241.83293548387098,0.40322580645161293,19110.107804347826
2016-10-12,27.19690704345703,0.87,1.31,1.79,0.92,15.91,4.829032258064516,241.84212903225807,0.4035483870967742,19112.18068478261
2016-10-13,27.11347007751465,0.85,1.27,1.75,0.9,16.69,4.822580645161291,241.85132258064516,0.4038709677419355,19114.25356521739
2016-10-14,27.264114379882812,0.84,1.28,1.8,0.96,16.12,4.816129032258065,241.86051612903228,0.40419354838709676,19116.326445652176
2016-10-17,27.24557113647461,0.81,1.26,1.77,0.96,16.21,4.796774193548387,241.88809677419357,0.40516129032258064,19122.54508695652
2016-10-18,27.227039337158203,0.82,1.24,1.75,0.93,15.28,4.790322580645162,241.89729032258066,0.4054838709677419,19124.617967391307
2016-10-19,27.145915985107422,0.81,1.24,1.76,0.95,14.41,4.783870967741936,241.90648387096775,0.40580645161290324,19126.69084782609
2016-10-20,27.132007598876953,0.84,1.26,1.76,0.92,13.75,4.77741935483871,241.91567741935486,0.4061290322580645,19128.76372826087
2016-10-21,27.025390625,0.84,1.25,1.74,0.9,13.34,4.770967741935484,241.92487096774195,0.4064516129032258,19130.836608695652
2016-10-24,27.268753051757812,0.84,1.27,1.77,0.93,13.02,4.751612903225807,241.95245161290325,0.40741935483870967,19137.05525
2016-10-25,27.407821655273438,0.86,1.29,1.77,0.91,13.46,4.745161290322581,241.96164516129033,0.40774193548387094,19139.128130434783
2016-10-26,26.791290283203125,0.86,1.3,1.79,0.93,14.24,4.738709677419355,241.97083870967742,0.4080645161290322,19141.201010869565
2016-10-27,26.53401756286621,0.87,1.33,1.85,0.98,15.36,4.732258064516129,241.98003225806454,0.40838709677419355,19143.273891304347
2016-10-28,26.357868194580078,0.86,1.33,1.86,1.0,16.19,4.725806451612903,241.98922580645163,0.4087096774193548,19145.346771739132
2016-10-31,26.31614112854004,0.86,1.31,1.84,0.98,17.06,4.706451612903226,242.01680645161292,0.4096774193548387,19151.565413043478
2016-11-01,25.841001510620117,0.83,1.3,1.83,1.0,18.56,4.7,242.026,0.41,19153.63829347826
2016-11-02,25.86417579650879,0.81,1.26,1.81,1.0,19.32,4.7,242.04636666666667,0.41433333333333333,19155.711173913045
2016-11-03,25.586944580078125,0.81,1.26,1.82,1.01,22.08,4.7,242.06673333333333,0.41866666666666663,19157.784054347827
2016-11-04,25.356304168701172,0.8,1.24,1.79,0.99,22.51,4.7,242.08710000000002,0.423,19159.85693478261
2016-11-07,25.722074508666992,0.82,1.29,1.83,1.01,18.71,4.7,242.1482,0.436,19166.075576086958
2016-11-08,25.87349510192871,0.87,1.34,1.88,1.01,18.74,4.7,242.16856666666666,0.44033333333333335,19168.14845652174
2016-11-09,25.831565856933594,0.9,1.49,2.07,1.17,14.38,4.7,242.18893333333335,0.44466666666666665,19170.22133695652
2016-11-10,25.111692428588867,0.92,1.56,2.15,1.23,14.74,4.7,242.2093,0.449,19172.294217391303
2016-11-11,25.260793685913086,,,,1.23,14.17,4.7,242.22966666666667,0.4533333333333333,19174.367097826085
2016-11-14,24.627111434936523,1.0,1.66,2.23,1.23,14.48,4.7,242.29076666666668,0.4663333333333333,19180.585739130434
2016-11-15,24.953266143798828,1.02,1.68,2.23,1.21,13.37,4.7,242.31113333333334,0.4706666666666667,19182.658619565216
2016-11-16,25.624223709106445,1.0,1.68,2.22,1.22,13.72,4.7,242.3315,0.475,19184.7315
2016-11-17,25.614900588989258,1.04,1.73,2.29,1.25,13.35,4.7,242.35186666666667,0.47933333333333333,19186.804380434784
2016-11-18,25.64052963256836,1.07,1.8,2.34,1.27,12.85,4.7,242.37223333333333,0.4836666666666667,19188.877260869565
2016-11-21,26.02958869934082,1.08,1.79,2.33,1.25,12.42,4.7,242.43333333333334,0.4966666666666667,19195.095902173915
2016-11-22,26.045896530151367,1.07,1.77,2.31,1.24,12.41,4.7,242.4537,0.501,19197.168782608696
2016-11-23,25.913103103637695,1.12,1.83,2.36,1.24,12.43,4.7,242.47406666666666,0.5053333333333334,19199.24166304348
2016-11-25,26.043563842773438,1.12,1.83,2.36,1.24,12.34,4.7,242.5148,0.514,19203.387423913042
2016-11-28,25.992311477661133,1.11,1.8,2.32,1.21,13.15,4.7,242.5759,0.527,19209.60606521739
2016-11-29,25.9666805267334,1.09,1.78,2.3,1.21,12.9,4.7,242.59626666666668,0.5313333333333334,19211.678945652173
2016-11-30,25.74768829345703,1.11,1.83,2.37,1.26,13.33,4.7,242.61663333333334,0.5356666666666667,19213.751826086955
2016-12-01,25.50773048400879,1.14,1.9,2.45,1.31,14.07,4.7,242.637,0.54,19215.82470652174
2016-12-02,25.603254318237305,1.11,1.84,2.4,1.29,14.12,4.7,242.66864516129033,0.5435483870967742,19217.897586956522
2016-12-05,25.419212341308594,1.13,1.84,2.39,1.26,12.14,4.7,242.76358064516128,0.5541935483870968,19224.116228260868
2016-12-06,25.614900588989258,1.12,1.84,2.39,1.27,11.79,4.7,242.7952258064516,0.557741935483871,19226.189108695653
2016-12-07,25.866504669189453,1.1,1.8,2.34,1.24,12.22,4.7,242.82687096774194,0.5612903225806452,19228.261989130435
2016-12-08,26.120441436767578,1.12,1.83,2.4,1.28,12.64,4.7,242.85851612903227,0.5648387096774193,19230.334869565217
2016-12-09,26.54677391052246,1.15,1.89,2.47,1.32,11.75,4.7,242.89016129032257,0.5683870967741936,19232.40775
2016-12-12,26.395347595214844,1.15,1.9,2.49,1.34,12.64,4.7,242.98509677419355,0.5790322580645162,19238.626391304348
2016-12-13,26.83565330505371,1.17,1.92,2.48,1.31,12.72,4.7,243.01674193548388,0.5825806451612904,19240.69927173913
2016-12-14,26.83565330505371,1.27,2.02,2.54,1.27,13.19,4.7,243.04838709677418,0.5861290322580646,19242.77215217391
2016-12-15,26.9824275970459,1.29,2.1,2.6,1.31,12.79,4.7,243.0800322580645,0.5896774193548387,19244.845032608693
2016-12-16,27.01737403869629,1.28,2.07,2.6,1.32,12.2,4.7,243.11167741935483,0.5932258064516129,19246.91791304348
2016-12-19,27.1734619140625,1.24,2.03,2.54,1.3,11.71,4.7,243.20661290322582,0.6038709677419355,19253.136554347824
2016-12-20,27.24567985534668,1.25,2.06,2.57,1.32,11.45,4.7,243.23825806451612,0.6074193548387097,19255.20943478261
2016-12-21,27.271310806274414,1.21,2.04,2.55,1.34,11.27,4.7,243.26990322580644,0.6109677419354839,19257.28231521739
2016-12-22,27.09192657470703,1.22,2.04,2.55,1.33,11.43,4.7,243.30154838709677,0.614516129032258,19259.355195652173
2016-12-23,27.1455020904541,1.22,2.04,2.55,1.33,11.44,4.7,243.3331935483871,0.6180645161290323,19261.428076086955
2016-12-27,27.31790542602539,1.28,2.07,2.57,1.29,11.99,4.7,243.45977419354838,0.6322580645161291,19269.719597826086
2016-12-28,27.201419830322266,1.26,2.02,2.51,1.25,12.95,4.7,243.4914193548387,0.6358064516129033,19271.792478260868
2016-12-29,27.194427490234375,1.22,1.96,2.49,1.27,13.37,4.7,243.52306451612904,0.6393548387096775,19273.86535869565
2016-12-30,26.9824275970459,1.2,1.93,2.45,1.25,14.04,4.7,243.55470967741934,0.6429032258064517,19275.938239130435
2017-01-03,27.059307098388672,1.22,1.94,2.45,1.23,12.85,4.693548387096774,243.64303225806452,0.6506451612903226,19283.607533333332
2017-01-04,27.029024124145508,1.24,1.94,2.46,1.22,11.85,4.690322580645161,243.65554838709676,0.6509677419354839,19285.3693
2017-01-05,27.166479110717773,1.17,1.86,2.37,1.2,11.67,4.687096774193549,243.66806451612902,0.6512903225806452,19287.131066666665
2017-01-06,27.469331741333008,1.22,1.92,2.42,1.2,11.32,4.683870967741935,243.68058064516129,0.6516129032258065,19288.89283333333
2017-01-09,27.72093963623047,1.21,1.89,2.38,1.17,11.56,4.674193548387096,243.71812903225805,0.6525806451612903,19294.17813333333
2017-01-10,27.748891830444336,1.19,1.89,2.38,1.19,11.49,4.670967741935484,243.7306451612903,0.6529032258064517,19295.939899999998
2017-01-11,27.897991180419922,1.2,1.89,2.38,1.18,11.26,4.667741935483871,243.74316129032258,0.6532258064516129,19297.701666666664
2017-01-12,27.78150749206543,1.18,1.87,2.36,1.18,11.54,4.664516129032258,243.75567741935484,0.6535483870967742,19299.46343333333
2017-01-13,27.732585906982422,1.21,1.9,2.4,1.19,11.23,4.661290322580645,243.7681935483871,0.6538709677419355,19301.2252
2017-01-17,27.956241607666016,1.17,1.84,2.33,1.16,11.87,4.648387096774194,243.81825806451613,0.6551612903225806,19308.272266666667
2017-01-18,27.953907012939453,1.23,1.93,2.42,1.19,12.48,4.645161290322581,243.8307741935484,0.655483870967742,19310.034033333333
2017-01-19,27.904985427856445,1.25,1.97,2.47,1.22,12.78,4.641935483870967,243.84329032258066,0.6558064516129033,19311.7958
2017-01-20,27.956241607666016,1.2,1.95,2.48,1.28,11.54,4.638709677419355,243.8558064516129,0.6561290322580645,19313.557566666666
2017-01-23,27.974870681762695,1.16,1.88,2.41,1.25,11.77,4.629032258064516,243.89335483870968,0.6570967741935484,19318.842866666666
2017-01-24,27.949249267578125,1.21,1.94,2.47,1.26,11.07,4.625806451612903,243.90587096774195,0.6574193548387097,19320.604633333332
2017-01-25,28.39422035217285,1.23,1.99,2.53,1.3,10.81,4.62258064516129,243.91838709677418,0.6577419354838709,19322.3664
2017-01-26,28.408193588256836,1.21,1.95,2.51,1.3,10.63,4.619354838709677,243.93090322580645,0.6580645161290323,19324.128166666665
2017-01-27,28.410524368286133,1.22,1.94,2.49,1.27,10.58,4.616129032258065,243.9434193548387,0.6583870967741936,19325.889933333332
2017-01-30,28.335975646972656,1.22,1.94,2.49,1.27,11.88,4.606451612903226,243.98096774193547,0.6593548387096775,19331.17523333333
2017-01-31,28.270742416381836,1.19,1.9,2.45,1.26,11.99,4.603225806451612,243.99348387096774,0.6596774193548387,19332.936999999998
2017-02-01,29.994709014892578,1.22,1.93,2.48,1.26,11.81,4.6,244.006,0.66,19334.698766666665
2017-02-02,29.943458557128906,1.21,1.92,2.48,1.27,11.93,4.5928571428571425,244.00192857142858,0.6646428571428572,19336.46053333333
2017-02-03,30.071590423583984,1.21,1.93,2.49,1.28,10.97,4.585714285714285,243.99785714285713,0.6692857142857143,19338.222299999998
2017-02-06,30.353479385375977,1.16,1.86,2.42,1.26,11.37,4.564285714285714,243.98564285714286,0.6832142857142858,19343.5076
2017-02-07,30.642366409301758,1.16,1.85,2.4,1.24,11.29,4.557142857142857,243.98157142857144,0.687857142857143,19345.269366666667
2017-02-08,30.761178970336914,1.15,1.81,2.34,1.19,11.45,4.55,243.9775,0.6925,19347.031133333334
2017-02-09,30.98345947265625,1.2,1.88,2.4,1.2,10.88,4.542857142857143,243.97342857142857,0.6971428571428572,19348.7929
2017-02-10,30.913259506225586,1.2,1.89,2.41,1.21,10.85,4.535714285714286,243.96935714285715,0.7017857142857143,19350.554666666667
2017-02-13,31.18701934814453,1.2,1.92,2.43,1.23,11.07,4.514285714285714,243.95714285714286,0.7157142857142857,19355.839966666666
2017-02-14,31.591798782348633,1.25,1.98,2.47,1.22,10.74,4.507142857142857,243.95307142857143,0.7203571428571429,19357.601733333333
2017-02-15,31.70645523071289,1.27,2.01,2.51,1.24,11.97,4.5,243.949,0.7250000000000001,19359.3635
2017-02-16,31.669023513793945,1.22,1.95,2.45,1.23,11.76,4.492857142857143,243.94492857142856,0.7296428571428571,19361.125266666666
2017-02-17,31.75558853149414,1.21,1.92,2.42,1.21,11.49,4.485714285714286,243.94085714285714,0.7342857142857143,19362.887033333333
2017-02-21,31.98488426208496,1.22,1.93,2.43,1.21,11.57,4.457142857142857,243.92457142857143,0.7528571428571429,19369.9341
2017-02-22,32.08082580566406,1.22,1.92,2.42,1.2,11.74,4.45,243.9205,0.7575000000000001,19371.695866666665
2017-02-23,31.945114135742188,1.18,1.87,2.38,1.2,11.71,4.442857142857143,243.91642857142858,0.7621428571428572,19373.45763333333
2017-02-24,31.975540161132812,1.12,1.8,2.31,1.19,11.47,4.435714285714286,243.91235714285713,0.7667857142857143,19375.219399999998
2017-02-27,32.0386962890625,1.2,1.87,2.36,1.16,12.09,4.414285714285715,243.90014285714284,0.7807142857142857,19380.5047
2017-02-28,32.052738189697266,1.22,1.89,2.36,1.14,12.92,4.4071428571428575,243.89607142857142,0.7853571428571429,19382.266466666668
2017-03-01,32.70787811279297,1.29,1.99,2.46,1.17,12.54,4.4,243.892,0.79,19384.028233333334
2017-03-02,32.5136833190918,1.32,2.03,2.49,1.17,11.81,4.4,243.90170967741935,0.7935483870967742,19385.79
2017-03-03,32.705535888671875,1.32,2.02,2.49,1.17,10.96,4.4,243.9114193548387,0.7970967741935484,19387.551766666667
2017-03-06,32.60259246826172,1.31,2.02,2.49,1.18,11.24,4.4,243.94054838709678,0.807741935483871,19392.837066666667
2017-03-07,32.644710540771484,1.32,2.05,2.52,1.2,11.45,4.4,243.95025806451613,0.8112903225806452,19394.598833333333
2017-03-08,32.523033142089844,1.36,2.08,2.57,1.21,11.86,4.4,243.9599677419355,0.8148387096774193,19396.3606
2017-03-09,32.44816589355469,1.37,2.13,2.6,1.23,12.3,4.4,243.96967741935484,0.8183870967741936,19398.122366666666
2017-03-10,32.55579376220703,1.36,2.11,2.58,1.22,11.66,4.4,243.9793870967742,0.8219354838709678,19399.884133333333
2017-03-13,32.56983184814453,1.4,2.14,2.62,1.22,11.35,4.4,244.00851612903227,0.8325806451612904,19405.169433333333
