Date,Revenue,Cost of Revenue,Gross Profit,EBITDA,Receivables,Total Current Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Other Long-Term Liabilities,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,Enterprise Value,PS Ratio,PB Ratio,P/OCF Ratio,Share-Based Compensation,Operating Cash Flow,Adj Close
2013-11-27,1084.6593406593406,488.29648351648353,596.3635164835165,213.8156043956044,440.3841758241758,4586.538461538462,102.99725274725274,1649.7362637362637,6235.615384615385,417.5365934065934,1868.9450549450548,4366.989010989011,1.894065934065934,8827.538461538461,5715.472527472528,2.1465934065934067,2.022967032967033,10.174615384615386,29.871978021978023,243.4820879120879,3.703310489654541
2013-11-29,1086.6373626373627,489.50593406593407,597.1340659340659,214.3824175824176,439.9167032967033,4621.153846153846,103.03901098901099,1648.9450549450548,6269.461538461538,419.4563736263736,1899.7802197802198,4369.956043956044,1.8962637362637362,8828.153846153846,5709.89010989011,2.1463736263736264,2.021868131868132,10.188461538461539,29.997912087912088,248.71835164835164,3.6797237396240234
2013-12-02,1089.6043956043957,491.3201098901099,598.28989010989,215.23263736263735,439.2154945054945,4673.076923076923,103.10164835164835,1647.7582417582419,6320.2307692307695,422.3360439560439,1946.032967032967,4374.406593406594,1.8995604395604395,8829.076923076924,5701.516483516483,2.146043956043956,2.0202197802197803,10.20923076923077,30.186813186813186,256.57274725274726,3.7151052951812744
2013-12-03,1090.5934065934066,491.9248351648352,598.6751648351648,215.51604395604394,438.98175824175826,4690.384615384615,103.12252747252747,1647.3626373626373,6337.153846153846,423.29593406593403,1961.4505494505495,4375.89010989011,1.9006593406593406,8829.384615384615,5698.725274725275,2.1459340659340658,2.01967032967033,10.216153846153846,30.24978021978022,259.1908791208791,3.7127466201782227
2013-12-04,1091.5824175824175,492.52956043956044,599.0604395604396,215.79945054945054,438.748021978022,4707.692307692308,103.1434065934066,1646.967032967033,6354.076923076923,424.25582417582416,1976.868131868132,4377.373626373626,1.9017582417582417,8829.692307692309,5695.934065934066,2.145824175824176,2.0191208791208792,10.223076923076924,30.312747252747254,261.80901098901097,3.764639377593994
2013-12-05,1092.5714285714287,493.13428571428574,599.4457142857143,216.08285714285714,438.51428571428573,4725.0,103.16428571428571,1646.5714285714287,6371.0,425.2157142857143,1992.2857142857142,4378.857142857143,1.9028571428571428,8830.0,5693.142857142857,2.145714285714286,2.0185714285714287,10.23,30.375714285714285,264.4271428571428,3.703310489654541
2013-12-06,1093.5604395604396,493.73901098901104,599.830989010989,216.36626373626373,438.2805494505495,4742.307692307692,103.18516483516483,1646.1758241758241,6387.923076923077,426.1756043956044,2007.7032967032967,4380.340659340659,1.903956043956044,8830.307692307691,5690.351648351649,2.1456043956043955,2.018021978021978,10.236923076923077,30.43868131868132,267.04527472527474,3.6490590572357178
2013-12-09,1096.5274725274726,495.5531868131868,600.9868131868132,217.21648351648352,437.5793406593407,4794.2307692307695,103.2478021978022,1644.989010989011,6438.692307692308,429.0552747252747,2053.9560439560437,4384.791208791209,1.9072527472527472,8831.23076923077,5681.978021978022,2.1452747252747253,2.0163736263736265,10.257692307692308,30.627582417582417,274.89967032967036,3.5877299308776855
2013-12-10,1097.5164835164835,496.1579120879121,601.3720879120879,217.49989010989012,437.3456043956044,4811.538461538461,103.26868131868132,1644.5934065934066,6455.615384615385,430.0151648351648,2069.3736263736264,4386.274725274725,1.9083516483516483,8831.538461538461,5679.186813186813,2.1451648351648354,2.015824175824176,10.264615384615386,30.69054945054945,277.5178021978022,3.670288562774658
2013-12-11,1098.5054945054944,496.7626373626374,601.7573626373626,217.78329670329668,437.11186813186816,4828.846153846154,103.28956043956043,1644.1978021978023,6472.538461538462,430.9750549450549,2084.7912087912086,4387.758241758242,1.9094505494505494,8831.846153846154,5676.395604395604,2.145054945054945,2.0152747252747254,10.271538461538462,30.753516483516485,280.13593406593407,3.6349058151245117
2013-12-12,1099.4945054945056,497.36736263736265,602.1426373626374,218.06670329670328,436.87813186813185,4846.153846153846,103.31043956043956,1643.8021978021977,6489.461538461538,431.93494505494505,2100.2087912087914,4389.241758241758,1.9105494505494507,8832.153846153846,5673.604395604396,2.144945054945055,2.014725274725275,10.278461538461539,30.816483516483515,282.7540659340659,3.5641419887542725
2013-12-13,1100.4835164835165,497.97208791208794,602.5279120879121,218.35010989010988,436.6443956043956,4863.461538461538,103.33131868131868,1643.4065934065934,6506.384615384615,432.8948351648352,2115.6263736263736,4390.725274725275,1.9116483516483518,8832.461538461539,5670.813186813187,2.1448351648351647,2.0141758241758243,10.285384615384615,30.87945054945055,285.3721978021978,3.5429131984710693
2013-12-16,1103.4505494505495,499.7862637362638,603.6837362637363,219.20032967032967,435.9431868131868,4915.384615384615,103.39395604395604,1642.2197802197802,6557.153846153846,435.7745054945055,2161.879120879121,4395.175824175824,1.914945054945055,8833.384615384615,5662.43956043956,2.1445054945054944,2.0125274725274727,10.306153846153846,31.068351648351648,293.2265934065934,3.5476303100585938
2013-12-17,1104.4395604395604,500.390989010989,604.069010989011,219.48373626373626,435.70945054945054,4932.692307692308,103.41483516483517,1641.8241758241759,6574.076923076923,436.73439560439556,2177.2967032967035,4396.659340659341,1.9160439560439562,8833.692307692309,5659.648351648351,2.1443956043956045,2.011978021978022,10.313076923076924,31.13131868131868,295.8447252747253,3.5641419887542725
2013-12-18,1105.4285714285713,500.9957142857143,604.4542857142857,219.76714285714286,435.4757142857143,4950.0,103.43571428571428,1641.4285714285713,6591.0,437.6942857142857,2192.714285714286,4398.142857142857,1.9171428571428573,8834.0,5656.857142857143,2.144285714285714,2.0114285714285716,10.32,31.194285714285712,298.46285714285716,3.6136767864227295
2013-12-19,1106.4175824175825,501.6004395604396,604.8395604395604,220.05054945054945,435.241978021978,4967.307692307692,103.4565934065934,1641.032967032967,6607.923076923077,438.6541758241758,2208.131868131868,4399.626373626374,1.9182417582417584,8834.307692307691,5654.065934065934,2.144175824175824,2.010879120879121,10.326923076923077,31.257252747252746,301.080989010989,3.6278295516967773
2013-12-20,1107.4065934065934,502.20516483516485,605.2248351648352,220.33395604395605,435.00824175824175,4984.615384615385,103.47747252747253,1640.6373626373627,6624.846153846154,439.61406593406593,2223.5494505494507,4401.10989010989,1.9193406593406594,8834.615384615385,5651.274725274725,2.1440659340659343,2.0103296703296705,10.333846153846155,31.32021978021978,303.69912087912087,3.7009518146514893
2013-12-23,1110.3736263736264,504.0193406593407,606.3806593406593,221.1841758241758,434.30703296703297,5036.538461538461,103.54010989010989,1639.4505494505495,6675.615384615385,442.49373626373625,2269.802197802198,4405.56043956044,1.9226373626373627,8835.538461538461,5642.9010989010985,2.1437362637362636,2.008681318681319,10.354615384615386,31.50912087912088,311.5535164835165,3.7221810817718506
2013-12-24,1111.3626373626373,504.624065934066,606.7659340659341,221.4675824175824,434.0732967032967,5053.846153846154,103.560989010989,1639.0549450549452,6692.538461538462,443.4536263736264,2285.21978021978,4407.043956043956,1.9237362637362638,8835.846153846154,5640.10989010989,2.1436263736263736,2.0081318681318683,10.361538461538462,31.572087912087913,314.17164835164834,3.7316160202026367
