Date,Open,High,Low,Close,Adj Close,Volume,MA5,MA20,MA60,MA120,EMA5,EMA20,EMA60,EMA120,BOL_AVG,BOL_H1,BOL_L1,BOL_H2,BOL_L2,RSI,MACD,MACD_SIGNAL,OBV
2013-09-30,3.8550000190734863,3.9175000190734863,3.8324999809265137,3.890000104904175,3.6505179405212402,22664000,,,,,3.6505179405212402,3.6505179405212402,3.6505179405212402,3.6505179405212402,,,,,,,,,22664000
2013-10-01,3.8949999809265137,3.9124999046325684,3.865000009536743,3.887500047683716,3.6481709480285645,22697600,,,,,3.6497356096903486,3.6502944174267,3.6504409899477097,3.650479147256899,,,,,,,,,-33600
2013-10-02,3.8475000858306885,3.9000000953674316,3.8475000858306885,3.884999990463257,3.6458256244659424,16203600,,,,,3.648432281282213,3.649868818097104,3.6502896664892908,3.650402229524817,,,,,,,,,-16237200
2013-10-03,3.887500047683716,3.922499895095825,3.827500104904175,3.8450000286102295,3.608287811279297,43676800,,,,,3.6350507912812415,3.6459087222096938,3.648912556482405,3.6497061234381145,,,,,,,,,-59914000
2013-10-04,3.8399999141693115,3.930000066757202,3.8299999237060547,3.8975000381469727,3.657555103302002,24622800,3.642071485519409,,,,3.6425522286214953,3.6470179013613424,3.6491959186732115,3.6498358586424766,,,,,,,,,-35291200
2013-10-07,3.882499933242798,3.924999952316284,3.862499952316284,3.8975000381469727,3.657555103302002,16995200,3.6434789180755613,,,,3.647553186848331,3.64802144440331,3.6494699903003847,3.6499634494632955,,,,,,,,,-18296000
2013-10-08,3.887500047683716,3.942500114440918,3.8350000381469727,3.865000009536743,3.62705659866333,29071200,3.6392560482025145,,,,3.6407209907866642,3.646024792428074,3.648735125000809,3.6495848238302386,,,,,,,,,-47367200
2013-10-09,3.890000104904175,3.8924999237060547,3.7850000858306885,3.805000066757202,3.5707499980926514,27586000,3.6242409229278563,,,,3.617397326555327,3.6388557643961286,3.6461782355939842,3.6482817688593694,,,,,,,,,-74953200
2013-10-10,3.8324999809265137,3.8575000762939453,3.805000066757202,3.8475000858306885,3.610633373260498,22348400,3.624710035324097,,,,3.615142675457051,3.6361679176213064,3.6450128302715745,3.6476594813288097,,,,,,,,,-52604800
2013-10-11,3.7874999046325684,3.8350000381469727,3.7750000953674316,3.815000057220459,3.5801339149475098,21370400,3.609225797653198,,,,3.6034730886205373,3.6308313459380877,3.642885652719966,3.6465433562646563,,,,,,,,,-73975200
2013-10-14,3.805000066757202,3.872499942779541,3.805000066757202,3.872499942779541,3.634094715118408,16662800,3.6045337200164793,,,,3.613680297453161,3.63114214300288,3.6425974252576196,3.6463375936010824,,,,,,,,,-57312400
2013-10-15,3.872499942779541,3.8949999809265137,3.8499999046325684,3.8524999618530273,3.615326166152954,20882000,3.6021876335144043,,,,3.614228920353092,3.629635859493363,3.6417032856148435,3.6458250080234276,,,,,,,,,-78194400
2013-10-16,3.875,3.9149999618530273,3.869999885559082,3.9000000953674316,3.6599020957946777,21007200,3.6200180530548094,,,,3.6294533121669543,3.6325183581887264,3.6422999679158217,3.646057687160143,,,,,,,,,-57187200
2013-10-17,3.869999885559082,3.9175000190734863,3.869999885559082,3.9075000286102295,3.6669399738311768,21332400,3.6312793731689452,,,,3.6419488660550288,3.635796607297531,3.6431078369622267,3.6464028489233007,,,,,,56.108526634776666,,,-35854800
2013-10-18,3.9000000953674316,3.9649999141693115,3.884999990463257,3.952500104904175,3.709169864654541,25506800,3.6570865631103517,,,,3.6643558655882,3.642784536569627,3.6452738050832862,3.6474403202577017,,,,,,62.69778183436187,,,-10348000
2013-10-21,4.0,4.002500057220459,3.950000047683716,3.9625000953674316,3.7185542583465576,19500800,3.6739784717559814,,,,3.6824219965076526,3.6500007005483823,3.6476764428951967,3.648615757250906,,,,,,63.991478335699206,,,9152800
2013-10-22,3.9625000953674316,3.9649999141693115,3.9075000286102295,3.942500114440918,3.6997852325439453,17945200,3.6908702850341797,,,,3.6882097418530835,3.6547420845479595,3.6493849278017128,3.6494615337020306,,,,,,59.54359875295711,,,-8792400
2013-10-23,3.934999942779541,3.934999942779541,3.862499952316284,3.875,3.636441469192505,25221600,3.6861781597137453,,,,3.670953650966224,3.652999168799821,3.6489605521096076,3.6492463260241874,,,,,,47.535025252245575,,,-34014000
2013-10-24,3.884999990463257,3.9100000858306885,3.8399999141693115,3.8475000858306885,3.610633373260498,23643600,3.6749168395996095,,,,3.650846891730982,3.648964331129409,3.6477039232948822,3.6486080953999944,,,,,,43.670621462919655,,,-57657600
2013-10-25,3.867500066757202,3.869999885559082,3.797499895095825,3.809999942779541,3.575442314147949,33049200,3.648171329498291,3.6391387939453126,,,3.625712032536638,3.641962234274032,3.6453346902080974,3.6473987436437625,3.6391387939453126,3.7219394573894506,3.5563381305011745,3.6805391256673814,3.597738462223244,39.01323965465793,,,-90706800
2013-10-28,3.805000066757202,3.822499990463257,3.75,3.802500009536743,3.568404197692871,39402400,3.6181413173675536,3.635033106803894,,,3.606609420922049,3.634956706980588,3.64281237897809,3.6460930486693677,3.635033106803894,3.723413298272803,3.546652915334985,3.6792232025383487,3.5908430110694396,38.13722700700804,,,-130109200
2013-10-29,3.797499895095825,3.815000057220459,3.762500047683716,3.807499885559082,3.5730957984924316,38795200,3.592803430557251,3.6312793493270874,,,3.5954382134455103,3.629065191886478,3.64052658945397,3.644886482550741,3.6312793493270874,3.7235995473159242,3.5389591513382506,3.677439448321506,3.585119250332669,39.11859594337487,,,-91314000
2013-10-30,3.819999933242798,3.8375000953674316,3.7725000381469727,3.805000066757202,3.5707499980926514,20403200,3.5796651363372805,3.627525568008423,,,3.5872088083278912,3.6235113639061134,3.638238832360156,3.6436610861134175,3.627525568008423,3.7233925051782037,3.531658630838642,3.6754590365933133,3.5795920994235324,38.78727651934942,,,-111717200
2013-10-31,3.809999942779541,3.8375000953674316,3.7899999618530273,3.797499895095825,3.563711404800415,29336800,3.570280742645264,3.625296747684479,,,3.5793763404853993,3.6178161297055706,3.635795310145083,3.6423396037776654,3.625296747684479,3.725041193927165,3.5255523014417927,3.6751689708058217,3.575424524563136,37.754024202593584,,,-141054000
2013-11-01,3.817500114440918,3.8324999809265137,3.7874999046325684,3.815000057220459,3.5801339149475098,20613600,3.571219062805176,3.621425688266754,,,3.5796288653061032,3.61422734734766,3.633970346368113,3.6413114105738615,3.621425688266754,3.7219054972629744,3.520945879270534,3.6716655927648643,3.571185783768644,41.659092490433466,,,-120440400
2013-11-04,3.827500104904175,3.827500104904175,3.697499990463257,3.7049999237060547,3.4769060611724854,41026400,3.5529194355010985,3.6123932361602784,,,3.5453879305948974,3.601149129616691,3.628820697673174,3.6385939667821035,3.6123932361602784,3.730185020557169,3.494601451763388,3.6712891283587235,3.5534973439618334,29.24106570372186,-0.02708508740793203,,-161466800
2013-11-05,3.682499885559082,3.7174999713897705,3.6424999237060547,3.700000047683716,3.4722142219543457,42236800,3.5327431201934814,3.604651117324829,,,3.52099669438138,3.5888696146012298,3.6236860591250157,3.6358438883551987,3.604651117324829,3.737745567350898,3.47155666729876,3.6711983423378634,3.5381038923117947,28.820555974522478,-0.033855605543136935,,-203703600
2013-11-06,3.700000047683716,3.7274999618530273,3.6624999046325684,3.7249999046325684,3.4956750869750977,19804400,3.5177281379699705,3.6008973717689514,,,3.512556158579286,3.579993945303503,3.6194889780709203,3.633527048662966,3.6008973717689514,3.7420108439695356,3.459783899568367,3.6714541078692435,3.5303406356686593,33.93654624037637,-0.03690280168110771,,-183899200
2013-11-07,3.7125000953674316,3.7225000858306885,3.630000114440918,3.637500047683716,3.413562059402466,55307600,3.487698268890381,3.59104380607605,,,3.479558125520346,3.564143289503404,3.6127372758194958,3.6298912637165115,3.59104380607605,3.754972340935487,3.427115271216613,3.6730080735057684,3.5090795386463314,26.70251980342914,-0.04541998830005767,,-239206800
2013-11-08,3.75,3.9024999141693115,3.734999895095825,3.890000104904175,3.6505179405212402,73453200,3.5017750740051268,3.5945630073547363,,,3.5365447305206446,3.5723694467431977,3.6139759861375857,3.6302322005232015,3.5945630073547363,3.7605148919232763,3.4286111227861964,3.6775389496390063,3.5115870650704664,55.90994207725385,-0.03267292760400364,,-165753600
2013-11-11,3.875,3.932499885559082,3.867500066757202,3.922499895095825,3.681016206741333,29762400,3.5425971031188963,3.5969090819358827,,,3.584701889260874,3.5827167572192105,3.6161740261573807,3.6310716055846584,3.5969090819358827,3.766500821685043,3.4273173421867225,3.6817049518104628,3.5121132120613026,58.217693048353546,-0.01988066305701386,,-135991200
2013-11-12,3.940000057220459,3.9625000953674316,3.884999990463257,3.930000066757202,3.6880550384521484,31603200,3.585765266418457,3.6005455255508423,,,3.619152938991299,3.5927489744794903,3.6185307806588485,3.632013480508088,3.6005455255508423,3.774853404022941,3.4262376470787435,3.6876994647868915,3.513391586314793,58.75427654694478,-0.009070171061136278,,-104388000
