,Date,Real Price,Predicted Price
0,2021-11-08,307.6051330566406,278.8651309278134
1,2021-11-09,306.13720703125,284.80505056257914
2,2021-11-10,294.1741027832031,289.9792997699368
3,2021-11-11,303.4709777832031,291.2253267845051
4,2021-11-12,303.4709777832031,292.08646166485227
5,2021-11-15,299.8261108398437,292.45580289644005
6,2021-11-16,301.6036071777344,291.7838463513181
7,2021-11-17,292.1968688964844,291.0687674157793
8,2021-11-18,316.3028564453125,288.493502928274
9,2021-11-19,329.3843078613281,289.22915106898455
10,2021-11-22,319.1088256835937,291.54317206271963
11,2021-11-23,317.0118103027344,292.9985965035543
12,2021-11-24,326.2787170410156,293.60767838605904
13,2021-11-26,314.585205078125,294.8775423376846
14,2021-11-29,333.2887878417969,294.44048319800646
15,2021-11-30,326.2986755371094,295.9225746651206
16,2021-12-01,313.9446716308594,296.889823303212
17,2021-12-02,320.84576416015625,296.32045019835095
18,2021-12-03,306.53424072265625,296.1895366896903
19,2021-12-06,299.9826354980469,294.4474563044406
20,2021-12-07,323.85186767578125,291.5961560011479
21,2021-12-08,317.8495788574219,291.95044232512066
22,2021-12-09,304.5068359375,292.40777890819504
23,2021-12-10,301.5906066894531,291.79630457913134
24,2021-12-13,281.2468566894531,290.9905169075939
25,2021-12-14,283.00457763671875,288.1766496400961
26,2021-12-15,304.1972351074219,285.36138191607597
27,2021-12-16,283.50390625,285.47878685453156
28,2021-12-17,277.6515197753906,284.7401919198886
29,2021-12-20,276.83258056640625,283.49366891030195
30,2021-12-21,290.37506103515625,282.03226335306977
31,2021-12-22,293.62091064453125,282.59979835874526
32,2021-12-23,296.01776123046875,284.1552970885717
33,2021-12-27,309.05096435546875,286.5809169614302
34,2021-12-28,302.8289794921875,290.7904850343207
35,2021-12-29,299.62310791015625,294.63896873386966
36,2021-12-30,295.478515625,297.5699783542251
37,2021-12-31,293.730712890625,299.4922216358375
38,2022-01-03,300.82159423828125,300.62988832699034
39,2022-01-04,292.52227783203125,302.5425618223668
40,2022-01-05,275.6840515136719,303.10572040141
41,2022-01-06,281.4166564941406,301.08891712836254
42,2022-01-07,272.11865234375,299.15316527654517
43,2022-01-10,273.6466979980469,296.1936505307247
44,2022-01-11,277.8113098144531,293.318950933038
45,2022-01-12,279.62890625,291.4723906559867
46,2022-01-13,265.4073486328125,290.5762735387588
47,2022-01-14,269.0726318359375,288.5517677548386
48,2022-01-18,258.6959533691406,286.9121541051395
49,2022-01-19,250.3467712402344,284.2994857580169
50,2022-01-20,241.18858337402344,281.1104711995991
51,2022-01-21,233.4386138916016,277.0961501068639
52,2022-01-24,233.41860961914065,272.64762913985027
53,2022-01-25,222.9521331787109,268.11510995767424
54,2022-01-26,227.4263610839844,263.1261586539278
55,2022-01-27,219.15704345703125,259.78361904924924
56,2022-01-28,228.10546875,256.38914584853416
57,2022-01-31,244.5442352294922,254.76298241668505
58,2022-02-01,246.0622863769531,256.72155003934546
59,2022-02-02,252.0944976806641,259.94461319696245
60,2022-02-03,239.17117309570312,264.4914287061373
61,2022-02-04,242.87640380859372,267.0945856193791
62,2022-02-07,246.96112060546875,269.40230455876366
63,2022-02-08,250.7562408447266,271.8348391857012
64,2022-02-09,266.70562744140625,274.2739092764096
65,2022-02-10,257.9070129394531,278.681204304547
66,2022-02-11,239.18118286132807,281.5984719452771
67,2022-02-14,242.3570556640625,281.34603965712654
68,2022-02-15,264.6083068847656,280.1117122897552
69,2022-02-16,264.76812744140625,281.3104155443397
70,2022-02-17,244.7539978027344,282.6893692238195
71,2022-02-18,236.1151580810547,281.3739904352181
72,2022-02-22,233.5984039306641,278.33698376182855
73,2022-02-23,223.58132934570312,274.3329035074129
74,2022-02-24,237.1737518310547,269.27095340743983
75,2022-02-25,241.25851440429688,265.69407074469086
76,2022-02-28,243.5355529785156,263.48333341947784
77,2022-03-01,234.4672698974609,262.25431611642034
78,2022-03-02,241.9288787841797,260.46380327643993
79,2022-03-03,236.8745574951172,259.79975347543365
80,2022-03-04,229.10325622558597,258.902906953767
81,2022-03-07,213.281005859375,257.1373105694131
82,2022-03-08,214.8991851806641,253.68433913271306
83,2022-03-09,229.88238525390625,250.22675785996034
84,2022-03-10,226.32640075683597,249.16877130969277
85,2022-03-11,220.75262451171875,248.1590859213569
86,2022-03-14,213.06124877929688,246.9537450863801
87,2022-03-15,229.4728546142578,244.92573816115402
88,2022-03-16,244.6858062744141,245.09535386933283
89,2022-03-17,247.38278198242188,247.8000147042662
90,2022-03-18,264.23388671875,251.12016159267623
91,2022-03-21,267.040771484375,256.37178602289276
92,2022-03-22,264.9430847167969,261.9805268663042
93,2022-03-23,256.0530700683594,266.7982723601954
94,2022-03-24,281.1849060058594,269.4579727055264
95,2022-03-25,276.61004638671875,273.78684216841316
96,2022-03-28,281.8741149902344,277.0882433627482
97,2022-03-29,286.2392883300781,279.92110432183017
98,2022-03-30,276.5900573730469,282.70483259792024
99,2022-03-31,272.5545349121094,283.5142964678288
100,2022-04-01,266.8210144042969,283.07081856908997
101,2022-04-04,273.29376220703125,281.13678811174793
102,2022-04-05,259.01971435546875,279.4724914158428
103,2022-04-06,243.7967987060547,276.0219124257017
104,2022-04-07,241.80902099609372,270.67304379571567
105,2022-04-08,230.9312438964844,265.04872287349326
106,2022-04-11,218.92466735839844,258.72557414662657
107,2022-04-12,214.79928588867188,251.66788597379622
108,2022-04-13,221.78146362304688,245.18428285850098
109,2022-04-14,212.342041015625,240.53481096862137
110,2022-04-18,217.58616638183597,236.36801517201712
111,2022-04-19,221.7315216064453,233.72506195259902
