Date,Adj Close,Volume,USD_KRX_close,5-year,10-year,20-year,T10Y2Y,VIXCLS
2021-04-06,124.368652,80171300.0,1124.109985,0.88,1.67,2.24,1.51,18.12
2021-04-07,126.033989,83466700.0,1117.5,0.87,1.68,2.26,1.52,17.16
2021-04-08,128.458115,88844600.0,1117.859985,0.85,1.64,2.22,1.5,16.95
2021-04-09,131.059555,106686700.0,1115.839966,0.87,1.67,2.23,1.51,16.69
2021-04-12,129.325226,91420000.0,1122.060059,0.89,1.69,2.24,1.51,16.91
2021-04-13,132.468719,91266500.0,1124.449951,0.85,1.64,2.21,1.48,16.65
2021-04-14,130.10376,87222800.0,1120.689941,0.87,1.64,2.22,1.48,16.99
2021-04-15,132.537735,89347100.0,1116.109985,0.81,1.56,2.13,1.4,16.57
2021-04-16,132.202652,84922400.0,1115.670044,0.84,1.59,2.15,1.43,16.25
2021-04-19,132.872742,94264200.0,1115.650024,0.85,1.61,2.18,1.45,17.29
2021-04-20,131.167984,94812300.0,1114.469971,0.81,1.58,2.16,1.43,18.68
2021-04-21,131.552277,68847100.0,1116.109985,0.81,1.57,2.16,1.42,17.5
2021-04-22,130.015076,84566500.0,1115.660034,0.81,1.57,2.13,1.41,18.71
2021-04-23,132.360321,78657500.0,1118.589966,0.83,1.58,2.14,1.42,17.33
2021-04-26,132.754486,66905100.0,1114.130005,0.85,1.58,2.13,1.4,17.64
2021-04-27,132.429321,66015800.0,1109.22998,0.88,1.63,2.18,1.46,17.56
2021-04-28,131.631119,107760100.0,1112.150024,0.86,1.63,2.19,1.46,17.28
2021-04-29,131.532562,151101000.0,1108.660034,0.86,1.65,2.2,1.49,17.61
2021-04-30,129.542068,109839500.0,1106.630005,0.86,1.65,2.19,1.49,18.61
2021-05-03,130.606293,75135100.0,1116.76001,0.84,1.63,2.18,1.47,18.31
2021-05-04,125.984718,137564700.0,1120.400024,0.82,1.61,2.16,1.45,19.48
2021-05-05,126.231094,84000900.0,1124.910034,0.8,1.59,2.14,1.43,19.15
2021-05-06,127.84716,78128300.0,1123.98999,0.81,1.58,2.14,1.42,18.39
2021-05-07,128.528229,78973300.0,1119.390015,0.77,1.6,2.17,1.46,16.69
2021-05-10,125.211639,88071200.0,1111.969971,0.8,1.63,2.2,1.47,19.66
2021-05-11,124.283783,126142800.0,1115.540039,0.8,1.64,2.23,1.48,21.84
2021-05-12,121.184326,112172300.0,1118.22998,0.87,1.69,2.29,1.53,27.59
2021-05-13,123.355919,105861300.0,1131.599976,0.84,1.66,2.28,1.5,23.13
2021-05-14,125.803879,81918000.0,1125.699951,0.82,1.63,2.25,1.47,18.81
2021-05-17,124.639122,74244600.0,1125.530029,0.84,1.64,2.27,1.48,19.72
2021-05-18,123.237473,63342900.0,1135.51001,0.83,1.64,2.27,1.48,21.34
2021-05-19,123.079529,92612000.0,1127.140015,0.87,1.68,2.3,1.52,22.18
2021-05-20,125.665688,76857100.0,1130.369995,0.83,1.63,2.25,1.48,20.67
2021-05-21,123.809975,79295400.0,1127.050049,0.84,1.63,2.24,1.46,20.15
2021-05-24,125.458397,63092900.0,1126.790039,0.82,1.61,2.22,1.46,18.4
2021-05-25,125.261002,72009500.0,1122.189941,0.79,1.56,2.16,1.41,18.84
2021-05-26,125.211639,56575900.0,1121.380005,0.8,1.58,2.17,1.44,17.36
2021-05-27,123.661926,94625600.0,1115.52002,0.81,1.61,2.2,1.47,16.74
2021-05-28,123.000565,71311100.0,1117.300049,0.79,1.58,2.18,1.44,16.76
2021-06-01,122.67482,67637100.0,1106.97998,0.81,1.62,2.22,1.46,17.9
2021-06-02,123.444756,59278900.0,1107.209961,0.8,1.59,2.21,1.46,17.48
2021-06-03,121.944389,76229200.0,1109.880005,0.84,1.63,2.22,1.47,18.04
2021-06-04,124.264038,75169300.0,1115.439941,0.78,1.56,2.16,1.42,16.42
2021-06-07,124.273903,71057600.0,1109.680054,0.79,1.57,2.17,1.41,16.42
2021-06-08,125.103043,74403800.0,1109.319946,0.77,1.53,2.13,1.39,17.07
2021-06-09,125.488007,56877900.0,1116.890015,0.75,1.5,2.1,1.34,17.89
2021-06-10,124.481171,71186400.0,1116.410034,0.73,1.45,2.07,1.31,16.1
2021-06-11,125.705177,53522400.0,1111.26001,0.76,1.47,2.08,1.31,15.65
2021-06-14,128.794769,96906500.0,1115.550049,0.8,1.51,2.12,1.35,16.39
2021-06-15,127.965599,62746300.0,1116.319946,0.79,1.51,2.12,1.35,17.02
2021-06-16,128.469009,91815000.0,1116.030029,0.89,1.57,2.13,1.36,18.15
2021-06-17,130.087799,96721700.0,1131.949951,0.9,1.52,2.05,1.29,17.75
2021-06-18,128.77504,108953300.0,1133.540039,0.89,1.45,1.97,1.19,20.7
2021-06-21,130.591248,79663300.0,1134.25,0.9,1.5,2.05,1.23,17.89
2021-06-22,132.249542,74783600.0,1130.339966,0.87,1.48,2.03,1.23,16.66
2021-06-23,131.973145,60214200.0,1132.51001,0.9,1.5,2.04,1.24,16.32
2021-06-24,131.686905,68711000.0,1132.609985,0.9,1.49,2.03,1.23,15.97
2021-06-25,131.390778,70783700.0,1130.800049,0.92,1.54,2.09,1.26,15.62
2021-06-28,133.0392,62111300.0,1125.339966,0.9,1.49,2.04,1.24,15.76
2021-06-29,134.569199,64556100.0,1129.040039,0.89,1.49,2.03,1.22,16.02
2021-06-30,135.191071,63261400.0,1130.51001,0.87,1.45,2.0,1.2,15.83
2021-07-01,135.49707,52485800.0,1129.599976,0.89,1.48,2.01,1.23,15.48
2021-07-02,138.152328,78852600.0,1132.410034,0.86,1.44,1.98,1.2,15.07
2021-07-06,140.18573,108181800.0,1129.439941,0.81,1.37,1.92,1.15,16.44
2021-07-07,142.702789,104911600.0,1135.47998,0.79,1.33,1.87,1.11,16.2
2021-07-08,141.389969,105575500.0,1140.52002,0.74,1.3,1.84,1.11,19.0
2021-07-09,143.235794,99890800.0,1146.280029,0.79,1.37,1.91,1.14,16.18
2021-07-12,142.633667,76299700.0,1144.310059,0.81,1.38,1.93,1.15,16.17
2021-07-13,143.758957,100827100.0,1141.099976,0.85,1.42,1.96,1.16,17.12
2021-07-14,147.223587,127050800.0,1148.699951,0.8,1.37,1.91,1.14,16.33
2021-07-15,146.562271,106820300.0,1143.410034,0.78,1.31,1.85,1.08,17.01
2021-07-16,144.499252,93251400.0,1140.119995,0.79,1.31,1.86,1.06,18.45
2021-07-19,140.610153,121434600.0,1141.5,0.7,1.19,1.74,0.98,22.5
2021-07-20,144.262375,96350000.0,1150.069946,0.69,1.23,1.79,1.03,19.73
2021-07-21,143.522064,74993500.0,1147.47998,0.74,1.3,1.87,1.08,17.91
2021-07-22,144.903961,77338200.0,1148.689941,0.71,1.27,1.82,1.07,17.69
2021-07-23,146.641235,71447400.0,1149.910034,0.72,1.3,1.85,1.08,17.2
2021-07-26,147.065689,72434100.0,1151.119995,0.73,1.29,1.85,1.07,17.58
2021-07-27,144.874359,104818600.0,1151.76001,0.71,1.25,1.81,1.05,19.36
2021-07-28,143.107468,118931200.0,1153.560059,0.72,1.26,1.83,1.06,18.31
2021-07-29,143.758957,56699500.0,1149.410034,0.73,1.28,1.84,1.08,17.7
2021-07-30,143.976105,70440600.0,1142.119995,0.69,1.24,1.81,1.05,18.24
2021-08-02,143.640488,62880000.0,1150.930054,0.66,1.2,1.77,1.03,19.46
2021-08-03,145.456741,64786600.0,1149.560059,0.65,1.19,1.76,1.02,18.04
2021-08-04,145.052017,56368300.0,1148.579956,0.67,1.19,1.74,1.02,17.97
2021-08-05,145.160568,46397700.0,1144.060059,0.72,1.23,1.77,1.02,17.28
2021-08-06,144.468643,54126800.0,1143.119995,0.77,1.31,1.85,1.1,16.15
2021-08-09,144.419189,48908700.0,1144.920044,0.79,1.33,1.87,1.1,16.72
2021-08-10,143.934784,69023100.0,1145.890015,0.82,1.36,1.9,1.12,16.79
2021-08-11,144.191818,48493500.0,1152.47998,0.81,1.35,1.9,1.12,16.06
2021-08-12,147.187149,72282600.0,1152.849976,0.83,1.36,1.92,1.13,15.59
2021-08-13,147.394775,59375000.0,1162.060059,0.79,1.29,1.85,1.06,15.45
2021-08-16,149.391647,103296000.0,1161.380005,0.75,1.26,1.82,1.05,16.12
2021-08-17,148.472275,92229700.0,1164.5,0.77,1.26,1.82,1.03,17.91
2021-08-18,144.686111,86326000.0,1176.449951,0.79,1.27,1.84,1.04,21.57
2021-08-19,145.022202,86960300.0,1169.680054,0.78,1.24,1.8,1.02,21.67
2021-08-20,146.495163,60549600.0,1175.390015,0.8,1.26,1.79,1.03,18.56
2021-08-23,147.997803,60131800.0,1174.23999,0.78,1.25,1.79,1.02,17.15
2021-08-24,147.908813,48606400.0,1167.609985,0.8,1.29,1.83,1.05,17.22
2021-08-25,146.663239,58991300.0,1163.469971,0.84,1.35,1.88,1.12,16.79
2021-08-26,145.8526,48597200.0,1163.329956,0.84,1.34,1.87,1.09,18.84
2021-08-27,146.900482,55802400.0,1170.0,0.79,1.31,1.84,1.09,16.39
2021-08-30,151.36879,90956700.0,1161.329956,0.77,1.29,1.82,1.09,16.19
2021-08-31,150.093552,86453100.0,1165.51001,0.77,1.3,1.85,1.1,16.48
2021-09-01,150.765732,80313700.0,1158.410034,0.78,1.31,1.84,1.11,16.11
2021-09-02,151.892731,71115500.0,1155.280029,0.78,1.29,1.83,1.09,16.41
2021-09-03,152.535278,57808700.0,1157.130005,0.78,1.33,1.87,1.12,16.41
2021-09-07,154.897964,82278300.0,1155.540039,0.82,1.38,1.91,1.16,18.14
2021-09-08,153.336029,74420200.0,1161.0,0.81,1.35,1.88,1.13,17.96
2021-09-09,152.307922,57305700.0,1166.48999,0.79,1.3,1.83,1.07,18.8
2021-09-10,147.266251,140893200.0,1169.130005,0.82,1.35,1.86,1.12,20.95
2021-09-13,147.839615,102404300.0,1169.380005,0.81,1.33,1.83,1.12,19.37
2021-09-14,146.42598,109296300.0,1171.109985,0.79,1.28,1.78,1.07,19.46
2021-09-15,147.325546,83281300.0,1170.800049,0.81,1.31,1.8,1.1,18.18
2021-09-16,147.088287,68034100.0,1165.219971,0.84,1.34,1.83,1.11,18.69
2021-09-17,144.389542,129868800.0,1174.420044,0.88,1.37,1.85,1.14,20.81
2021-09-20,141.305222,123478900.0,1181.109985,0.83,1.31,1.79,1.08,25.71
2021-09-21,141.789597,75834000.0,1186.319946,0.84,1.33,1.81,1.11,24.36
2021-09-22,144.181946,76404300.0,1182.920044,0.86,1.32,1.78,1.07,20.87
2021-09-23,145.150711,64838200.0,1181.030029,0.94,1.41,1.87,1.14,18.63
2021-09-24,145.2397,53477900.0,1174.699951,0.97,1.47,1.94,1.18,17.75
2021-09-27,143.707397,74150700.0,1179.199951,0.98,1.48,1.95,1.17,18.76
2021-09-28,140.287003,108972300.0,1176.959961,1.02,1.54,2.02,1.23,23.25
2021-09-29,141.196472,74602000.0,1186.890015,1.01,1.55,2.04,1.25,22.56
2021-09-30,139.881683,89056700.0,1187.430054,0.98,1.52,2.02,1.24,23.14
2021-10-01,141.018524,94639600.0,1183.719971,0.93,1.48,1.99,1.21,21.15
2021-10-04,137.548691,98322000.0,1180.0,0.95,1.49,1.99,1.22,22.96
2021-10-05,139.49614,80861100.0,1183.780029,0.98,1.54,2.04,1.26,21.3
2021-10-06,140.375961,83221100.0,1187.170044,0.99,1.53,2.02,1.23,21.0
2021-10-07,141.651215,61732700.0,1191.380005,1.02,1.58,2.08,1.26,19.54
2021-10-08,141.265656,58773200.0,1191.150024,1.05,1.61,2.11,1.29,18.77
2021-10-11,141.176682,64452200.0,1195.579956,,,,1.29,20.0
2021-10-12,139.891571,73035900.0,1195.800049,1.08,1.59,2.05,1.24,19.85
2021-10-13,139.298447,78762700.0,1196.890015,1.09,1.56,2.0,1.19,18.64
2021-10-14,142.115845,69907100.0,1186.709961,1.05,1.52,1.97,1.16,16.86
2021-10-15,143.183487,67940300.0,1182.130005,1.13,1.59,2.02,1.18,16.3
2021-10-18,144.873947,85589200.0,1181.790039,1.16,1.59,1.99,1.15,16.31
2021-10-19,147.058655,76378900.0,1185.680054,1.17,1.65,2.07,1.24,15.7
2021-10-20,147.552917,58418800.0,1175.650024,1.16,1.65,2.09,1.25,15.49
2021-10-21,147.770416,61421000.0,1174.589966,1.23,1.68,2.1,1.23,15.01
2021-10-22,146.989471,58883400.0,1176.550049,1.22,1.66,2.06,1.18,15.43
2021-10-25,146.940018,50720600.0,1176.540039,1.19,1.64,2.07,1.17,15.24
2021-10-26,147.612274,60893400.0,1167.060059,1.2,1.63,2.03,1.16,15.98
2021-10-27,147.147629,56094900.0,1167.329956,1.16,1.54,1.93,1.04,16.98
2021-10-28,150.825089,100077900.0,1172.170044,1.18,1.57,1.98,1.07,16.53
2021-10-29,148.086777,124953200.0,1167.369995,1.18,1.55,1.98,1.07,16.26
2021-11-01,147.256378,74588300.0,1174.380005,1.2,1.58,2.01,1.08,16.41
2021-11-02,148.304245,69122000.0,1176.569946,1.15,1.56,1.97,1.1,16.03
2021-11-03,149.757446,54511500.0,1178.040039,1.19,1.6,2.01,1.13,15.1
2021-11-04,149.23349,60394600.0,1179.339966,1.1,1.53,1.96,1.12,15.44
2021-11-05,149.768112,65463900.0,1185.829956,1.04,1.45,1.88,1.06,16.48
2021-11-08,148.936478,55020900.0,1180.5,1.13,1.51,1.91,1.06,17.22
2021-11-09,149.302795,56787900.0,1199.859985,1.08,1.46,1.86,1.05,17.78
2021-11-10,146.441666,65187100.0,1177.5,1.23,1.56,1.96,1.05,18.73
2021-11-11,146.392197,41000000.0,1184.140015,,,,1.05,17.66
2021-11-12,148.491028,63804000.0,1183.109985,1.24,1.58,1.99,1.05,16.29
2021-11-15,148.500916,59222800.0,1179.109985,1.26,1.63,2.05,1.1,16.49
2021-11-16,149.490891,59256200.0,1183.51001,1.27,1.63,2.06,1.09,16.37
2021-11-17,151.955994,88807000.0,1184.050049,1.24,1.6,2.04,1.08,17.11
2021-11-18,156.292221,137827700.0,1181.22998,1.22,1.59,2.01,1.07,17.59
2021-11-19,158.94545,117305600.0,1182.900024,1.22,1.54,1.95,1.02,17.91
2021-11-22,159.410736,117467900.0,1191.630005,1.33,1.63,2.03,1.0,19.17
2021-11-23,159.79686,96041900.0,1189.5,1.33,1.67,2.08,1.07,19.38
2021-11-24,160.321579,69463600.0,1189.949951,1.34,1.64,2.03,1.0,18.58
2021-11-26,155.242813,76959800.0,1190.219971,1.16,1.48,1.89,0.98,28.62
2021-11-29,158.638565,88748200.0,1194.609985,1.18,1.52,1.93,1.01,22.96
2021-11-30,163.64798,174048100.0,1190.73999,1.14,1.43,1.85,0.91,27.19
2021-12-01,163.123276,152052500.0,1182.859985,1.15,1.43,1.84,0.87,31.12
2021-12-02,162.123367,136739200.0,1177.109985,1.21,1.44,1.87,0.81,27.95
2021-12-03,160.222549,118023100.0,1176.77002,1.13,1.35,1.77,0.75,30.67
2021-12-06,163.667786,107497000.0,1183.140015,1.21,1.43,1.84,0.78,27.18
2021-12-07,169.469193,120405400.0,1180.560059,1.26,1.48,1.88,0.78,21.89
2021-12-08,173.330261,116998900.0,1176.839966,1.27,1.52,1.93,0.84,19.9
2021-12-09,172.815414,108923700.0,1172.560059,1.26,1.49,1.91,0.79,21.58
2021-12-10,177.65657,115402700.0,1177.329956,1.25,1.48,1.91,0.81,18.69
2021-12-13,173.983643,153237000.0,1178.969971,1.21,1.42,1.86,0.76,20.31
2021-12-14,172.587723,139380400.0,1185.099976,1.23,1.44,1.87,0.77,21.89
2021-12-15,177.508057,131063300.0,1184.22998,1.26,1.47,1.91,0.78,19.29
2021-12-16,170.538406,150185800.0,1184.400024,1.19,1.44,1.91,0.8,20.57
2021-12-17,169.429626,195432700.0,1186.150024,1.18,1.41,1.87,0.75,21.57
2021-12-20,168.053513,107499100.0,1186.390015,1.17,1.43,1.9,0.78,22.87
2021-12-21,171.261124,91185900.0,1190.119995,1.24,1.48,1.92,0.78,21.01
2021-12-22,173.884628,92135300.0,1191.27002,1.23,1.46,1.89,0.78,18.63
2021-12-23,174.518219,68356600.0,1187.77002,1.25,1.5,1.94,0.79,17.96
2021-12-27,178.527786,74919600.0,1185.920044,1.26,1.48,1.92,0.72,17.68
2021-12-28,177.498154,79144300.0,1185.650024,1.27,1.49,1.94,0.75,17.54
2021-12-29,177.587265,62348900.0,1187.849976,1.29,1.55,2.0,0.8,16.95
2021-12-30,176.419022,59773000.0,1183.670044,1.27,1.52,1.97,0.79,17.33
2021-12-31,175.795349,64062300.0,1189.890015,1.26,1.52,1.94,0.79,17.22
2022-01-03,180.190948,104487900.0,1187.780029,1.37,1.63,2.05,0.85,16.6
2022-01-04,177.904053,99310400.0,1194.680054,1.37,1.66,2.1,0.89,16.91
2022-01-05,173.171844,94537600.0,1196.5,1.43,1.71,2.12,0.88,19.73
2022-01-06,170.280991,96904000.0,1199.25,1.47,1.73,2.12,0.85,19.61
2022-01-07,170.449326,86709100.0,1205.780029,1.5,1.76,2.15,0.89,18.76
2022-01-10,170.469116,106765600.0,1196.880005,1.53,1.78,2.15,0.86,19.4
2022-01-11,173.330261,76138300.0,1198.089966,1.51,1.75,2.13,0.85,18.41
2022-01-12,173.775726,74805200.0,1189.430054,1.5,1.74,2.13,0.82,17.62
2022-01-13,170.469116,84505800.0,1185.880005,1.47,1.7,2.1,0.79,20.31
2022-01-14,171.340332,80440800.0,1186.609985,1.55,1.78,2.18,0.79,19.19
2022-01-18,168.102997,90956700.0,1190.060059,1.65,1.87,2.24,0.81,22.79
2022-01-19,164.56868,94815000.0,1192.97998,1.62,1.83,2.2,0.79,23.85
2022-01-20,162.865875,91420500.0,1188.160034,1.62,1.83,2.19,0.75,25.59
2022-01-21,160.78688,122848900.0,1192.430054,1.54,1.75,2.13,0.74,28.85
2022-01-24,160.004745,162294600.0,1191.5,1.53,1.75,2.15,0.76,29.9
2022-01-25,158.183121,115798400.0,1195.660034,1.56,1.78,2.18,0.76,31.16
2022-01-26,158.094025,108275300.0,1196.099976,1.66,1.85,2.22,0.72,31.96
2022-01-27,157.628738,121954600.0,1200.630005,1.66,1.81,2.17,0.63,30.49
2022-01-28,168.627716,179935700.0,1203.459961,1.61,1.78,2.14,0.63,27.66
2022-01-31,173.033234,115541600.0,1207.709961,1.62,1.79,2.17,0.61,24.83
2022-02-01,172.864929,86213900.0,1205.119995,1.63,1.81,2.19,0.63,21.96
2022-02-02,174.082626,84914300.0,1202.5,1.6,1.78,2.17,0.62,22.09
2022-02-03,171.172028,89418100.0,1199.959961,1.66,1.82,2.2,0.63,24.35
2022-02-04,170.884567,82465400.0,1200.329956,1.78,1.93,2.29,0.62,23.22
2022-02-07,170.160934,77251200.0,1197.089966,1.76,1.92,2.28,0.62,22.86
2022-02-08,173.303238,74829200.0,1196.849976,1.81,1.96,2.31,0.61,21.44
2022-02-09,174.74057,71285000.0,1196.359985,1.82,1.94,2.31,0.58,19.96
2022-02-10,170.616913,90865900.0,1194.030029,1.96,2.03,2.37,0.42,23.91
2022-02-11,167.167297,98670700.0,1199.349976,1.84,1.92,2.3,0.42,27.36
2022-02-14,167.405197,86185500.0,1199.23999,1.9,1.98,2.35,0.4,28.33
2022-02-15,171.281067,62527400.0,1197.359985,1.94,2.05,2.42,0.47,25.7
2022-02-16,171.043182,61177400.0,1196.829956,1.9,2.03,2.39,0.51,24.29
2022-02-17,167.405197,69589300.0,1196.75,1.85,1.97,2.35,0.48,28.11
2022-02-18,165.83902,82772700.0,1198.660034,1.82,1.92,2.3,0.45,27.75
2022-02-22,162.88504,91162800.0,1194.680054,1.85,1.94,2.31,0.38,28.81
2022-02-23,158.67215,90009200.0,1192.680054,1.89,1.99,2.36,0.41,31.02
2022-02-24,161.318848,141147500.0,1192.400024,1.84,1.96,2.36,0.42,30.32
2022-02-25,163.4104,91974200.0,1206.0,1.86,1.97,2.37,0.42,27.59
2022-02-28,163.67804,95056600.0,1197.589966,1.71,1.83,2.25,0.39,30.15
2022-03-01,161.774811,83474400.0,1200.930054,1.56,1.72,2.19,0.41,33.32
2022-03-02,165.105469,79724800.0,1205.369995,1.74,1.86,2.32,0.36,30.74
2022-03-03,164.778351,76678400.0,1203.150024,1.74,1.86,2.32,0.33,30.48
2022-03-04,161.745056,83737200.0,1205.98999,1.65,1.74,2.23,0.24,31.98
2022-03-07,157.90889,96418800.0,1216.709961,1.71,1.78,2.29,0.23,36.45
2022-03-08,156.065109,131148300.0,1232.300049,1.8,1.86,2.34,0.23,35.13
2022-03-09,161.526993,91454900.0,1233.109985,1.87,1.94,2.38,0.26,32.45
2022-03-10,157.135696,105342000.0,1223.22998,1.92,1.98,2.45,0.26,30.23
2022-03-11,153.378769,96970100.0,1228.599976,1.96,2.0,2.45,0.25,30.75
2022-03-14,149.304657,108732100.0,1236.890015,2.1,2.14,2.56,0.27,31.77
2022-03-15,153.735626,92964300.0,1242.050049,2.1,2.15,2.57,0.3,29.83
2022-03-16,158.196335,102300200.0,1241.680054,2.18,2.19,2.56,0.24,26.67
2022-03-17,159.217361,75615400.0,1223.0,2.17,2.2,2.6,0.26,25.67
2022-03-18,162.548019,123511700.0,1210.329956,2.14,2.14,2.53,0.17,23.87
2022-03-21,163.935791,95811400.0,1210.369995,2.33,2.32,2.67,0.18,23.53
2022-03-22,167.345734,81532000.0,1219.780029,2.39,2.38,2.71,0.2,22.94
2022-03-23,168.723587,98062700.0,1214.949951,2.34,2.32,2.65,0.19,23.57
2022-03-24,172.549896,90131400.0,1218.01001,2.37,2.34,2.63,0.21,21.67
2022-03-25,173.194214,80546200.0,1217.550049,2.55,2.48,2.74,0.18,20.81
2022-03-28,174.066528,90371900.0,1224.380005,2.54,2.46,2.72,0.11,19.63
2022-03-29,177.397186,100589400.0,1223.660034,2.49,2.41,2.68,0.06,18.9
2022-03-30,176.217575,92633200.0,1209.130005,2.44,2.35,2.63,0.04,19.33
2022-03-31,173.085159,103049300.0,1210.439941,2.42,2.32,2.59,0.04,20.56
2022-04-01,172.787796,78751300.0,1214.5,2.55,2.39,2.6,-0.05,19.63
2022-04-04,176.881714,76468400.0,1218.780029,2.56,2.42,2.64,-0.01,18.57
2022-04-05,173.53125,73401800.0,1213.900024,2.69,2.54,2.74,0.03,21.03
2022-04-06,170.329437,89058800.0,1218.75,2.7,2.61,2.81,0.11,22.1
2022-04-07,170.636734,77594700.0,1217.599976,2.7,2.66,2.87,0.19,21.55
2022-04-08,168.60463,76575500.0,1222.660034,2.76,2.72,2.94,0.19,21.16
2022-04-11,164.302536,72246700.0,1228.23999,2.79,2.79,3.02,0.29,24.37
2022-04-12,166.195877,79265200.0,1235.050049,2.66,2.72,2.99,0.33,24.26
2022-04-13,168.911926,70618900.0,1228.599976,2.66,2.7,2.97,0.33,21.82
2022-04-14,163.846573,75329400.0,1223.119995,2.79,2.83,3.09,0.36,22.7
2022-04-18,163.628494,69023900.0,1228.089966,2.79,2.85,3.12,0.39,22.17
2022-04-19,165.938141,67723800.0,1235.349976,2.91,2.93,3.19,0.32,21.37
2022-04-20,165.769608,67929800.0,1239.599976,2.87,2.85,3.08,0.25,20.32
2022-04-21,164.966705,87227800.0,1234.089966,2.96,2.9,3.12,0.22,22.68
2022-04-22,160.377121,84882400.0,1242.48999,2.94,2.9,3.14,0.18,28.21
2022-04-25,161.457596,96046400.0,1243.160034,2.84,2.81,3.06,0.18,27.02
2022-04-26,155.43071,95623200.0,1249.209961,2.79,2.77,3.03,0.23,33.52
2022-04-27,155.202728,88063200.0,1260.709961,2.81,2.82,3.08,0.24,31.6
2022-04-28,162.210968,130216800.0,1266.280029,2.86,2.85,3.1,0.22,29.99
2022-04-29,156.27327,131747600.0,1272.290039,2.92,2.89,3.14,0.19,33.4
2022-05-02,156.580566,123055300.0,1262.530029,3.01,2.99,3.26,0.26,32.34
2022-05-03,158.087296,88966500.0,1266.75,3.01,2.97,3.21,0.19,29.25
2022-05-04,164.570175,108256500.0,1261.060059,2.93,2.93,3.21,0.27,25.42
2022-05-05,155.40097,130525300.0,1251.5,3.01,3.05,3.35,0.34,31.2
2022-05-06,156.13559,116124600.0,1268.699951,3.06,3.12,3.43,0.4,30.19
2022-05-09,150.953568,131577900.0,1270.130005,2.95,3.05,3.38,0.44,34.75
2022-05-10,153.385727,115366700.0,1274.859985,2.91,2.99,3.31,0.37,32.99
2022-05-11,145.434021,142689800.0,1276.550049,2.89,2.91,3.25,0.25,32.56
2022-05-12,141.522675,182602000.0,1278.150024,2.81,2.84,3.22,0.28,31.77
2022-05-13,146.039581,113990900.0,1290.75,2.89,2.93,3.32,0.32,28.87
2022-05-16,144.480988,86643800.0,1277.569946,2.83,2.88,3.3,0.3,27.47
2022-05-17,148.154083,78336300.0,1279.849976,2.96,2.98,3.36,0.27,26.1
2022-05-18,139.795349,109742900.0,1266.660034,2.89,2.89,3.24,0.21,30.96
2022-05-19,136.350601,136095600.0,1275.579956,2.84,2.84,3.24,0.21,29.35
2022-05-20,136.588852,137426100.0,1263.550049,2.8,2.78,3.17,0.18,29.43
2022-05-23,142.068695,117726300.0,1273.209961,2.88,2.86,3.26,0.21,28.48
2022-05-24,139.338715,104132700.0,1258.819946,2.76,2.76,3.16,0.26,29.45
2022-05-25,139.497543,92482700.0,1260.98999,2.71,2.75,3.14,0.27,28.37
2022-05-26,142.733795,90601500.0,1266.599976,2.7,2.75,3.18,0.29,27.5
2022-05-27,148.551147,90978500.0,1258.890015,2.71,2.74,3.16,0.27,25.72
2022-05-31,147.756989,103718400.0,1236.170044,2.81,2.85,3.28,0.32,26.19
2022-06-01,147.627945,74286600.0,1241.73999,2.94,2.94,3.31,0.28,25.69
2022-06-02,150.109756,72348100.0,1246.949951,2.92,2.92,3.3,0.27,24.72
2022-06-03,144.322174,88570300.0,1240.839966,2.95,2.96,3.33,0.3,24.79
2022-06-06,145.076645,71598400.0,1250.530029,3.03,3.04,3.41,0.31,25.07
2022-06-07,147.627945,67808200.0,1254.47998,2.99,2.98,3.35,0.23,24.02
2022-06-08,146.883408,53950200.0,1254.579956,3.03,3.03,3.4,0.25,23.96
2022-06-09,141.602112,69473000.0,1256.73999,3.07,3.04,3.4,0.21,26.09
2022-06-10,136.132217,91437900.0,1264.02002,3.25,3.15,3.45,0.09,27.75
2022-06-13,130.920395,122207100.0,1278.280029,3.56,3.43,3.68,0.03,34.02
2022-06-14,131.793991,84784300.0,1291.800049,3.61,3.49,3.72,0.04,32.69
2022-06-15,134.444565,91533000.0,1289.47998,3.38,3.33,3.64,0.13,29.62
2022-06-16,129.113632,108123900.0,1278.160034,3.35,3.28,3.59,0.14,32.95
2022-06-17,130.602722,134520300.0,1288.180054,3.34,3.25,3.55,0.08,31.13
2022-06-21,134.881348,81000500.0,1292.380005,3.38,3.31,3.63,0.1,30.19
2022-06-22,134.365158,73409200.0,1291.599976,3.22,3.16,3.49,0.1,28.95
2022-06-23,137.263885,72433800.0,1297.680054,3.14,3.09,3.45,0.08,29.05
2022-06-24,140.629242,89116800.0,1299.810059,3.18,3.13,3.51,0.09,27.23
2022-06-27,140.629242,70207900.0,1288.290039,3.24,3.2,3.56,0.12,26.95
2022-06-28,136.439941,67083400.0,1286.199951,3.25,3.2,3.55,0.1,28.36
2022-06-29,138.216919,66242400.0,1292.030029,3.15,3.1,3.46,0.04,28.16
2022-06-30,135.725189,98964500.0,1301.72998,3.01,2.98,3.38,0.06,28.71
2022-07-01,137.919083,71051600.0,1287.709961,2.88,2.88,3.35,0.04,26.7
2022-07-05,140.529953,73353800.0,1295.680054,2.82,2.82,3.31,0.0,27.54
2022-07-06,141.880066,74064300.0,1308.660034,2.96,2.93,3.42,-0.04,26.73
2022-07-07,145.285126,66253700.0,1304.849976,3.05,3.01,3.45,-0.02,26.08
