Date,Revenue,Gross Profit,Operating Income,Pretax Income,Net Income,Shares Outstanding (Diluted),EPS (Diluted),Free Cash Flow,EBITDA,EBIT,Adj Close
2014-09-15,41504.406593406595,15841.0,11048.560439560439,11341.714285714286,8372.186813186814,23930.065934065933,0.34604395604395605,9190.439560439561,13420.703296703297,11454.736263736264,22.674943923950195
2014-09-16,41555.956043956045,15855.0,11058.263736263736,11352.57142857143,8380.087912087913,23926.56043956044,0.34637362637362634,9207.736263736264,13431.978021978022,11465.758241758242,22.503145217895508
2014-09-17,41607.505494505494,15869.0,11067.967032967033,11363.42857142857,8387.989010989011,23923.054945054944,0.3467032967032967,9225.032967032967,13443.252747252747,11476.78021978022,22.663787841796875
2014-09-18,41659.054945054944,15883.0,11077.670329670329,11374.285714285714,8395.89010989011,23919.54945054945,0.347032967032967,9242.329670329671,13454.527472527472,11487.802197802197,22.710641860961918
2014-09-19,41710.604395604394,15897.0,11087.373626373626,11385.142857142857,8403.791208791208,23916.043956043955,0.34736263736263734,9259.626373626374,13465.802197802197,11498.824175824177,22.525453567504883
2014-09-22,41865.25274725274,15939.0,11116.483516483517,11417.714285714286,8427.494505494506,23905.527472527472,0.34835164835164834,9311.516483516483,13499.626373626374,11531.89010989011,22.547765731811523
2014-09-23,41916.8021978022,15953.0,11126.186813186812,11428.57142857143,8435.395604395604,23902.021978021978,0.3486813186813187,9328.813186813186,13510.901098901099,11542.912087912087,22.900285720825195
2014-09-24,41968.35164835165,15967.0,11135.89010989011,11439.42857142857,8443.296703296703,23898.516483516483,0.349010989010989,9346.10989010989,13522.175824175823,11553.934065934067,22.701717376708984
2014-09-25,42019.9010989011,15981.0,11145.593406593407,11450.285714285714,8451.197802197803,23895.01098901099,0.34934065934065933,9363.406593406593,13533.45054945055,11564.956043956045,21.83603858947754
2014-09-26,42071.45054945055,15995.0,11155.296703296703,11461.142857142857,8459.098901098901,23891.505494505494,0.3496703296703296,9380.703296703297,13544.725274725275,11575.978021978022,22.47860145568848
2014-09-29,42836.758241758245,16310.802197802197,11452.494505494506,11756.483516483517,8677.043956043955,23880.065934065933,0.3592307692307692,9860.835164835165,13854.153846153846,11871.835164835165,22.335811614990234
2014-09-30,43193.63736263736,16461.703296703297,11596.241758241758,11898.725274725275,8782.065934065935,23876.0989010989,0.3638461538461538,10092.252747252747,14003.23076923077,12014.252747252747,22.47860145568848
2014-10-01,43550.51648351648,16612.604395604394,11739.989010989011,12040.967032967033,8887.087912087913,23872.13186813187,0.36846153846153845,10323.670329670329,14152.307692307691,12156.670329670329,22.128320693969727
2014-10-02,43907.395604395606,16763.505494505494,11883.736263736264,12183.208791208792,8992.10989010989,23868.164835164836,0.3730769230769231,10555.087912087913,14301.384615384615,12299.087912087913,22.288957595825195
2014-10-03,44264.27472527473,16914.406593406595,12027.483516483517,12325.45054945055,9097.131868131868,23864.197802197803,0.37769230769230766,10786.505494505494,14450.461538461539,12441.505494505494,22.22648811340332
2014-10-06,45334.91208791209,17367.10989010989,12458.725274725275,12752.175824175825,9412.197802197803,23852.296703296703,0.3915384615384615,11480.758241758242,14897.692307692309,12868.758241758242,22.22648811340332
2014-10-07,45691.79120879121,17518.01098901099,12602.472527472528,12894.417582417582,9517.21978021978,23848.32967032967,0.39615384615384613,11712.175824175825,15046.76923076923,13011.175824175825,22.032377243041992
2014-10-08,46048.67032967033,17668.91208791209,12746.21978021978,13036.65934065934,9622.241758241758,23844.362637362636,0.40076923076923077,11943.593406593407,15195.846153846154,13153.593406593407,22.4897575378418
2014-10-09,46405.54945054945,17819.813186813186,12889.967032967033,13178.901098901099,9727.263736263736,23840.395604395606,0.40538461538461534,12175.010989010989,15344.923076923076,13296.010989010989,22.53883934020996
2014-10-10,46762.42857142857,17970.714285714286,13033.714285714286,13321.142857142857,9832.285714285714,23836.428571428572,0.41,12406.428571428572,15494.0,13438.428571428572,22.47413825988769
2014-10-13,47833.06593406593,18423.417582417584,13464.956043956045,13747.868131868132,10147.351648351649,23824.527472527472,0.4238461538461538,13100.68131868132,15941.23076923077,13865.68131868132,22.26887321472168
2014-10-14,48189.945054945056,18574.31868131868,13608.703296703297,13890.10989010989,10252.373626373626,23820.56043956044,0.42846153846153845,13332.098901098901,16090.307692307691,14008.098901098901,22.032377243041992
2014-10-15,48546.82417582418,18725.21978021978,13752.45054945055,14032.351648351649,10357.395604395604,23816.593406593405,0.4330769230769231,13563.516483516483,16239.384615384615,14150.516483516483,21.76240921020508
2014-10-16,48903.703296703294,18876.120879120877,13896.197802197803,14174.593406593407,10462.417582417582,23812.626373626375,0.43769230769230766,13794.934065934067,16388.46153846154,14292.934065934067,21.476825714111328
2014-10-17,49260.58241758242,19027.021978021978,14039.945054945056,14316.835164835165,10567.439560439561,23808.659340659342,0.4423076923076923,14026.351648351649,16537.53846153846,14435.351648351649,21.79141616821289
2014-10-20,50331.21978021978,19479.725274725275,14471.186813186814,14743.560439560439,10882.505494505494,23796.75824175824,0.45615384615384613,14720.604395604396,16984.76923076923,14862.604395604396,22.257722854614254
2014-10-21,50688.0989010989,19630.62637362637,14614.934065934067,14885.802197802197,10987.527472527472,23792.79120879121,0.46076923076923076,14952.021978021978,17133.846153846152,15005.021978021978,22.86235237121582
2014-10-22,51044.97802197802,19781.527472527472,14758.68131868132,15028.043956043955,11092.54945054945,23788.824175824175,0.4653846153846154,15183.439560439561,17282.923076923078,15147.439560439561,22.978370666503903
2014-10-23,51401.857142857145,19932.428571428572,14902.428571428572,15170.285714285714,11197.57142857143,23784.85714285714,0.47,15414.857142857143,17432.0,15289.857142857143,23.38890647888184
2014-10-24,51758.73626373627,20083.32967032967,15046.175824175825,15312.527472527472,11302.593406593407,23780.89010989011,0.4746153846153846,15646.274725274725,17581.076923076922,15432.274725274725,23.47592163085937
2014-10-27,52829.37362637363,20536.032967032967,15477.417582417584,15739.252747252747,11617.659340659342,23768.98901098901,0.48846153846153845,16340.527472527472,18028.30769230769,15859.527472527472,23.451377868652344
2014-10-28,53186.25274725274,20686.934065934067,15621.164835164836,15881.494505494506,11722.68131868132,23765.021978021978,0.4930769230769231,16571.945054945056,18177.384615384617,16001.945054945056,23.81505012512207
2014-10-29,53543.131868131866,20837.835164835164,15764.91208791209,16023.736263736264,11827.703296703297,23761.054945054944,0.49769230769230766,16803.36263736264,18326.46153846154,16144.362637362638,23.94891357421875
2014-10-30,53900.01098901099,20988.736263736264,15908.659340659342,16165.978021978022,11932.725274725275,23757.08791208791,0.5023076923076923,17034.78021978022,18475.53846153846,16286.78021978022,23.86859893798828
2014-10-31,54256.89010989011,21139.63736263736,16052.406593406595,16308.21978021978,12037.747252747253,23753.120879120877,0.5069230769230769,17266.197802197803,18624.615384615383,16429.197802197803,24.09617042541504
2014-11-03,55327.52747252747,21592.340659340658,16483.648351648353,16734.945054945056,12352.813186813188,23741.21978021978,0.5207692307692308,17960.45054945055,19071.846153846152,16856.45054945055,24.408527374267575
2014-11-04,55684.406593406595,21743.24175824176,16627.395604395606,16877.186813186814,12457.835164835165,23737.252747252747,0.5253846153846153,18191.868131868134,19220.923076923078,16998.868131868134,24.23003578186035
2014-11-05,56041.28571428571,21894.142857142855,16771.14285714286,17019.428571428572,12562.857142857143,23733.285714285714,0.53,18423.285714285714,19370.0,17141.285714285714,24.28805160522461
2014-11-06,56398.16483516483,22045.043956043955,16914.89010989011,17161.67032967033,12667.87912087912,23729.31868131868,0.5346153846153846,18654.703296703297,19519.076923076922,17283.703296703297,24.35751342773437
2014-11-07,56755.043956043955,22195.945054945056,17058.637362637364,17303.91208791209,12772.9010989011,23725.351648351647,0.5392307692307692,18886.120879120877,19668.153846153844,17426.120879120877,24.426979064941406
2014-11-10,57825.681318681316,22648.64835164835,17489.879120879123,17730.63736263736,13087.967032967033,23713.45054945055,0.553076923076923,19580.37362637363,20115.384615384617,17853.37362637363,24.38664054870605
2014-11-11,58182.56043956044,22799.54945054945,17633.626373626375,17872.879120879123,13192.989010989011,23709.483516483517,0.5576923076923077,19811.79120879121,20264.46153846154,17995.79120879121,24.581588745117188
2014-11-12,58539.43956043956,22950.45054945055,17777.37362637363,18015.120879120877,13298.010989010989,23705.516483516483,0.5623076923076923,20043.20879120879,20413.53846153846,18138.20879120879,24.928918838500977
2014-11-13,58896.31868131868,23101.351648351647,17921.12087912088,18157.36263736264,13403.032967032967,23701.54945054945,0.5669230769230769,20274.62637362637,20562.615384615383,18280.62637362637,25.28071975708008
2014-11-14,59253.1978021978,23252.252747252747,18064.868131868134,18299.604395604394,13508.054945054944,23697.582417582416,0.5715384615384616,20506.043956043955,20711.692307692305,18423.043956043955,25.58547592163086
2014-11-17,60323.83516483517,23704.956043956045,18496.10989010989,18726.329670329673,13823.12087912088,23685.68131868132,0.5853846153846154,21200.296703296706,21158.923076923078,18850.296703296703,25.542898178100582
2014-11-18,60680.71428571429,23855.85714285714,18639.857142857145,18868.571428571428,13928.142857142859,23681.714285714286,0.59,21431.714285714286,21308.0,18992.714285714286,25.87453842163086
2014-11-19,61037.593406593405,24006.75824175824,18783.604395604394,19010.813186813186,14033.164835164836,23677.747252747253,0.5946153846153847,21663.131868131866,21457.076923076922,19135.131868131866,25.69527244567871
2014-11-20,61394.47252747253,24157.65934065934,18927.35164835165,19153.054945054944,14138.186813186814,23673.78021978022,0.5992307692307692,21894.54945054945,21606.153846153844,19277.54945054945,26.06275749206543
2014-11-21,61751.35164835164,24308.56043956044,19071.0989010989,19295.296703296703,14243.208791208792,23669.813186813186,0.6038461538461539,22125.967032967033,21755.23076923077,19419.967032967033,26.098613739013672
2014-11-24,62821.98901098901,24761.263736263736,19502.34065934066,19722.021978021978,14558.274725274725,23657.91208791209,0.6176923076923078,22820.21978021978,22202.46153846154,19847.21978021978,26.582624435424805
2014-11-25,63178.868131868134,24912.164835164833,19646.08791208791,19864.263736263736,14663.296703296703,23653.945054945056,0.6223076923076922,23051.63736263736,22351.53846153846,19989.63736263736,26.351831436157227
2014-11-26,63535.74725274726,25063.065934065933,19789.835164835167,20006.505494505494,14768.318681318682,23649.978021978022,0.6269230769230769,23283.054945054944,22500.615384615383,20132.054945054944,26.66553497314453
2014-11-28,64249.505494505494,25364.868131868134,20077.329670329673,20290.98901098901,14978.362637362638,23642.043956043955,0.6361538461538462,23745.89010989011,22798.76923076923,20416.89010989011,26.64985466003418
2014-12-01,65320.142857142855,25817.571428571428,20508.571428571428,20717.714285714286,15293.428571428572,23630.14285714286,0.65,24440.142857142855,23246.0,20844.142857142855,25.78490257263184
2014-12-02,65677.02197802198,25968.472527472528,20652.318681318684,20859.956043956045,15398.45054945055,23626.175824175825,0.6546153846153846,24671.56043956044,23395.076923076922,20986.56043956044,25.686309814453125
2014-12-03,66033.9010989011,26119.37362637363,20796.065934065933,21002.197802197803,15503.472527472528,23622.20879120879,0.6592307692307693,24902.978021978022,23544.153846153844,21128.978021978022,25.97760963439941
2014-12-04,66390.78021978022,26270.274725274725,20939.81318681319,21144.43956043956,15608.494505494506,23618.24175824176,0.6638461538461539,25134.395604395606,23693.230769230766,21271.395604395606,25.879018783569336
2014-12-05,66747.65934065935,26421.17582417582,21083.56043956044,21286.68131868132,15713.516483516483,23614.274725274725,0.6684615384615384,25365.81318681319,23842.30769230769,21413.81318681319,25.769216537475582
2014-12-08,67818.2967032967,26873.879120879123,21514.8021978022,21713.406593406595,16028.582417582418,23602.37362637363,0.6823076923076923,26060.065934065933,24289.53846153846,21841.065934065933,25.186607360839844
2014-12-09,68175.17582417582,27024.78021978022,21658.54945054945,21855.64835164835,16133.604395604396,23598.406593406595,0.686923076923077,26291.483516483517,24438.615384615383,21983.483516483517,25.5720272064209
2014-12-10,68532.05494505494,27175.681318681316,21802.296703296706,21997.89010989011,16238.626373626375,23594.43956043956,0.6915384615384615,26522.9010989011,24587.692307692305,22125.9010989011,25.08577537536621
2014-12-11,68888.93406593407,27326.582417582416,21946.043956043955,22140.131868131866,16343.648351648353,23590.472527472528,0.6961538461538461,26754.31868131868,24736.76923076923,22268.318681318684,25.011823654174805
2014-12-12,69245.81318681319,27477.483516483517,22089.791208791212,22282.37362637363,16448.67032967033,23586.505494505494,0.7007692307692308,26985.736263736264,24885.846153846152,22410.736263736264,24.588314056396484
2014-12-15,70316.45054945056,27930.18681318681,22521.032967032967,22709.0989010989,16763.736263736264,23574.604395604394,0.7146153846153847,27679.98901098901,25333.076923076922,22837.98901098901,24.252197265625
2014-12-16,70673.32967032967,28081.08791208791,22664.780219780223,22851.34065934066,16868.75824175824,23570.637362637364,0.7192307692307692,27911.406593406595,25482.153846153844,22980.406593406595,23.920557022094727
2014-12-17,71030.20879120879,28231.98901098901,22808.527472527472,22993.582417582416,16973.780219780223,23566.67032967033,0.7238461538461538,28142.824175824175,25631.230769230766,23122.82417582418,24.5166072845459
2014-12-18,71387.08791208791,28382.89010989011,22952.27472527473,23135.82417582418,17078.8021978022,23562.703296703297,0.7284615384615385,28374.24175824176,25780.30769230769,23265.24175824176,25.242624282836918
2014-12-19,71743.96703296703,28533.79120879121,23096.021978021978,23278.065934065933,17183.82417582418,23558.736263736264,0.7330769230769231,28605.659340659342,25929.384615384617,23407.659340659342,25.04767799377441
2014-12-22,72814.6043956044,28986.494505494506,23527.26373626374,23704.791208791212,17498.89010989011,23546.835164835164,0.7469230769230769,29299.91208791209,26376.615384615383,23834.91208791209,25.30761337280273
2014-12-23,73171.48351648351,29137.395604395606,23671.01098901099,23847.032967032967,17603.91208791209,23542.86813186813,0.7515384615384615,29531.32967032967,26525.692307692305,23977.329670329673,25.217981338500977
2014-12-24,73528.36263736263,29288.296703296703,23814.758241758245,23989.274725274725,17708.934065934067,23538.9010989011,0.7561538461538462,29762.747252747253,26674.76923076923,24119.747252747253,25.09922218322754
2014-12-26,74242.12087912088,29590.0989010989,24102.25274725275,24273.75824175824,17918.978021978022,23530.967032967033,0.7653846153846153,30225.582417582416,26972.923076923078,24404.582417582416,25.542898178100582
2014-12-29,74234.40659340659,29607.263736263736,24114.835164835164,24287.384615384617,17926.08791208791,23522.86813186813,0.7658241758241758,30152.56043956044,26991.978021978022,24419.08791208791,25.524965286254883
2014-12-30,74052.10989010989,29540.395604395606,24049.252747252747,24223.076923076922,17877.13186813187,23520.802197802197,0.7637362637362638,30000.340659340658,26926.967032967033,24355.13186813187,25.213499069213867
2014-12-31,73869.81318681319,29473.527472527472,23983.67032967033,24158.76923076923,17828.175824175825,23518.736263736264,0.7616483516483517,29848.120879120877,26861.956043956045,24291.175824175825,24.73396110534668
2015-01-02,73505.21978021978,29339.79120879121,23852.505494505494,24030.153846153848,17730.263736263736,23514.604395604394,0.7574725274725275,29543.68131868132,26731.934065934067,24163.263736263736,24.49868392944336
2015-01-05,72958.32967032967,29139.186813186814,23655.75824175824,23837.23076923077,17583.395604395606,23508.406593406595,0.7512087912087912,29087.021978021978,26536.9010989011,23971.395604395606,23.808517456054688
2015-01-06,72776.03296703297,29072.31868131868,23590.175824175825,23772.923076923078,17534.43956043956,23506.340659340658,0.7491208791208791,28934.802197802197,26471.89010989011,23907.43956043956,23.810760498046875
2015-01-07,72593.73626373627,29005.45054945055,23524.593406593405,23708.615384615383,17485.483516483517,23504.274725274725,0.7470329670329671,28782.582417582416,26406.879120879123,23843.483516483517,24.144636154174805
2015-01-08,72411.43956043955,28938.582417582416,23459.01098901099,23644.30769230769,17436.527472527472,23502.20879120879,0.7449450549450549,28630.362637362636,26341.868131868134,23779.527472527472,25.072324752807617
2015-01-09,72229.14285714286,28871.714285714286,23393.428571428572,23580.0,17387.571428571428,23500.14285714286,0.7428571428571429,28478.142857142855,26276.85714285714,23715.571428571428,25.09922218322754
2015-01-12,71682.25274725274,28671.10989010989,23196.68131868132,23387.076923076922,17240.703296703297,23493.945054945056,0.7365934065934066,28021.483516483517,26081.824175824175,23523.703296703297,24.480749130249023
2015-01-13,71499.95604395604,28604.24175824176,23131.0989010989,23322.76923076923,17191.747252747253,23491.879120879123,0.7345054945054945,27869.263736263736,26016.813186813186,23459.747252747253,24.6981143951416
2015-01-14,71317.65934065935,28537.37362637363,23065.516483516483,23258.46153846154,17142.79120879121,23489.813186813186,0.7324175824175825,27717.043956043955,25951.802197802197,23395.79120879121,24.60400009155273
2015-01-15,71135.36263736263,28470.505494505494,22999.934065934067,23194.153846153848,17093.835164835164,23487.747252747253,0.7303296703296703,27564.824175824175,25886.79120879121,23331.835164835164,23.93624496459961
2015-01-16,70953.06593406593,28403.637362637364,22934.351648351647,23129.846153846152,17044.879120879123,23485.68131868132,0.7282417582417583,27412.604395604394,25821.78021978022,23267.879120879123,23.750253677368164
2015-01-20,70223.87912087912,28136.164835164836,22672.021978021978,22872.615384615383,16849.054945054944,23477.417582417584,0.7198901098901099,26803.725274725275,25561.736263736264,23012.054945054944,24.36199378967285
2015-01-21,70041.58241758242,28069.296703296703,22606.43956043956,22808.30769230769,16800.0989010989,23475.351648351647,0.7178021978021978,26651.505494505494,25496.725274725275,22948.0989010989,24.547983169555664
2015-01-22,69859.28571428571,28002.428571428572,22540.857142857145,22744.0,16751.14285714286,23473.285714285714,0.7157142857142857,26499.285714285714,25431.714285714286,22884.14285714286,25.186607360839844
2015-01-23,69676.98901098901,27935.56043956044,22475.274725274725,22679.69230769231,16702.186813186814,23471.21978021978,0.7136263736263736,26347.065934065933,25366.703296703297,22820.186813186814,25.316570281982425
2015-01-26,69130.0989010989,27734.956043956045,22278.527472527472,22486.76923076923,16555.31868131868,23465.021978021978,0.7073626373626374,25890.406593406595,25171.67032967033,22628.31868131868,25.34346389770508
2015-01-27,68947.8021978022,27668.08791208791,22212.945054945056,22422.46153846154,16506.362637362636,23462.956043956045,0.7052747252747252,25738.186813186814,25106.659340659342,22564.362637362636,24.456113815307617
2015-01-28,68765.50549450549,27601.21978021978,22147.36263736264,22358.153846153848,16457.406593406595,23460.89010989011,0.7031868131868132,25585.967032967033,25041.648351648353,22500.406593406595,25.83867645263672
2015-01-29,68583.20879120879,27534.351648351647,22081.78021978022,22293.846153846152,16408.45054945055,23458.824175824175,0.701098901098901,25433.747252747253,24976.637362637364,22436.45054945055,26.643129348754883
2015-01-30,68400.91208791209,27467.483516483517,22016.197802197803,22229.53846153846,16359.494505494506,23456.75824175824,0.699010989010989,25281.527472527472,24911.62637362637,22372.494505494506,26.25322723388672
2015-02-02,67854.02197802198,27266.879120879123,21819.45054945055,22036.615384615383,16212.626373626374,23450.56043956044,0.6927472527472527,24824.86813186813,24716.593406593405,22180.62637362637,26.582624435424805
2015-02-03,67671.72527472528,27200.01098901099,21753.868131868134,21972.30769230769,16163.670329670329,23448.494505494506,0.6906593406593406,24672.64835164835,24651.582417582416,22116.67032967033,26.58711242675781
2015-02-04,67489.42857142857,27133.14285714286,21688.285714285714,21908.0,16114.714285714286,23446.428571428572,0.6885714285714286,24520.428571428572,24586.571428571428,22052.714285714286,26.79102897644043
2015-02-05,67307.13186813187,27066.274725274725,21622.703296703297,21843.69230769231,16065.758241758242,23444.362637362636,0.6864835164835165,24368.20879120879,24521.56043956044,21988.75824175824,26.982236862182617
2015-02-06,67124.83516483517,26999.406593406595,21557.120879120877,21779.384615384617,16016.802197802197,23442.296703296703,0.6843956043956044,24215.98901098901,24456.54945054945,21924.802197802197,26.755027770996094
2015-02-09,66577.94505494506,26798.802197802197,21360.37362637363,21586.46153846154,15869.934065934067,23436.0989010989,0.6781318681318681,23759.32967032967,24261.516483516483,21732.934065934067,26.932748794555664
2015-02-10,66395.64835164836,26731.934065934067,21294.79120879121,21522.153846153848,15820.978021978022,23434.032967032967,0.6760439560439561,23607.10989010989,24196.505494505494,21668.978021978022,27.450172424316406
2015-02-11,66213.35164835164,26665.065934065933,21229.20879120879,21457.846153846152,15772.021978021978,23431.967032967033,0.6739560439560439,23454.89010989011,24131.494505494506,21605.021978021978,28.09355735778809
2015-02-12,66031.05494505494,26598.197802197803,21163.626373626375,21393.53846153846,15723.065934065933,23429.9010989011,0.6718681318681319,23302.670329670327,24066.483516483517,21541.065934065933,28.44901466369629
2015-02-13,65848.75824175825,26531.32967032967,21098.043956043955,21329.23076923077,15674.10989010989,23427.835164835164,0.6697802197802197,23150.45054945055,24001.472527472528,21477.10989010989,28.588489532470703
2015-02-17,65119.57142857143,26263.85714285714,20835.714285714286,21072.0,15478.285714285714,23419.571428571428,0.6614285714285714,22541.571428571428,23741.428571428572,21221.285714285714,28.75721549987793
2015-02-18,64937.27472527472,26196.98901098901,20770.13186813187,21007.69230769231,15429.329670329671,23417.505494505494,0.6593406593406593,22389.351648351647,23676.417582417584,21157.32967032967,28.957429885864254
2015-02-19,64754.97802197802,26130.120879120877,20704.54945054945,20943.384615384617,15380.373626373626,23415.43956043956,0.6572527472527472,22237.131868131866,23611.406593406595,21093.37362637363,28.896692276000977
2015-02-20,64572.681318681316,26063.252747252747,20638.967032967033,20879.076923076922,15331.417582417582,23413.373626373625,0.6551648351648351,22084.91208791209,23546.395604395606,21029.417582417584,29.132911682128903
2015-02-23,64025.79120879121,25862.648351648353,20442.21978021978,20686.153846153848,15184.54945054945,23407.175824175825,0.6489010989010989,21628.252747252747,23351.36263736264,20837.54945054945,29.920276641845703
2015-02-24,63843.494505494506,25795.78021978022,20376.637362637364,20621.846153846152,15135.593406593407,23405.10989010989,0.6468131868131868,21476.032967032967,23286.35164835165,20773.593406593405,29.733556747436523
2015-02-25,63661.1978021978,25728.91208791209,20311.054945054944,20557.53846153846,15086.637362637362,23403.043956043955,0.6447252747252747,21323.813186813186,23221.340659340658,20709.63736263736,28.97318458557129
2015-02-26,63478.9010989011,25662.043956043955,20245.472527472528,20493.23076923077,15037.68131868132,23400.978021978022,0.6426373626373626,21171.593406593405,23156.32967032967,20645.68131868132,29.339866638183597
2015-02-27,63296.604395604394,25595.175824175825,20179.89010989011,20428.923076923078,14988.725274725275,23398.91208791209,0.6405494505494506,21019.37362637363,23091.31868131868,20581.725274725275,28.89894294738769
2015-03-02,62749.71428571429,25394.571428571428,19983.14285714286,20236.0,14841.857142857143,23392.714285714286,0.6342857142857142,20562.714285714283,22896.285714285714,20389.857142857145,29.04066467285156
2015-03-03,62567.41758241758,25327.703296703297,19917.56043956044,20171.69230769231,14792.901098901099,23390.648351648353,0.6321978021978022,20410.494505494506,22831.274725274725,20325.9010989011,29.10140609741211
2015-03-04,62385.12087912088,25260.835164835164,19851.978021978022,20107.384615384617,14743.945054945056,23388.582417582416,0.63010989010989,20258.274725274725,22766.263736263736,20261.945054945056,28.916933059692383
2015-03-05,62202.82417582418,25193.967032967033,19786.395604395606,20043.076923076922,14694.989010989011,23386.516483516483,0.628021978021978,20106.054945054944,22701.252747252747,20197.98901098901,28.437763214111328
2015-03-06,62020.52747252747,25127.0989010989,19720.813186813186,19978.76923076923,14646.032967032967,23384.45054945055,0.625934065934066,19953.835164835164,22636.24175824176,20134.032967032967,28.48050308227539
2015-03-09,61473.63736263736,24926.494505494506,19524.065934065933,19785.846153846156,14499.164835164835,23378.252747252747,0.6196703296703296,19497.17582417582,22441.20879120879,19942.164835164836,28.60198402404785
2015-03-10,61291.34065934066,24859.62637362637,19458.483516483517,19721.53846153846,14450.208791208792,23376.186813186814,0.6175824175824176,19344.956043956045,22376.197802197803,19878.20879120879,28.010330200195312
2015-03-11,61109.043956043955,24792.75824175824,19392.9010989011,19657.23076923077,14401.252747252747,23374.120879120877,0.6154945054945055,19192.73626373626,22311.186813186814,19814.252747252747,27.499662399291992
2015-03-12,60926.74725274726,24725.89010989011,19327.318681318684,19592.923076923078,14352.296703296703,23372.054945054944,0.6134065934065933,19040.516483516483,22246.175824175825,19750.296703296703,27.99683380126953
2015-03-13,60744.45054945055,24659.021978021978,19261.736263736264,19528.615384615383,14303.34065934066,23369.98901098901,0.6113186813186813,18888.296703296703,22181.164835164836,19686.340659340658,27.803361892700195
2015-03-16,60197.56043956044,24458.417582417584,19064.98901098901,19335.69230769231,14156.472527472528,23363.79120879121,0.6050549450549451,18431.63736263736,21986.131868131866,19494.472527472528,28.109310150146484
2015-03-17,60015.26373626373,24391.54945054945,18999.406593406595,19271.384615384617,14107.516483516483,23361.725274725275,0.6029670329670329,18279.417582417584,21921.120879120877,19430.516483516483,28.57949447631836
2015-03-18,59832.96703296703,24324.68131868132,18933.82417582418,19207.076923076922,14058.560439560439,23359.659340659342,0.6008791208791209,18127.1978021978,21856.10989010989,19366.56043956044,28.90118980407715
2015-03-19,59650.67032967033,24257.813186813186,18868.24175824176,19142.76923076923,14009.604395604396,23357.593406593405,0.5987912087912087,17974.978021978022,21791.0989010989,19302.604395604394,28.6829833984375
2015-03-20,59468.37362637363,24190.945054945056,18802.659340659342,19078.46153846154,13960.648351648351,23355.527472527472,0.5967032967032967,17822.758241758238,21726.08791208791,19238.64835164835,28.32303047180176
2015-03-23,58921.48351648352,23990.340659340658,18605.91208791209,18885.53846153846,13813.78021978022,23349.32967032967,0.5904395604395604,17366.0989010989,21531.054945054944,19046.78021978022,28.61774063110352
2015-03-24,58739.18681318681,23923.472527472528,18540.329670329673,18821.23076923077,13764.824175824175,23347.263736263736,0.5883516483516483,17213.87912087912,21466.043956043955,18982.824175824175,28.500757217407227
2015-03-25,58556.89010989011,23856.604395604394,18474.747252747253,18756.923076923078,13715.868131868132,23345.197802197803,0.5862637362637362,17061.65934065934,21401.032967032967,18918.868131868134,27.75611686706543
2015-03-26,58374.593406593405,23789.736263736264,18409.164835164836,18692.615384615383,13666.91208791209,23343.13186813187,0.5841758241758241,16909.43956043956,21336.021978021978,18854.91208791209,27.9495906829834
2015-03-27,58192.2967032967,23722.868131868134,18343.582417582416,18628.30769230769,13617.956043956045,23341.065934065933,0.5820879120879121,16757.219780219777,21271.01098901099,18790.956043956045,27.72687339782715
2015-03-30,57825.27472527473,23568.637362637364,18185.802197802197,18474.08791208791,13505.439560439561,23333.571428571428,0.5773626373626374,16523.54945054945,21130.21978021978,18637.923076923078,28.42876243591309
2015-03-31,57732.91208791209,23524.956043956045,18139.703296703297,18429.13186813187,13473.65934065934,23330.85714285714,0.576043956043956,16482.824175824175,21092.32967032967,18593.384615384617,27.992332458496094
2015-04-01,57640.54945054945,23481.274725274725,18093.604395604394,18384.175824175825,13441.87912087912,23328.14285714286,0.5747252747252747,16442.0989010989,21054.43956043956,18548.846153846152,27.951839447021484
2015-04-02,57548.18681318681,23437.593406593405,18047.505494505494,18339.21978021978,13410.098901098901,23325.428571428572,0.5734065934065934,16401.37362637363,21016.54945054945,18504.30769230769,28.192554473876957
2015-04-06,57178.73626373626,23262.86813186813,17863.10989010989,18159.395604395606,13282.978021978022,23314.571428571428,0.5681318681318681,16238.472527472528,20864.98901098901,18326.153846153848,28.649227142333984
2015-04-07,57086.37362637363,23219.186813186814,17817.01098901099,18114.43956043956,13251.197802197803,23311.85714285714,0.5668131868131868,16197.747252747253,20827.0989010989,18281.615384615383,28.347780227661133
2015-04-08,56994.01098901099,23175.505494505494,17770.91208791209,18069.483516483517,13219.417582417582,23309.14285714286,0.5654945054945054,16157.021978021978,20789.20879120879,18237.076923076922,28.255538940429688
2015-04-09,56901.64835164835,23131.824175824175,17724.813186813186,18024.527472527472,13187.637362637362,23306.428571428572,0.5641758241758241,16116.296703296703,20751.31868131868,18192.53846153846,28.471511840820312
2015-04-10,56809.28571428572,23088.14285714286,17678.714285714286,17979.571428571428,13155.857142857143,23303.714285714286,0.5628571428571428,16075.57142857143,20713.428571428572,18148.0,28.59299087524414
2015-04-13,56532.1978021978,22957.0989010989,17540.417582417584,17844.703296703297,13060.516483516483,23295.571428571428,0.5589010989010988,15953.395604395604,20599.75824175824,18014.384615384617,28.53674697875977
2015-04-14,56439.83516483517,22913.417582417584,17494.31868131868,17799.747252747253,13028.736263736264,23292.85714285714,0.5575824175824176,15912.670329670329,20561.86813186813,17969.846153846152,28.41302490234375
