Date,Open,High,Low,Close,Adj Close,Volume,MA5,MA15,MA75,MA150,BOL_H,BOL_AVG,BOL_L,RSI,MACD,MACD_SIGNAL,OBV
2013-12-02,8.423333168029785,8.569999694824219,8.26200008392334,8.277999877929688,8.277999877929688,116268000,8.263066673278809,8.561066754659016,,,11.180656343775057,9.023766708374023,6.866877072972988,34.40384409702072,-0.7682335774176341,-0.8241905684585514,-1726872000
2013-12-03,8.845333099365234,9.662667274475098,8.772666931152344,9.646666526794434,9.646666526794434,385236000,8.58120002746582,8.561066754659016,,,10.732435316950781,8.922100019454955,7.11176472195913,52.931365791863946,-0.6233617809991738,-0.784024810966676,-1341636000
2013-12-04,9.621333122253418,9.628666877746582,9.142000198364258,9.263333320617676,9.263333320617676,197215500,8.827200126647949,8.566177813212077,,,10.058827106839646,8.795900058746337,7.532973010653029,48.77600614404778,-0.5333336859389917,-0.7338865859611392,-1538851500
2013-12-05,9.34333324432373,9.55666732788086,9.300000190734863,9.36533260345459,9.36533260345459,139326000,9.007733154296876,8.574088859558106,,,9.91197343101963,8.760300016403198,7.608626601786765,49.90297728308523,-0.44858428193688304,-0.6768261251562879,-1399525500
2013-12-06,9.434000015258789,9.499333381652832,9.08666706085205,9.157333374023438,9.157333374023438,118644000,9.142133140563965,8.57302220662435,,,9.89042959692787,8.752266693115235,7.6141037893026,47.603002902117595,-0.3936656357709154,-0.6201940272792135,-1518169500
2013-12-09,9.133333206176758,9.446666717529297,8.947333335876465,9.4399995803833,9.4399995803833,135922500,9.374533081054688,8.600355529785157,,,9.92629379057245,8.764433336257934,7.602572881943418,50.91394452116382,-0.32360311720452906,-0.5608758452642766,-1382247000
2013-12-10,9.33666706085205,9.724666595458984,9.324000358581543,9.47933292388916,9.47933292388916,161223000,9.341066360473633,8.691955502827962,,,9.894569582562813,8.75606665611267,7.617563729662528,51.374393815152686,-0.2618853431511443,-0.5010777448416501,-1221024000
2013-12-11,9.458666801452637,9.536666870117188,9.299332618713379,9.3100004196167,9.3100004196167,107067000,9.350399780273438,8.752222188313802,,,9.91128592290047,8.762233304977418,7.613180687054365,49.2332476661077,-0.2240545194541177,-0.44567309976414365,-1328091000
2013-12-12,9.313332557678223,9.88266658782959,9.235333442687988,9.83133316040039,9.83133316040039,161517000,9.443599891662597,8.869377708435058,,,10.015624813842523,8.791466617584229,7.567308421325936,55.39672373938975,-0.15027386037593438,-0.3865932518865018,-1166574000
2013-12-13,9.869999885559082,10.119999885559082,9.821332931518555,9.84333324432373,9.84333324432373,158878500,9.580799865722657,8.982933235168456,,,10.123502164256282,8.824966621398925,7.526431078541569,55.530556364038105,-0.08979870642192544,-0.32723434279358654,-1007695500
2013-12-16,9.898667335510254,10.028667449951172,9.739999771118164,9.862667083740234,9.862667083740234,100129500,9.665333366394043,9.10097770690918,,,10.239996487197786,8.866599988937377,7.493203490676969,55.76087035245524,-0.039852240135022754,-0.2697579222618738,-907566000
2013-12-17,9.838666915893555,10.308667182922363,9.754667282104492,10.163999557495117,10.163999557495117,157425000,9.802266693115234,9.241511027018229,,,10.406398157427931,8.96953330039978,7.532668443371628,59.29901851660237,0.02377168138798247,-0.21105200153190254,-750141000
2013-12-18,10.149333000183105,10.326666831970215,9.729999542236328,9.86533260345459,9.86533260345459,173728500,9.913333129882812,9.363644345601399,,,10.505463169310762,9.042499923706055,7.5795366781013485,54.6349402147237,0.04952329671601596,-0.15893694188231886,-923869500
2013-12-19,9.793333053588867,9.800000190734863,9.273332595825195,9.381333351135254,9.381333351135254,191100000,9.823333168029786,9.424888737996419,,,10.507342760782269,9.107866573333741,7.708390385885212,48.04063201206729,0.030525068691526158,-0.12104453976754985,-1114969500
2013-12-20,9.438667297363281,9.623332977294922,9.438667297363281,9.549332618713379,9.549332618713379,111189000,9.764533042907715,9.495822016398112,,,10.516352944287888,9.178333187103272,7.840313429918655,50.283712417161155,0.028694204049607208,-0.09109679100411844,-1003780500
2013-12-23,9.65666675567627,9.749333381652832,9.506667137145996,9.569999694824219,9.569999694824219,80782500,9.705999565124511,9.581955337524414,,,10.502476593821953,9.252233171463013,8.001989749104073,50.56643418921509,0.02858142210766168,-0.06716114838176242,-922998000
2013-12-24,10.0,10.33133316040039,9.98799991607666,10.093999862670898,10.093999862670898,149122500,9.691999626159667,9.61177755991618,,,10.527629459866395,9.35413317680359,8.180636893740784,57.21051217649632,0.06996792916532968,-0.039735332872344,-773875500
2013-12-26,10.336000442504883,10.533332824707031,10.28600025177002,10.366666793823242,10.366666793823242,106942500,9.792266464233398,9.68533312479655,,,10.556521388055014,9.470799875259399,8.385078362463783,60.207594702687544,0.1233471080726325,-0.0071188446833487,-666933000
2013-12-27,10.353333473205566,10.366666793823242,10.053333282470703,10.074666976928711,10.074666976928711,81903000,9.93093318939209,9.732622083028158,,,10.562572775298253,9.551399850845337,8.540226926392421,55.707611008316555,0.14046930435232063,0.02239878512378517,-748836000
2013-12-30,10.074666976928711,10.320667266845703,10.050000190734863,10.162667274475098,10.162667274475098,67012500,10.053600120544434,9.799644343058269,,,10.552744744155024,9.635266542434692,8.71778834071436,56.75658776055918,0.1593033074600232,0.04977968959103277,-681823500
2013-12-31,10.154666900634766,10.213333129882812,9.910667419433594,10.028667449951172,10.028667449951172,63936000,10.145333671569825,9.838888867696125,,,10.411012225667369,9.722799921035767,9.034587616404165,54.63475791709729,0.16155442580221369,0.07213463683326896,-745759500
2014-01-02,9.986666679382324,10.165332794189453,9.770000457763672,10.006667137145996,10.006667137145996,92826000,10.127867126464844,9.874044481913248,,,10.438866590481535,9.740799951553345,9.042733312625156,54.275991854740504,0.1597220357234317,0.08965211661130151,-838585500
2014-01-03,10.0,10.145999908447266,9.90666675567627,9.970666885375977,9.970666885375977,70425000,10.04866714477539,9.918088912963867,,,10.444946645482332,9.776166629791259,9.107386614100186,53.65510177695515,0.1535943933755135,0.10244057196414391,-909010500
2014-01-06,10.0,10.026666641235352,9.682666778564453,9.800000190734863,9.800000190734863,80416500,9.993733787536621,9.916000048319498,,,10.439565060844767,9.797900009155274,9.15623495746578,50.694398733168725,0.13342873334950056,0.10863820424121526,-989427000
2014-01-07,9.841333389282227,10.026666641235352,9.683333396911621,9.957332611083984,9.957332611083984,75511500,9.952666854858398,9.923600006103516,,,10.41092063282551,9.837899971008301,9.264879309191093,53.255174211552315,0.1286596060823335,0.1126424846094389,-913915500
2014-01-08,9.923333168029785,10.24666690826416,9.917332649230957,10.085332870483398,10.085332870483398,92448000,9.963999938964843,9.938444391886394,,,10.42222441518219,9.870166635513305,9.31810885584442,55.289686277195045,0.13366775092672967,0.11684753787289706,-821467500
2014-01-09,10.166666984558105,10.228667259216309,9.789999961853027,9.835332870483398,9.835332870483398,80730000,9.929733085632325,9.916533279418946,,,10.4106452268968,9.887966632843018,9.365288038789235,50.65262804734199,0.11612521197659298,0.11670307269363625,-902197500
2014-01-10,9.897333145141602,9.926667213439941,9.483332633972168,9.714667320251465,9.714667320251465,111691500,9.878533172607423,9.906488927205404,,,10.36727829504956,9.908199977874755,9.44912166069995,48.53671985870964,0.09143195139058591,0.1116488484330262,-1013889000
2014-01-13,9.718667030334473,9.800000190734863,9.187999725341797,9.28933334350586,9.28933334350586,94741500,9.77639980316162,9.900355593363445,,,10.41329613882578,9.88109998703003,9.34890383523428,41.89357501946249,0.03711364422365904,0.09674180759115276,-1108630500
2014-01-14,9.366666793823242,10.800000190734863,9.111332893371582,10.751333236694336,10.751333236694336,414105000,9.93519992828369,9.980488967895507,,,10.579312379697347,9.92649998664856,9.273687593599773,61.43327846134823,0.11076039055265596,0.09954552418345342,-694525500
2014-01-15,11.229999542236328,11.482000350952148,10.80666732788086,10.942000389099121,10.942000389099121,306984000,10.106533432006836,10.071955680847168,10.224542249043783,,10.76783422951557,9.980466651916505,9.19309907431744,63.17259318803609,0.1824085214517961,0.11611812363712196,-387541500
2014-01-16,10.833333015441895,11.513333320617676,10.826666831970215,11.39799976348877,11.39799976348877,179391000,10.41906681060791,10.158889007568359,10.20463114420573,,11.042098307962542,10.042166662216186,9.04223501646983,67.00511883859039,0.27284038582321024,0.14746257607433963,-208150500
2014-01-17,11.345999717712402,11.546667098999023,11.196666717529297,11.333999633789062,11.333999633789062,138093000,10.74293327331543,10.22337786356608,10.18419558207194,,11.258318656324358,10.11560001373291,8.972881371141463,65.96748259512307,0.3354768460148172,0.18506543006243514,-346243500
2014-01-21,11.416000366210938,11.81933307647705,11.387332916259766,11.778667449951172,11.778667449951172,146020500,11.240800094604491,10.336977895100912,10.180400047302246,,11.536874779749875,10.235466718673706,8.934058657597538,69.50140136317378,0.41619997428026423,0.23129233890600098,-200223000
2014-01-22,11.854000091552734,12.021332740783691,11.650667190551758,11.904000282287598,11.904000282287598,105339000,11.471333503723145,10.453066762288412,10.185066719055175,,11.80263557586661,10.353200101852417,8.903764627838225,70.43332185377919,0.4846996314919352,0.28197379742318784,-94884000
2014-01-23,11.815333366394043,12.158666610717773,11.561332702636719,12.100000381469727,12.100000381469727,118011000,11.702933502197265,10.591155624389648,10.18552894592285,,12.06854746253385,10.479700136184693,8.890852809835536,71.88037544172433,0.54847914711684,0.33527486736191825,23127000
2014-01-24,11.856666564941406,12.031999588012695,11.5686674118042,11.640000343322754,11.640000343322754,114964500,11.751333618164063,10.700044504801433,10.178000055948893,,12.212307088108396,10.557000160217285,8.901693232326174,63.96760719288594,0.5555032187415279,0.3793205376378402,-91837500
2014-01-27,11.677332878112793,11.861332893371582,10.980667114257812,11.307999610900879,11.307999610900879,130746000,11.746133613586426,10.789200019836425,10.173457819620769,,12.288327656079103,10.604066801071166,8.91980594606323,58.92576555707465,0.5281914988384244,0.4090947298779571,-222583500
2014-01-28,11.433333396911621,11.932000160217285,11.399999618530273,11.892000198364258,11.892000198364258,91401000,11.768800163269043,10.928666687011718,10.181991157531739,,12.449758034499652,10.694933462142945,8.940108889786238,64.26182214105133,0.5473610927993029,0.4367480024622262,-131182500
2014-01-29,11.686667442321777,11.939332962036133,11.541999816894531,11.682000160217285,11.682000160217285,89032500,11.72440013885498,11.043644523620605,10.18403559366862,,12.558223308862255,10.770900106430053,8.983576903997852,61.183756619125646,0.5393901324002375,0.4572764284498285,-220215000
2014-01-30,11.866666793823242,12.3186674118042,11.800666809082031,12.189332962036133,12.189332962036133,128475000,11.742266654968262,11.183911196390788,10.187715593973795,,12.733670011668057,10.878933382034301,9.024196752400545,65.48497302925335,0.5674691745984841,0.47931497767955966,-91740000
2014-01-31,11.923333168029785,12.399999618530273,11.900667190551758,12.093999862670898,12.093999862670898,97632000,11.83306655883789,11.334488995869954,10.189217821757,,12.864678772393232,10.983300018310548,9.101921264227864,64.04874347554147,0.5753966193959119,0.49853130602283013,-189372000
2014-02-03,12.192667007446289,12.325332641601562,11.677332878112793,11.807332992553711,11.807332992553711,101473500,11.932933235168457,11.474000040690104,10.183146705627442,,12.928933067052139,11.075133323669434,9.221333580286728,59.80144885334998,0.5521823415566747,0.5092615131295991,-290845500
2014-02-04,12.046667098999023,12.106666564941406,11.74666690826416,11.915332794189453,11.915332794189453,70294500,11.937599754333496,11.649066670735676,10.17885336558024,,12.971939120651284,11.180899953842163,9.389860787033042,60.85465181207213,0.5363172095731521,0.5146726524183097,-220551000
2014-02-05,11.886667251586914,12.03933334350586,11.290666580200195,11.628000259399414,11.628000259399414,109020000,11.926799774169922,11.707511138916015,10.171404469807943,,12.973370526831665,11.264433336257934,9.555496145684202,56.6054582900197,0.4948542719438578,0.5107089763234194,-329571000
2014-02-06,11.75333309173584,12.007332801818848,11.733332633972168,11.892000198364258,11.892000198364258,87624000,11.867333221435548,11.770844459533691,10.166942240397136,,12.994442983078867,11.354766702651977,9.715090422225087,59.409840433453596,0.4777895236680294,0.5041250857923414,-241947000
2014-02-07,12.067333221435547,12.442000389099121,11.973333358764648,12.435333251953125,12.435333251953125,133927500,11.935599899291992,11.840000025431316,10.17932445526123,,13.031611013884227,11.484766721725464,9.9379224295667,64.4953482602836,0.5023176194798928,0.5037635925298517,-108019500
2014-02-10,12.62266731262207,13.286666870117188,12.621333122253418,13.104000091552734,13.104000091552734,194560500,12.194933319091797,11.958000055948894,10.201564458211264,,13.129219618128438,11.654233360290528,10.179247102452617,69.55137735045959,0.5691513157167343,0.5168411371672282,86541000
2014-02-11,13.264666557312012,13.479999542236328,12.846667289733887,13.107999801635742,13.107999801635742,160648500,12.433466720581055,12.046622212727865,10.230115559895834,,13.00011225808135,11.845166683197021,10.690221108312693,69.57928332272111,0.61534690855032,0.5365422914438466,247189500
2014-02-12,13.052000045776367,13.218000411987305,12.954667091369629,13.021332740783691,13.021332740783691,77605500,12.71213321685791,12.12111104329427,10.249822222391764,,13.107470079673131,11.958666658401489,10.809863237129846,68.12238386231672,0.6376139247644996,0.5567566181079773,169584000
2014-02-13,12.88933277130127,13.514666557312012,12.883333206176758,13.308667182922363,13.308667182922363,120439500,12.995466613769532,12.20168883005778,10.276462224324545,,13.26927362700904,12.076999998092651,10.884726369176262,70.33977531807082,0.6707146032252531,0.5795482151314324,290023500
2014-02-14,13.206666946411133,13.458666801452637,13.133333206176758,13.215332984924316,13.215332984924316,92370000,13.151466560363769,12.306711006164551,10.307902221679688,,13.415040079301143,12.167866659164428,10.920693239027713,68.66886102698257,0.6815592488658808,0.599950421878322,197653500
2014-02-18,13.682666778564453,13.733332633972168,13.423999786376953,13.579999923706055,13.579999923706055,139992000,13.246666526794433,12.458177693684895,10.342773323059083,,13.608606960250444,12.280166673660279,10.951726387070114,71.51591526327799,0.7113789492692941,0.6222361273565165,337645500
2014-02-19,13.579999923706055,13.579999923706055,12.894000053405762,12.909333229064941,12.909333229064941,242535000,13.206933212280273,12.525999895731609,10.373368873596192,,13.671180895640846,12.336699962615967,11.002219029591087,60.60794068085976,0.6731346027277283,0.6324158224307589,95110500
2014-02-20,14.333999633789062,14.347332954406738,13.751333236694336,13.998000144958496,13.998000144958496,270034500,13.402266693115234,12.680399894714355,10.41783997853597,,13.941909490160175,12.441399955749512,10.94089042133885,68.90018652206251,0.7223452578137071,0.6504017095073487,365145000
2014-02-21,14.109333038330078,14.26533317565918,13.946000099182129,13.973333358764648,13.973333358764648,117282000,13.535199928283692,12.799333254496256,10.459999987284343,,14.166779923432891,12.535066604614258,10.903353285795625,68.54809053659822,0.7507010387366737,0.6704615753532137,247863000
2014-02-24,13.917332649230957,14.557332992553711,13.887999534606934,14.510000228881836,14.510000228881836,124176000,13.794133377075195,12.960399945576986,10.497733319600423,,14.467410695791404,12.678566598892212,10.88972250199302,71.91126748743437,0.8071731411929424,0.6978038885211595,372039000
2014-02-25,15.333333015441895,17.280000686645508,15.229999542236328,16.53333282470703,16.53333282470703,490225500,14.38479995727539,13.275466601053873,10.561013323465984,,15.289955785852207,12.93983325958252,10.589710733312831,80.41450662357616,1.003624560833419,0.7589680229836114,862264500
2014-02-26,17.238666534423828,17.666667938232422,16.5,16.866666793823242,16.866666793823242,369069000,15.17626667022705,13.605555534362793,10.651537768046062,,16.041637970763855,13.188566589355469,10.335495207947083,81.41281093339212,1.1726929177936807,0.8417130019456254,1231333500
2014-02-27,17.416667938232422,17.459999084472656,16.55533218383789,16.836000442504883,16.836000442504883,269187000,15.743866729736329,13.952755546569824,10.751777776082356,,16.62135485103907,13.446266603469848,10.271178355900627,81.00373803613334,1.2893435407451985,0.93123910970554,962146500
2014-02-28,16.643333435058594,16.845333099365234,16.170000076293945,16.320667266845703,16.320667266845703,218847000,16.213333511352538,14.248000017801921,10.846764450073243,,17.00648290496718,13.652833318710327,10.299183732453475,74.25184027821713,1.324933906073488,1.0099780689791296,743299500
2014-03-03,15.817333221435547,16.77666664123535,15.666000366210938,16.70400047302246,16.70400047302246,196339500,16.652133560180665,14.532577832539877,10.94086223602295,,17.406169755180276,13.883333349227906,10.360496943275535,75.86348177644435,1.3682984206431037,1.0816421393119244,939639000
2014-03-04,17.23200035095215,17.333332061767578,16.85533332824707,16.98933219909668,16.98933219909668,131184000,16.743333435058595,14.791599973042805,11.044897766113282,,17.77689825782904,14.142433309555054,10.507968361281067,77.01665307607516,1.409441828489685,1.1472020771474767,1070823000
2014-03-05,17.114667892456055,17.132667541503906,16.786666870117188,16.8439998626709,16.8439998626709,89035500,16.738800048828125,15.040666643778483,11.146195538838704,,18.054124484277295,14.388866662979126,10.723608841680958,75.04982780986128,1.4140212143128448,1.2005659045805503,981787500
2014-03-06,16.94266700744629,17.166667938232422,16.6299991607666,16.862667083740234,16.862667083740234,110416500,16.744133377075194,15.296755599975587,11.248719991048176,,18.236622671949032,14.650600004196168,11.064577336443303,75.13765426160008,1.402983973384238,1.241049518341288,1092204000
2014-03-07,16.862667083740234,16.989999771118164,16.29400062561035,16.413999557495117,16.413999557495117,117184500,16.76279983520508,15.503777758280437,11.34717332204183,,18.305258679651445,14.87669997215271,11.448141264653977,68.863296894744,1.3425569993564128,1.261351014544313,975019500
2014-03-10,16.18000030517578,16.200000762939453,15.737333297729492,15.922666549682617,15.922666549682617,115921500,16.60653305053711,15.684266662597656,11.45140443166097,,18.316055886521205,15.051066637039185,11.786077387557166,62.689628457175274,1.2407194777785548,1.2572247071911613,859098000
2014-03-11,15.766667366027832,16.30666732788086,15.495332717895508,15.62733268737793,15.62733268737793,132151500,16.33413314819336,15.820755513509114,11.547688865661621,,18.32440431572272,15.177233266830445,12.03006221793817,59.251090478622764,1.123233596041926,1.2304264849613142,726946500
2014-03-12,15.433333396911621,16.5,15.407333374023438,16.099332809448242,16.099332809448242,146316000,16.185199737548828,16.033422152201336,11.654693298339843,,18.348209019933293,15.32679991722107,12.305390814508849,62.76612737148584,1.056038301330327,1.1955488482351169,873262500
2014-03-13,16.252666473388672,16.279333114624023,15.600000381469727,15.852666854858398,15.852666854858398,93544500,15.98319969177246,16.157066599527994,11.757528851826986,,18.304035832157613,15.468366622924805,12.632697413691997,59.860078189682504,0.9716807344370881,1.150775225475511,779718000
2014-03-14,15.685999870300293,15.795999526977539,15.221332550048828,15.39799976348877,15.39799976348877,124345500,15.779999732971191,16.252044359842937,11.85494218190511,,18.230933461241868,15.572833251953124,12.914733042664382,54.821611229207384,0.8582455994178879,1.0922693002639865,655372500
2014-03-17,15.66333293914795,15.862000465393066,15.366666793823242,15.59866714477539,15.59866714477539,88689000,15.715199851989746,16.32462215423584,11.95551108042399,,18.120428645668447,15.69199995994568,13.263571274222912,56.55950738289391,0.775598995851146,1.0289352393814184,744061500
2014-03-18,15.796667098999023,16.100000381469727,15.668000221252441,16.002666473388672,16.002666473388672,93634500,15.790266609191894,16.289244397481283,12.061768862406412,,18.041533308842354,15.81313328742981,13.584733266017267,59.90366192021419,0.7342365150446319,0.9699954945140612,837696000
