Date,Energy Adj Close,Energy Volume,Materials Adj Close,Materials Volume,Industrials Adj Close,Industrials Volume,Consumer Cyclical Adj Close,Consumer Cyclical Volume,Consumer Staples Adj Close,Consumer Staples Volume,Health Care Adj Close,Health Care Volume,Financials Adj Close,Financials Volume,Information Technology Adj Close,Information Technology Volume,Communication Services Adj Close,Communication Services Volume,Utilities Adj Close,Utilities Volume,Real Estate Adj Close,Real Estate Volume
2013-10-15,88.48333740234375,104900,45.90052795410156,11000,77.04019927978516,139700,87.55237579345703,147300,31.008813858032227,7792900,82.37163543701172,144500,13.574076652526855,57169733,73.31188201904297,306100,66.30671691894531,29200,26.82469940185547,11996100,45.707271575927734,3231700
2013-10-16,89.74053955078125,83000,46.18354034423828,23600,77.5206527709961,101200,88.83938598632812,255600,31.469682693481445,7034800,83.99226379394531,164500,13.862174987792969,92827371,74.060302734375,150300,67.2905502319336,25300,27.06868553161621,12875100,46.56572341918945,3066400
2013-10-17,90.0239486694336,90600,46.87192153930664,22400,78.12974548339844,125700,89.25657653808594,141700,31.823022842407227,8498700,84.76317596435547,233800,13.982770919799805,65763713,73.98817443847656,231200,68.49393463134766,34100,27.50642967224121,16082200,47.268699645996094,3258600
2013-10-18,90.91053009033203,99300,46.910179138183594,19100,79.13349151611328,93700,89.83349609375,135400,31.86910057067871,5861400,84.54415893554688,213800,14.009575843811035,51511564,75.30467987060547,180200,69.24195098876953,26800,27.57819938659668,10977100,47.221378326416016,2685200
2013-10-21,90.53262329101562,84600,47.11669158935547,23800,79.3565444946289,82200,89.99327087402344,100800,31.79997444152832,3646400,84.00979614257812,119100,13.982770919799805,35925381,75.62935638427734,237300,69.43708801269531,421700,27.520784378051758,7401900,46.937496185302734,2276500
2013-10-22,90.96865844726562,117100,47.84332275390625,44400,79.80265808105469,108500,90.57020568847656,151300,32.19940185546875,9404700,84.7544174194336,126100,14.009575843811035,38892953,75.49408721923828,269500,69.64848327636719,115800,27.872417449951172,19630200,47.370079040527344,3611600
2013-10-23,89.63880157470703,132500,47.40733337402344,40700,79.71687316894531,108900,90.06427764892578,96100,32.26083755493164,8809800,84.7456283569336,117200,13.895674705505371,44094297,74.95301818847656,207200,69.51839447021484,23000,27.893957138061523,14171300,47.45796203613281,4650000
2013-10-24,90.35095977783203,75600,47.60621643066406,50100,80.3174057006836,208500,90.95187377929688,95500,32.19940185546875,7754800,84.79817962646484,109200,13.91577434539795,34263777,75.2596435546875,143400,69.5509033203125,92700,27.83654022216797,7866600,47.4444465637207,1600400
2013-10-25,90.61983489990234,62400,47.65974426269531,46600,80.6434097290039,183100,91.38678741455078,78800,32.27619552612305,4301900,84.83324432373047,82300,13.97607421875,34527334,75.49408721923828,143800,69.89241027832031,12100,28.130767822265625,6550100,48.02574920654297,2213000
2013-10-28,90.68523406982422,76700,47.65974426269531,116200,80.56619262695312,141200,91.16490173339844,100000,32.69865798950195,33007100,85.06099700927734,112400,13.942570686340332,26414798,75.57525634765625,144300,70.18511199951172,27700,28.07335090637207,9821200,47.6810302734375,3347400
2013-10-29,91.39013671875,51100,47.53737258911133,20500,80.80642700195312,138100,91.67970275878906,117200,32.98286056518555,15133400,85.53406524658203,131600,13.982770919799805,27109328,75.95396423339844,189100,70.88434600830078,20700,28.109233856201172,7922000,47.40388870239258,3174900
2013-10-30,90.80877685546875,62300,47.292606353759766,41800,80.3260269165039,245500,91.20039367675781,91600,32.69865798950195,11872100,84.94713592529297,133800,13.929173469543457,43636119,75.61129760742188,175300,70.56725311279297,45900,27.929834365844727,12317800,47.00508117675781,2466500
2013-10-31,90.6343765258789,64800,46.9331169128418,40900,80.36030578613281,80700,91.39566802978516,91200,32.52967834472656,11588100,84.57042694091797,64300,13.781778335571289,60161063,75.43094635009766,208000,70.33960723876953,39200,27.829357147216797,16903000,46.72794723510742,4039600
2013-11-01,90.26374816894531,142400,46.54302978515625,757300,80.89221954345703,139200,91.53768157958984,63900,32.6525764465332,9055000,85.12232208251953,90200,13.815274238586426,41068991,75.47602081298828,174900,69.65660858154297,57600,28.030296325683594,12356900,46.971282958984375,3448800
2013-11-04,91.52821350097656,67500,47.070796966552734,19500,81.32115936279297,137100,91.96373748779297,78000,32.68331527709961,5305500,85.29751586914062,86200,13.821975708007812,23064878,75.73756408691406,222500,70.56725311279297,49600,28.08771324157715,6215400,47.05916213989258,2640800
2013-11-05,90.82331085205078,65400,46.91781234741211,89900,81.046630859375,147500,91.99034881591797,86600,32.7447509765625,6804500,85.01721954345703,123400,13.748274803161621,31916014,75.7916488647461,186400,70.02247619628906,22900,27.88677215576172,10733200,46.288578033447266,2533800
2013-11-06,91.01950073242188,59100,47.3385009765625,15600,81.22679901123047,118400,91.67970275878906,77500,33.098087310791016,7356400,84.67555236816406,68400,13.815274238586426,35278244,76.34171295166016,151600,70.23390197753906,19200,28.267108917236328,10117700,46.22099304199219,2256900
2013-11-07,89.66786193847656,118000,46.55067825317383,53700,80.12867736816406,116800,89.82461547851562,160800,32.61418533325195,11993800,83.86087036132812,121400,13.661174774169922,55046504,75.29569244384766,246000,68.85167694091797,20800,28.001596450805664,12396700,45.64644241333008,3236900
2013-11-08,91.10673522949219,107300,47.017250061035156,69500,81.28684997558594,96400,91.18266296386719,92500,32.775482177734375,15162000,85.33258056640625,463300,13.97607421875,78709894,76.16136169433594,151600,69.33138275146484,20800,27.95135498046875,19988600,45.03132629394531,3577500
2013-11-11,91.27385711669922,57900,46.95606231689453,14600,81.35547637939453,68400,91.3779067993164,75400,32.675628662109375,7981900,85.56034851074219,86400,13.982770919799805,28828050,76.15233612060547,137900,68.96550750732422,15400,27.94418716430664,7459700,45.078651428222656,2243000
2013-11-12,90.3800277709961,83900,46.696006774902344,76800,81.42413330078125,105800,91.2802734375,43700,32.72938537597656,5657100,85.53406524658203,71800,13.848776817321777,35299294,76.48602294921875,118800,69.0142822265625,27000,27.707366943359375,11242200,44.875858306884766,2269900
2013-11-13,91.01950073242188,94800,46.81072998046875,51600,81.89595031738281,145500,92.68269348144531,81500,33.00591278076172,7651500,86.00711059570312,73600,13.969371795654297,52414257,77.32461547851562,176800,69.03054809570312,20700,27.843721389770508,9596500,45.16651916503906,2547100
2013-11-14,91.7171401977539,66600,47.12433624267578,38400,82.2734375,101600,93.17974853515625,97100,33.24403381347656,5891500,86.67286682128906,114300,14.089974403381348,43016187,77.02704620361328,224900,68.81912994384766,151900,28.08771324157715,18829300,45.48419952392578,2483500
2013-11-15,92.26945495605469,113800,47.4302864074707,11300,82.56513977050781,98400,93.50814056396484,106300,33.282432556152344,3054000,87.18093872070312,112300,14.156972885131836,45884171,77.32461547851562,192800,69.03868103027344,34600,28.25275230407715,7791700,45.65319061279297,2140300
2013-11-18,91.47008514404297,97400,47.231422424316406,20200,82.59086608886719,151900,92.80694580078125,179800,33.18257141113281,3924900,86.70790100097656,135500,14.150269508361816,52683107,76.63929748535156,231000,69.34765625,30500,28.216876983642578,12206300,45.369293212890625,1739500
2013-11-19,91.47734832763672,81500,47.154930114746094,17300,82.02462768554688,113100,92.38090515136719,96400,33.05967330932617,7013200,86.73418426513672,106100,14.170371055603027,35699492,76.27859497070312,264400,69.14439392089844,85600,28.008769989013672,10079600,45.05160140991211,2202800
2013-11-20,91.24481964111328,112900,46.864280700683594,41200,81.6214370727539,84700,91.94598388671875,82100,32.92141342163086,7392100,87.049560546875,109200,14.130171775817871,39271362,76.0982437133789,237700,68.65652465820312,25900,27.700191497802734,15244000,44.504093170166016,2922700
2013-11-21,92.11683654785156,54400,46.87192153930664,15100,82.3592300415039,79100,92.9134750366211,57700,32.98286056518555,6777800,87.61897277832031,143900,14.331171035766602,45735589,76.94587707519531,354700,69.03868103027344,23700,27.764772415161133,7968100,44.84882354736328,2998000
2013-11-22,92.64006042480469,50000,46.833675384521484,40000,82.99407958984375,89400,93.46377563476562,63900,33.15184783935547,5443000,88.65267944335938,174900,14.398168563842773,34106702,76.86473846435547,195500,68.86792755126953,45000,27.743242263793945,6864900,44.67308044433594,1919400
2013-11-25,91.79708862304688,90000,46.52772521972656,29600,82.88256072998047,248800,93.53478240966797,104700,33.098087310791016,4447200,88.97679138183594,247800,14.418272972106934,34048598,76.7024154663086,422300,68.64026641845703,51300,27.63560676574707,6967400,44.46354293823242,2934200
2013-11-26,91.60816192626953,61500,46.351802825927734,29700,83.13994598388672,99700,94.10282897949219,78700,33.06736755371094,3854300,88.7840576171875,131000,14.404869079589844,34307478,77.09017181396484,199600,69.0142822265625,35300,27.362905502319336,11718900,44.308074951171875,2673400
2013-11-27,90.8669204711914,83900,46.390052795410156,55800,83.56888580322266,98200,94.43123626708984,66700,33.09040069580078,3257000,88.84539031982422,144000,14.44506549835205,19686029,77.75745391845703,155700,69.16876220703125,14900,27.305500030517578,8469300,44.68659591674805,2990600
2013-11-29,90.78697204589844,42400,46.71894454956055,39300,83.29434967041016,49200,94.59101104736328,45500,33.0366325378418,2642100,88.84539031982422,67200,14.391467094421387,14792804,78.11814880371094,172300,69.15251922607422,9900,27.291149139404297,2943500,44.27426528930664,2259600
2013-12-02,90.78697204589844,94800,46.2370719909668,35600,82.83109283447266,172900,94.04070281982422,128900,32.85996627807617,5041700,88.8629150390625,156600,14.384770393371582,37823829,77.76647186279297,236900,68.29877471923828,32900,27.176326751708984,7179400,44.017417907714844,3659000
2013-12-03,91.07041931152344,94800,45.77814483642578,21900,82.2991714477539,73800,93.4016342163086,88500,33.02128601074219,6124800,88.2234115600586,248400,14.237370491027832,34143508,77.89273071289062,145800,68.32316589355469,31200,27.312671661376953,9868200,43.929534912109375,2246800
2013-12-04,90.78697204589844,100800,45.915809631347656,120300,82.02462768554688,117400,93.19750213623047,87000,32.944461822509766,8093100,87.89054870605469,181100,14.270869255065918,53872745,78.13619232177734,202200,68.29877471923828,39700,27.434667587280273,7393900,44.09177017211914,3189600
2013-12-05,90.44541931152344,57500,45.73990249633789,23900,81.98175048828125,61900,93.17084503173828,51400,32.644893646240234,6060000,87.68904876708984,75300,14.136872291564941,45227309,78.06405639648438,132000,68.0223159790039,25800,27.212207794189453,9726300,44.24722671508789,2622100
2013-12-06,90.76516723632812,138600,46.27531814575195,79600,83.1914291381836,229500,93.81879425048828,146200,33.09040069580078,7108600,88.7752914428711,81100,14.331171035766602,37371314,78.6051254272461,139000,68.4532470703125,22100,27.585371017456055,7415300,44.5649299621582,2022500
2013-12-09,90.82331085205078,446800,46.374752044677734,15400,83.36300659179688,158000,93.76554107666016,99900,33.20562744140625,5513100,88.84539031982422,187500,14.391467094421387,27234152,78.78543853759766,214400,68.22559356689453,472500,27.420312881469727,7241900,44.78123092651367,2326100
2013-12-10,90.53262329101562,154000,46.504783630371094,13400,83.18280792236328,105100,93.82767486572266,84700,32.92141342163086,3341900,88.46871948242188,92000,14.337867736816406,37960839,78.69525146484375,172600,67.63206481933594,48700,27.147626876831055,9598000,44.66631317138672,2439600
2013-12-11,89.24636840820312,178800,45.785797119140625,31400,81.91311645507812,158900,92.86021423339844,117200,32.975189208984375,21705800,86.86559295654297,146900,14.143572807312012,79264090,77.92880249023438,259300,66.8840103149414,24200,26.925167083740234,8718000,43.63887023925781,2789100
2013-12-12,89.67513275146484,156800,45.29627227783203,30100,81.99890899658203,80400,92.64720153808594,94500,32.52199935913086,9662500,86.4188232421875,136000,14.143572807312012,48718056,77.5410385131836,193300,66.76203155517578,43200,26.961044311523438,7757400,43.395545959472656,2746100
2013-12-13,89.3335952758789,195300,45.464542388916016,28200,82.2734375,105800,92.85133361816406,86100,32.46822738647461,5929000,86.49767303466797,116100,14.156972885131836,89187304,77.45990753173828,210400,67.16043853759766,29400,26.917972564697266,6196200,43.503692626953125,3165400
2013-12-16,90.22014617919922,135300,45.83934020996094,32600,83.1570816040039,124500,93.50814056396484,82200,32.46055603027344,5893100,86.70790100097656,122300,14.244071006774902,84071637,78.23538208007812,215900,67.38810729980469,27400,27.061508178710938,9674200,43.652408599853516,2571400
2013-12-17,89.71875,419200,45.81465530395508,18700,83.10564422607422,217800,93.27738189697266,95900,32.30692672729492,7247300,86.29618835449219,231100,14.150269508361816,33255096,78.3976821899414,249700,67.20111083984375,32300,27.011276245117188,5689600,43.85519027709961,2640100
2013-12-18,91.07768249511719,148300,46.3314208984375,18300,84.41820526123047,155100,94.60877227783203,111500,32.84461212158203,11754200,88.20591735839844,185000,14.478567123413086,122031246,78.98384857177734,351600,68.1198959350586,22600,27.37009620666504,19247200,44.63251876831055,4120500
2013-12-19,91.23027038574219,177300,46.32370376586914,39200,84.33241271972656,219900,94.43123626708984,117000,32.78315353393555,5698800,87.9781265258789,135300,14.458467483520508,56205614,79.00187683105469,301000,68.55895233154297,67800,27.16914939880371,16073200,44.017417907714844,3297500
2013-12-20,91.60303497314453,110200,46.5010986328125,35000,85.17362213134766,188800,94.98902130126953,126000,32.931766510009766,11007300,88.59481811523438,158600,14.546649932861328,81181865,79.88059997558594,272400,69.11957550048828,39300,27.43824005126953,15367900,44.28778839111328,3832900
2013-12-23,91.64002990722656,105100,46.840476989746094,30600,85.52056121826172,168100,95.4635009765625,130600,32.900787353515625,6601700,89.0112533569336,145900,14.613965034484863,36429968,80.85598754882812,277300,69.80452728271484,138900,27.32944679260254,16915600,44.375667572021484,4183400
2013-12-24,92.26130676269531,63700,47.1721305847168,15800,85.92818450927734,121000,95.79476165771484,46000,32.94723892211914,5915300,89.00237274169922,109900,14.640891075134277,9107923,81.0383071899414,187100,70.25270080566406,62000,27.43824005126953,4937200,44.415470123291016,1801200
2013-12-26,92.9417953491211,145700,47.43436813354492,15600,86.41384887695312,139000,96.34087371826172,96500,33.078819274902344,15154600,89.47200012207031,147100,14.674546241760254,18352240,81.29354095458984,317700,70.49791717529297,41900,27.314939498901367,10308200,44.449790954589844,4333500
2013-12-27,93.47429656982422,169100,47.71974563598633,17600,86.32711791992188,255500,96.05437469482422,130000,33.15620422363281,3590500,89.42767333984375,151700,14.667816162109375,14700479,81.12946319580078,219200,70.89534759521484,128800,27.423742294311523,12797600,44.54590606689453,3277100
2013-12-30,92.77166748046875,183500,47.89714050292969,24400,86.30108642578125,149200,96.38562774658203,103600,33.241336822509766,3245700,89.56946563720703,317500,14.640891075134277,19989840,81.04744720458984,291400,70.66703796386719,50900,27.48900604248047,5664400,44.55964660644531,3603900
2013-12-31,93.51126861572266,199700,48.07454299926758,16200,86.7520751953125,171600,96.74373626708984,106600,33.264549255371094,6516500,89.57833099365234,165700,14.714934349060059,22770053,81.62169647216797,428500,70.74313354492188,37500,27.53978729248047,7021800,44.31935501098633,5576900
2014-01-02,92.17254638671875,247100,47.51920700073242,280400,85.6506576538086,288600,96.27818298339844,374600,32.854366302490234,14997000,89.11758422851562,255000,14.634153366088867,43679450,80.78305053710938,358100,70.13431549072266,87200,27.119104385375977,20415200,44.32622146606445,5829600
2014-01-03,91.95067596435547,134300,47.38809585571289,23400,85.96287536621094,275000,96.13497161865234,647200,32.792442321777344,6298600,89.32135009765625,149500,14.735127449035645,30349074,80.50960540771484,829500,69.9313735961914,138000,27.032068252563477,13766800,44.57337188720703,2771700
2014-01-06,91.92848205566406,192100,47.23383331298828,31900,85.39047241210938,457600,95.52616119384766,264000,32.668617248535156,9498600,88.95806884765625,252400,14.748595237731934,42798546,80.2817153930664,386300,70.17662048339844,105100,27.075580596923828,11236100,44.79990768432617,2917500
2014-01-07,92.64591217041016,157700,47.05644226074219,10500,85.85013580322266,251300,96.08123016357422,252600,32.84661865234375,7479100,89.99473571777344,263800,14.75532341003418,58506229,81.09297943115234,317000,70.6755142211914,34900,27.314939498901367,8648200,44.999000549316406,2582600
2014-01-08,92.04682922363281,158400,47.064144134521484,20700,85.85013580322266,195500,95.97382354736328,175000,32.59895324707031,23824100,90.87190246582031,303700,14.802448272705078,44270453,81.19329071044922,347600,70.59093475341797,35200,27.16987419128418,14376400,44.779319763183594,3368400
2014-01-09,91.72879791259766,158100,46.69392395019531,17500,86.21437072753906,217300,95.69628143310547,227000,32.76922607421875,24438600,91.68708801269531,263600,14.856293678283691,35872817,80.81040954589844,581900,69.52546691894531,41700,27.32944679260254,9369300,44.779319763183594,2543000
2014-01-10,91.88408660888672,147900,46.9561653137207,142600,86.53527069091797,224000,96.07228088378906,151300,32.81565856933594,15903800,92.27185821533203,287700,14.829373359680176,44795967,80.95628356933594,394600,69.61002349853516,88200,27.721111297607422,26524100,45.39029312133789,2683900
2014-01-13,90.10157775878906,216200,46.616798400878906,18300,85.52923583984375,229600,94.16535949707031,240500,32.62990951538086,9275100,91.54531860351562,533500,14.607232093811035,52459804,80.0538101196289,316500,68.9420166015625,45000,27.43824005126953,12417000,45.08823776245117,3650800
2014-01-14,91.21844482421875,138300,47.02558517456055,15900,86.44854736328125,119400,94.98902130126953,146700,32.80018997192383,10885000,92.77690887451172,198600,14.728397369384766,38581263,81.54877471923828,289800,69.54238891601562,34500,27.47450828552246,7674100,45.417747497558594,2383400
2014-01-15,90.9743423461914,124800,47.280113220214844,17300,87.11634063720703,177800,95.19493103027344,167800,32.80792236328125,4384200,92.7857666015625,275100,14.90341567993164,75928326,82.50592803955078,342300,70.26959991455078,36000,27.423742294311523,5951900,45.760986328125,3069700
2014-01-16,91.10011291503906,119000,47.65033721923828,76400,86.87348937988281,127400,94.80995178222656,121300,32.81565856933594,6522100,93.06043243408203,215000,14.809179306030273,57911287,82.52415466308594,254300,70.37955474853516,26400,27.6123046875,8357500,45.843360900878906,2704800
2014-01-17,91.01873016357422,111800,47.796871185302734,70500,86.42251586914062,209300,94.35335540771484,164100,32.56024932861328,8233800,93.02498626708984,379700,14.762056350708008,70660016,82.03191375732422,354100,70.23578643798828,54600,27.60505485534668,4316300,45.57563781738281,2957800
2014-01-21,91.54387664794922,153600,47.69660568237305,21300,86.57862854003906,195500,94.14743041992188,155600,32.68408966064453,5618400,93.60092163085938,262000,14.775519371032715,51099056,82.37831115722656,380900,70.08356475830078,81000,27.909687042236328,5727700,45.9875373840332,3255800
2014-01-22,92.0246353149414,123700,47.49607467651367,12500,86.84748840332031,265200,94.48765563964844,133800,32.68408966064453,3615300,93.6363754272461,289300,14.782251358032227,22301904,82.50592803955078,279400,70.13431549072266,62400,27.938688278198242,7474700,46.186607360839844,3432800
2014-01-23,90.95955657958984,209200,47.095001220703125,26400,85.90216827392578,174200,93.76248168945312,177400,32.39772415161133,8916700,93.06043243408203,289100,14.539917945861816,64648058,82.13217163085938,390100,70.15123748779297,56200,27.858919143676758,9423900,46.07676315307617,3262600
2014-01-24,88.97737121582031,216000,45.83008575439453,44600,83.178955078125,382000,91.8465805053711,331300,32.10363006591797,18509700,90.83649444580078,364500,14.21008014678955,86803719,80.40022277832031,496800,68.98429107666016,69800,27.547040939331055,15017600,45.500125885009766,2745800
2014-01-27,88.52619934082031,605100,45.629547119140625,45000,83.04888153076172,244800,91.39894104003906,623100,31.9720458984375,8451500,89.92385864257812,438100,14.122570991516113,79350014,79.49776458740234,479800,69.14496612548828,646000,27.6123046875,8421800,45.15001678466797,3818500
2014-01-28,89.28800964355469,118900,46.14630889892578,28300,83.85543060302734,140700,92.13307189941406,122900,32.21974182128906,5022200,91.17317199707031,249600,14.311050415039062,43538500,79.2333984375,602500,69.16185760498047,58400,27.71384620666504,7901600,45.5275764465332,2406700
2014-01-29,88.80726623535156,145900,46.13860321044922,30800,82.9534683227539,204700,90.70063781738281,482400,31.65473747253418,36942400,90.41120147705078,239900,14.1427640914917,79334380,78.49504852294922,344700,68.54458618164062,71900,27.699350357055664,11042600,45.28045654296875,3308200
2014-01-30,89.02173614501953,206300,46.339134216308594,20700,83.68197631835938,391800,92.2315444946289,204400,31.701162338256836,19016600,92.01492309570312,329900,14.344705581665039,56607904,79.68917846679688,483000,68.84053802490234,29600,28.127269744873047,8401900,45.96692657470703,2990100
2014-01-31,87.77914428710938,169500,45.853214263916016,5600,83.23966217041016,168400,91.19303894042969,128600,31.54637336730957,21959500,91.25292205810547,255500,14.176420211791992,65974214,79.70741271972656,336700,68.76443481445312,39400,28.359375,14013600,46.21406555175781,5454400
2014-02-03,86.19635009765625,298200,44.7348518371582,360400,80.79401397705078,328300,88.70415496826172,471100,30.86530303955078,41150000,89.16188049316406,448600,13.819656372070312,129496030,77.97543334960938,442900,66.58277893066406,119200,28.134531021118164,20555400,45.479530334472656,7310400
2014-02-04,86.90638732910156,261500,45.12049102783203,62900,81.46176147460938,346200,89.69791412353516,364500,31.02783203125,11694000,90.04791259765625,578200,13.954280853271484,67895066,78.33094024658203,552200,67.05631256103516,44600,27.967716217041016,10911900,46.02872085571289,4472100
2014-02-05,86.04105377197266,372700,45.205345153808594,45600,81.23631286621094,434200,89.73371887207031,250300,31.051048278808594,9453300,89.5251693725586,446500,13.94081974029541,58062823,78.34918975830078,426700,67.13241577148438,39600,27.844409942626953,7811200,45.9326057434082,2656000
2014-02-06,87.42415618896484,268900,46.007484436035156,47500,82.31172180175781,360000,91.58692932128906,99500,31.38385581970215,12794100,89.888427734375,361200,14.156228065490723,49232368,79.33370971679688,444500,67.03092956542969,32500,28.047500610351562,10539100,46.268978118896484,2755500
2014-02-07,88.34127044677734,107100,46.77105712890625,33000,83.57792663574219,230600,92.69710540771484,160300,31.67793846130371,6986300,91.5718994140625,305900,14.331244468688965,63056129,80.42756652832031,279100,67.71589660644531,51300,28.199804306030273,10061000,46.61909484863281,5918800
2014-02-10,87.78655242919922,494100,46.74020767211914,37300,83.144287109375,683000,92.7149887084961,120600,31.80179214477539,5645800,92.52882385253906,607500,14.344705581665039,53244320,80.72837829589844,606100,67.60594940185547,40800,28.410140991210938,7326400,47.058441162109375,6276300
2014-02-11,89.05132293701172,138200,47.634910583496094,33300,84.01155853271484,184500,93.47599029541016,117300,32.17328643798828,9688100,93.65409088134766,892400,14.492801666259766,46243500,81.53966522216797,796800,68.4092788696289,57100,28.678503036499023,10098200,47.24379348754883,7136400
2014-02-12,89.02913665771484,231100,47.70431900024414,105800,84.46250915527344,132400,93.5386734008789,94100,32.03396224975586,8852500,93.69837951660156,275300,14.492801666259766,47764154,81.81314086914062,439700,68.6629638671875,53300,28.714771270751953,5818900,47.27124786376953,3335400
2014-02-13,89.49510955810547,99800,48.005126953125,17400,84.80073547363281,226500,94.04000854492188,47700,32.19649124145508,5708600,94.52239227294922,520200,14.546649932861328,39783458,82.56975555419922,490100,69.55931091308594,59700,29.02665901184082,8209100,47.44973373413086,2754600
2014-02-14,90.74508666992188,101400,48.39076614379883,46800,85.29508209228516,345800,94.46078491210938,44400,32.38226318359375,7234700,94.71733856201172,268700,14.566839218139648,37421046,82.78852844238281,266800,69.13648986816406,28500,29.21522331237793,7239400,47.635093688964844,2509200
2014-02-18,91.20364379882812,144700,48.6298713684082,19700,85.28638458251953,147000,94.6308822631836,110400,32.19649124145508,7130400,95.74513244628906,315300,14.593771934509277,26168844,83.1075668334961,505200,68.81515502929688,637000,29.316783905029297,9736200,47.868492126464844,3819900
2014-02-19,91.1370849609375,120400,48.39076614379883,69900,84.54924774169922,121900,93.86094665527344,78000,32.1268424987793,6085300,95.08059692382812,380200,14.391825675964355,78908823,82.65179443359375,406600,68.90819549560547,49700,29.149951934814453,10371700,47.84103775024414,4334000
2014-02-20,91.7879409790039,93700,48.65300369262695,14600,85.4685287475586,105700,94.5682144165039,45400,32.266143798828125,6793100,96.08182525634766,829000,14.43221664428711,39164019,83.03463745117188,244800,69.89752960205078,31200,29.374799728393555,9621700,47.738059997558594,3503400
2014-02-21,91.25542449951172,93700,48.59130859375,21000,85.44254302978516,100900,94.7293701171875,72200,32.19649124145508,5702300,96.09952545166016,263100,14.459139823913574,53100785,82.81585693359375,306700,69.24642944335938,44600,29.411062240600586,9209700,47.854766845703125,2406000
2014-02-24,92.76427459716797,1284800,48.59130859375,8100,86.11030578613281,157200,95.27550506591797,106100,32.31258773803711,3302300,96.78179168701172,796300,14.566839218139648,51914224,83.26251983642578,547000,68.82363891601562,68000,29.338531494140625,7101700,47.97145462036133,3690100
2014-02-25,92.66071319580078,208200,48.344482421875,477400,85.69403076171875,185600,95.81266784667969,327100,32.43642044067383,6304200,96.65775299072266,247800,14.479336738586426,49380703,83.05287170410156,305600,68.32470703125,56000,29.30227279663086,6571100,48.129364013671875,3329500
2014-02-26,92.11339569091797,111700,48.19794845581055,598200,85.96287536621094,146600,96.50202941894531,119300,32.40547561645508,4877300,96.65775299072266,301500,14.459139823913574,52231699,83.26251983642578,319300,67.885009765625,73600,29.207977294921875,9831000,48.23918533325195,4623500
