Date,Adj Close,2-year,5-year,10-year,T10Y2Y,VIXCLS,STLFSI3
2016-09-29,13.380000114440918,0.73,1.12,1.56,0.83,14.02,
2016-09-30,13.60200023651123,0.77,1.14,1.6,0.83,13.29,0.2762
2016-10-03,14.24666690826416,0.8,1.18,1.63,0.83,13.57,
2016-10-04,14.093999862670898,0.82,1.22,1.69,0.87,13.63,
2016-10-05,13.897333145141602,0.85,1.26,1.72,0.87,12.99,
2016-10-06,13.399999618530273,0.86,1.28,1.75,0.89,12.84,
2016-10-07,13.107333183288574,0.83,1.26,1.73,0.9,13.48,-0.1614
2016-10-10,13.396666526794434,,,,0.9,13.38,
2016-10-11,13.34000015258789,0.87,1.3,1.77,0.9,15.36,
2016-10-12,13.434000015258789,0.87,1.31,1.79,0.92,15.91,
2016-10-13,13.349332809448242,0.85,1.27,1.75,0.9,16.69,
2016-10-14,13.100666999816895,0.84,1.28,1.8,0.96,16.12,0.0196
2016-10-17,12.93066692352295,0.81,1.26,1.77,0.96,16.21,
2016-10-18,13.273332595825195,0.82,1.24,1.75,0.93,15.28,
2016-10-19,13.570667266845703,0.81,1.24,1.76,0.95,14.41,
2016-10-20,13.273332595825195,0.84,1.26,1.76,0.92,13.75,
2016-10-21,13.339332580566406,0.84,1.25,1.74,0.9,13.34,0.0794
2016-10-24,13.517333030700684,0.84,1.27,1.77,0.93,13.02,
2016-10-25,13.489333152770996,0.86,1.29,1.77,0.91,13.46,
2016-10-26,13.482666969299316,0.86,1.3,1.79,0.93,14.24,
2016-10-27,13.600666999816895,0.87,1.33,1.85,0.98,15.36,
2016-10-28,13.33133316040039,0.86,1.33,1.86,1.0,16.19,-0.0654
2016-10-31,13.182000160217285,0.86,1.31,1.84,0.98,17.06,
2016-11-01,12.719332695007324,0.83,1.3,1.83,1.0,18.56,
2016-11-02,12.534667015075684,0.81,1.26,1.81,1.0,19.32,
2016-11-03,12.494667053222656,0.81,1.26,1.82,1.01,22.08,
2016-11-04,12.704000473022461,0.8,1.24,1.79,0.99,22.51,0.3701
2016-11-07,12.880666732788086,0.82,1.29,1.83,1.01,18.71,
2016-11-08,12.996000289916992,0.87,1.34,1.88,1.01,18.74,
2016-11-09,12.670666694641113,0.9,1.49,2.07,1.17,14.38,
2016-11-10,12.356666564941406,0.92,1.56,2.15,1.23,14.74,
2016-11-11,12.570667266845703,,,,1.23,14.17,-0.2971
2016-11-14,12.096667289733887,1.0,1.66,2.23,1.23,14.48,
2016-11-15,12.251333236694336,1.02,1.68,2.23,1.21,13.37,
2016-11-16,12.26200008392334,1.0,1.68,2.22,1.22,13.72,
2016-11-17,12.577333450317383,1.04,1.73,2.29,1.25,13.35,
2016-11-18,12.334667205810547,1.07,1.8,2.34,1.27,12.85,-0.4193
2016-11-21,12.3013334274292,1.08,1.79,2.33,1.25,12.42,
2016-11-22,12.744667053222656,1.07,1.77,2.31,1.24,12.41,
2016-11-23,12.87600040435791,1.12,1.83,2.36,1.24,12.43,
2016-11-25,13.109999656677246,1.12,1.83,2.36,1.24,12.34,-0.2858
2016-11-28,13.074666976928711,1.11,1.8,2.32,1.21,13.15,
2016-11-29,12.637999534606934,1.09,1.78,2.3,1.21,12.9,
2016-11-30,12.626667022705078,1.11,1.83,2.37,1.26,13.33,
2016-12-01,12.125332832336426,1.14,1.9,2.45,1.31,14.07,
2016-12-02,12.097999572753906,1.11,1.84,2.4,1.29,14.12,-0.1242
2016-12-05,12.453332901000977,1.13,1.84,2.39,1.26,12.14,
2016-12-06,12.390000343322754,1.12,1.84,2.39,1.27,11.79,
2016-12-07,12.876667022705078,1.1,1.8,2.34,1.24,12.22,
2016-12-08,12.81933307647705,1.12,1.83,2.4,1.28,12.64,
2016-12-09,12.812000274658203,1.15,1.89,2.47,1.32,11.75,-0.3979
2016-12-12,12.828666687011719,1.15,1.9,2.49,1.34,12.64,
2016-12-13,13.210000038146973,1.17,1.92,2.48,1.31,12.72,
2016-12-14,13.246000289916992,1.27,2.02,2.54,1.27,13.19,
2016-12-15,13.17199993133545,1.29,2.1,2.6,1.31,12.79,
2016-12-16,13.499333381652832,1.28,2.07,2.6,1.32,12.2,-0.3821
2016-12-19,13.51533317565918,1.24,2.03,2.54,1.3,11.71,
2016-12-20,13.919333457946777,1.25,2.06,2.57,1.32,11.45,
2016-12-21,13.846667289733887,1.21,2.04,2.55,1.34,11.27,
2016-12-22,13.896666526794434,1.22,2.04,2.55,1.33,11.43,
2016-12-23,14.22266674041748,1.22,2.04,2.55,1.33,11.44,-0.2048
2016-12-27,14.635333061218262,1.28,2.07,2.57,1.29,11.99,
2016-12-28,14.649333000183105,1.26,2.02,2.51,1.25,12.95,
2016-12-29,14.312000274658203,1.22,1.96,2.49,1.27,13.37,
2016-12-30,14.246000289916992,1.2,1.93,2.45,1.25,14.04,-0.1283
2017-01-03,14.465999603271484,1.22,1.94,2.45,1.23,12.85,
2017-01-04,15.13266658782959,1.24,1.94,2.46,1.22,11.85,
2017-01-05,15.116666793823242,1.17,1.86,2.37,1.2,11.67,
2017-01-06,15.267333030700684,1.22,1.92,2.42,1.2,11.32,-0.1297
2017-01-09,15.41866683959961,1.21,1.89,2.38,1.17,11.56,
2017-01-10,15.324666976928711,1.19,1.89,2.38,1.19,11.49,
2017-01-11,15.315333366394043,1.2,1.89,2.38,1.18,11.26,
2017-01-12,15.305999755859375,1.18,1.87,2.36,1.18,11.54,
2017-01-13,15.850000381469727,1.21,1.9,2.4,1.19,11.23,-0.1838
2017-01-17,15.70533275604248,1.17,1.84,2.33,1.16,11.87,
2017-01-18,15.890666961669922,1.23,1.93,2.42,1.19,12.48,
2017-01-19,16.250667572021484,1.25,1.97,2.47,1.22,12.78,
2017-01-20,16.315332412719727,1.2,1.95,2.48,1.28,11.54,-0.2366
2017-01-23,16.594667434692383,1.16,1.88,2.41,1.25,11.77,
2017-01-24,16.974000930786133,1.21,1.94,2.47,1.26,11.07,
2017-01-25,16.96466636657715,1.23,1.99,2.53,1.3,10.81,
2017-01-26,16.833999633789062,1.21,1.95,2.51,1.3,10.63,
2017-01-27,16.863332748413086,1.22,1.94,2.49,1.27,10.58,-0.3638
2017-01-30,16.708667755126953,1.22,1.94,2.49,1.27,11.88,
2017-01-31,16.795333862304688,1.19,1.9,2.45,1.26,11.99,
2017-02-01,16.615999221801758,1.22,1.93,2.48,1.26,11.81,
2017-02-02,16.770000457763672,1.21,1.92,2.48,1.27,11.93,
2017-02-03,16.755332946777344,1.21,1.93,2.49,1.28,10.97,-0.2657
2017-02-06,17.184667587280273,1.16,1.86,2.42,1.26,11.37,
2017-02-07,17.165332794189453,1.16,1.85,2.4,1.24,11.29,
2017-02-08,17.472000122070312,1.15,1.81,2.34,1.19,11.45,
2017-02-09,17.946666717529297,1.2,1.88,2.4,1.2,10.88,
2017-02-10,17.948667526245117,1.2,1.89,2.41,1.21,10.85,-0.2165
2017-02-13,18.706666946411133,1.2,1.92,2.43,1.23,11.07,
2017-02-14,18.73200035095215,1.25,1.98,2.47,1.22,10.74,
2017-02-15,18.650667190551758,1.27,2.01,2.51,1.24,11.97,
2017-02-16,17.93000030517578,1.22,1.95,2.45,1.23,11.76,
2017-02-17,18.148666381835938,1.21,1.92,2.42,1.21,11.49,-0.4804
2017-02-21,18.492666244506836,1.22,1.93,2.43,1.21,11.57,
2017-02-22,18.233999252319336,1.22,1.92,2.42,1.2,11.74,
2017-02-23,17.06599998474121,1.18,1.87,2.38,1.2,11.71,
2017-02-24,17.133333206176758,1.12,1.8,2.31,1.19,11.47,-0.2718
2017-02-27,16.415332794189453,1.2,1.87,2.36,1.16,12.09,
2017-02-28,16.666000366210938,1.22,1.89,2.36,1.14,12.92,
2017-03-01,16.667999267578125,1.29,1.99,2.46,1.17,12.54,
2017-03-02,16.698667526245117,1.32,2.03,2.49,1.17,11.81,
2017-03-03,16.771333694458008,1.32,2.02,2.49,1.17,10.96,-0.535
2017-03-06,16.747333526611328,1.31,2.02,2.49,1.18,11.24,
2017-03-07,16.57266616821289,1.32,2.05,2.52,1.2,11.45,
2017-03-08,16.45800018310547,1.36,2.08,2.57,1.21,11.86,
2017-03-09,16.32666778564453,1.37,2.13,2.6,1.23,12.3,
2017-03-10,16.246000289916992,1.36,2.11,2.58,1.22,11.66,-0.5972
2017-03-13,16.411333084106445,1.4,2.14,2.62,1.22,11.35,
2017-03-14,17.200000762939453,1.4,2.13,2.6,1.2,12.3,
2017-03-15,17.048667907714844,1.33,2.02,2.51,1.18,11.63,
2017-03-16,17.469999313354492,1.35,2.05,2.53,1.18,11.21,
2017-03-17,17.433332443237305,1.33,2.03,2.5,1.17,11.28,-0.4611
2017-03-20,17.461332321166992,1.3,2.0,2.47,1.17,11.34,
2017-03-21,16.711999893188477,1.27,1.96,2.43,1.16,12.47,
2017-03-22,17.000667572021484,1.27,1.95,2.4,1.13,12.81,
2017-03-23,16.985332489013672,1.26,1.95,2.41,1.15,13.12,
2017-03-24,17.54400062561035,1.26,1.93,2.4,1.14,12.96,-0.173
2017-03-27,18.014667510986328,1.27,1.93,2.38,1.11,12.5,
2017-03-28,18.496667861938477,1.3,1.97,2.42,1.12,11.53,
2017-03-29,18.492000579833984,1.26,1.93,2.39,1.13,11.42,
2017-03-30,18.527999877929688,1.28,1.96,2.42,1.14,11.54,
2017-03-31,18.553333282470703,1.27,1.93,2.4,1.13,12.37,-0.454
2017-04-03,19.90133285522461,1.24,1.88,2.35,1.11,12.38,
2017-04-04,20.246667861938477,1.25,1.88,2.36,1.11,11.79,
2017-04-05,19.666667938232422,1.24,1.85,2.34,1.1,12.89,
2017-04-06,19.913333892822266,1.24,1.87,2.34,1.1,12.39,
2017-04-07,20.16933250427246,1.29,1.92,2.38,1.09,12.87,-0.4
2017-04-10,20.826000213623047,1.29,1.91,2.37,1.08,14.05,
2017-04-11,20.58066749572754,1.24,1.84,2.32,1.08,15.07,
2017-04-12,19.78933334350586,1.24,1.81,2.28,1.04,15.77,
2017-04-13,20.266666412353516,1.21,1.77,2.24,1.03,15.96,
2017-04-17,20.09600067138672,1.21,1.79,2.26,1.05,14.66,
2017-04-18,20.016666412353516,1.18,1.71,2.18,1.0,14.42,
2017-04-19,20.368000030517578,1.19,1.74,2.21,1.02,14.93,
2017-04-20,20.167333602905273,1.21,1.78,2.24,1.03,14.15,
2017-04-21,20.373332977294922,1.2,1.77,2.24,1.04,14.63,-0.227
2017-04-24,20.53533363342285,1.25,1.81,2.28,1.03,10.84,
2017-04-25,20.91933250427246,1.29,1.87,2.35,1.06,10.76,
2017-04-26,20.67799949645996,1.28,1.84,2.32,1.04,10.85,
2017-04-27,20.575332641601562,1.25,1.81,2.3,1.05,10.36,
2017-04-28,20.937999725341797,1.28,1.81,2.29,1.01,10.82,-0.7133
2017-05-01,21.52199935913086,1.28,1.84,2.33,1.05,10.11,
2017-05-02,21.25933265686035,1.27,1.81,2.29,1.02,10.59,
2017-05-03,20.73466682434082,1.3,1.86,2.33,1.03,10.68,
2017-05-04,19.69733238220215,1.32,1.88,2.36,1.04,10.46,
2017-05-05,20.55666732788086,1.32,1.89,2.36,1.04,10.57,-0.568
2017-05-08,20.479333877563477,1.33,1.91,2.39,1.06,9.77,
2017-05-09,21.417333602905273,1.37,1.94,2.42,1.05,9.96,
2017-05-10,21.681333541870117,1.35,1.94,2.41,1.06,10.21,
2017-05-11,21.540000915527344,1.35,1.93,2.39,1.04,10.6,
2017-05-12,21.65399932861328,1.29,1.85,2.33,1.04,10.4,-0.6759
2017-05-15,21.058666229248047,1.31,1.86,2.34,1.03,10.42,
2017-05-16,21.134000778198242,1.29,1.86,2.33,1.04,10.65,
2017-05-17,20.407333374023438,1.26,1.76,2.22,0.96,15.59,
2017-05-18,20.87066650390625,1.27,1.78,2.23,0.96,14.66,
2017-05-19,20.722000122070312,1.28,1.79,2.23,0.95,12.04,-0.3784
2017-05-22,20.690000534057617,1.29,1.8,2.25,0.96,10.93,
2017-05-23,20.257333755493164,1.31,1.84,2.29,0.98,10.72,
2017-05-24,20.681333541870117,1.29,1.79,2.26,0.97,10.02,
2017-05-25,21.121999740600586,1.3,1.78,2.25,0.95,9.99,
2017-05-26,21.676000595092773,1.3,1.79,2.25,0.95,9.81,-0.6602
2017-05-30,22.34000015258789,1.28,1.76,2.21,0.93,10.38,
2017-05-31,22.733999252319336,1.28,1.75,2.21,0.93,10.41,
2017-06-01,22.691333770751953,1.28,1.76,2.21,0.93,9.89,
2017-06-02,22.656667709350586,1.28,1.71,2.15,0.87,9.75,-0.5659
2017-06-05,23.154666900634766,1.32,1.74,2.18,0.86,10.07,
2017-06-06,23.523332595825195,1.3,1.71,2.14,0.84,10.45,
2017-06-07,23.976667404174805,1.32,1.74,2.18,0.86,10.39,
2017-06-08,24.666667938232422,1.33,1.75,2.19,0.86,10.16,
2017-06-09,23.821332931518555,1.35,1.77,2.21,0.86,10.7,-0.7031
2017-06-12,23.93400001525879,1.35,1.78,2.21,0.86,11.46,
2017-06-13,25.06333351135254,1.38,1.79,2.21,0.83,10.42,
2017-06-14,25.37733268737793,1.35,1.74,2.15,0.8,10.64,
2017-06-15,25.022666931152344,1.35,1.76,2.16,0.81,10.9,
2017-06-16,24.760000228881836,1.32,1.75,2.16,0.84,10.38,-0.713
2017-06-19,24.65333366394043,1.36,1.8,2.19,0.83,10.37,
2017-06-20,24.81599998474121,1.36,1.77,2.16,0.8,10.86,
2017-06-21,25.093332290649414,1.36,1.78,2.16,0.8,10.75,
2017-06-22,25.507333755493164,1.34,1.76,2.15,0.81,10.48,
2017-06-23,25.56333351135254,1.34,1.77,2.15,0.81,10.02,-0.4561
2017-06-26,25.166000366210938,1.36,1.77,2.14,0.78,9.9,
2017-06-27,24.158000946044922,1.38,1.83,2.21,0.83,11.06,
2017-06-28,24.749332427978516,1.34,1.81,2.22,0.88,10.03,
2017-06-29,24.049999237060547,1.38,1.85,2.27,0.89,11.44,
2017-06-30,24.107332229614258,1.38,1.89,2.31,0.93,11.18,-0.6181
2017-07-03,23.507999420166016,1.41,1.93,2.35,0.94,11.22,
2017-07-05,21.805999755859375,1.41,1.92,2.33,0.92,11.07,
2017-07-06,20.588666915893555,1.4,1.94,2.37,0.97,12.54,
2017-07-07,20.881332397460938,1.4,1.95,2.39,0.99,11.19,-0.7232
2017-07-10,21.06999969482422,1.4,1.93,2.38,0.98,11.11,
2017-07-11,21.814666748046875,1.37,1.92,2.37,1.0,10.89,
2017-07-12,21.968000411987305,1.35,1.88,2.33,0.98,10.3,
2017-07-13,21.560667037963867,1.37,1.89,2.35,0.98,9.9,
2017-07-14,21.851999282836914,1.35,1.87,2.33,0.98,9.51,-0.5653
2017-07-17,21.30466651916504,1.36,1.86,2.31,0.95,9.82,
2017-07-18,21.882667541503906,1.36,1.82,2.27,0.91,9.89,
2017-07-19,21.68400001525879,1.37,1.83,2.27,0.9,9.79,
2017-07-20,21.994667053222656,1.37,1.82,2.27,0.9,9.58,
2017-07-21,21.893333435058594,1.36,1.81,2.24,0.88,9.36,-0.6322
2017-07-24,22.834667205810547,1.37,1.83,2.26,0.89,9.43,
2017-07-25,22.639999389648438,1.4,1.9,2.33,0.93,9.43,
2017-07-26,22.92333221435547,1.36,1.83,2.29,0.93,9.6,
2017-07-27,22.297332763671875,1.36,1.84,2.32,0.96,10.11,
2017-07-28,22.33799934387207,1.34,1.83,2.3,0.96,10.29,-0.7725
2017-07-31,21.564666748046875,1.34,1.84,2.3,0.96,10.26,
2017-08-01,21.30466651916504,1.34,1.8,2.26,0.92,10.09,
2017-08-02,21.72599983215332,1.36,1.82,2.27,0.91,10.28,
2017-08-03,23.139333724975586,1.34,1.79,2.24,0.9,10.44,
2017-08-04,23.79400062561035,1.36,1.82,2.27,0.91,10.03,-0.606
2017-08-07,23.67799949645996,1.36,1.81,2.26,0.9,9.93,
2017-08-08,24.347999572753906,1.36,1.84,2.29,0.93,10.96,
2017-08-09,24.235332489013672,1.33,1.81,2.24,0.91,11.11,
2017-08-10,23.69333267211914,1.33,1.78,2.2,0.87,16.04,
2017-08-11,23.857999801635742,1.3,1.74,2.19,0.89,15.51,-0.4625
2017-08-14,24.253332138061523,1.33,1.77,2.22,0.89,12.33,
2017-08-15,24.155332565307617,1.35,1.83,2.27,0.92,12.04,
2017-08-16,24.194000244140625,1.33,1.79,2.23,0.9,11.74,
2017-08-17,23.461332321166992,1.32,1.76,2.19,0.87,15.55,
2017-08-18,23.163999557495117,1.33,1.77,2.19,0.86,14.26,-0.4393
2017-08-21,22.52400016784668,1.32,1.76,2.18,0.86,13.19,
2017-08-22,22.75666618347168,1.33,1.8,2.22,0.89,11.35,
2017-08-23,23.51799964904785,1.32,1.76,2.17,0.85,12.25,
2017-08-24,23.528667449951172,1.33,1.78,2.19,0.86,12.23,
2017-08-25,23.203332901000977,1.35,1.77,2.17,0.82,11.28,-0.4562
2017-08-28,23.04400062561035,1.33,1.74,2.16,0.83,11.32,
2017-08-29,23.157333374023438,1.33,1.7,2.13,0.8,11.7,
2017-08-30,23.545333862304688,1.33,1.72,2.15,0.82,11.22,
2017-08-31,23.726667404174805,1.33,1.7,2.12,0.79,10.59,
2017-09-01,23.69333267211914,1.35,1.73,2.16,0.81,10.13,-0.5032
2017-09-05,23.305999755859375,1.3,1.65,2.07,0.77,12.23,
2017-09-06,22.968666076660156,1.3,1.69,2.1,0.8,11.63,
2017-09-07,23.374000549316406,1.27,1.63,2.05,0.78,11.55,
2017-09-08,22.893333435058594,1.27,1.64,2.06,0.79,12.12,-0.3791
2017-09-11,24.246000289916992,1.32,1.71,2.14,0.82,10.73,
2017-09-12,24.183332443237305,1.33,1.75,2.17,0.84,10.58,
2017-09-13,24.415332794189453,1.35,1.78,2.2,0.85,10.5,
2017-09-14,25.176000595092773,1.37,1.79,2.2,0.83,10.44,
2017-09-15,25.320667266845703,1.39,1.81,2.2,0.81,10.17,-0.7977
2017-09-18,25.666667938232422,1.4,1.83,2.23,0.83,10.15,
2017-09-19,25.00666618347168,1.4,1.84,2.24,0.84,10.18,
2017-09-20,24.92733383178711,1.45,1.89,2.28,0.83,9.78,
2017-09-21,24.43199920654297,1.45,1.89,2.27,0.82,9.67,
2017-09-22,23.4060001373291,1.46,1.88,2.26,0.8,9.59,-0.8158
2017-09-25,22.999332427978516,1.44,1.85,2.22,0.78,10.21,
2017-09-26,23.016666412353516,1.45,1.87,2.24,0.79,10.17,
2017-09-27,22.731332778930664,1.47,1.91,2.31,0.84,9.87,
2017-09-28,22.639999389648438,1.45,1.89,2.31,0.86,9.55,
2017-09-29,22.739999771118164,1.47,1.92,2.33,0.86,9.51,-0.707
2017-10-02,22.768667221069336,1.49,1.94,2.34,0.85,9.45,
2017-10-03,23.209333419799805,1.47,1.92,2.33,0.86,9.51,
2017-10-04,23.667333602905273,1.47,1.92,2.33,0.86,9.63,
2017-10-05,23.68866729736328,1.49,1.94,2.35,0.86,9.19,
2017-10-06,23.79199981689453,1.54,1.97,2.37,0.83,9.65,-0.7828
2017-10-09,22.862667083740234,,,,0.83,10.33,
2017-10-10,23.70599937438965,1.51,1.95,2.35,0.84,10.08,
2017-10-11,23.639999389648438,1.51,1.95,2.35,0.84,9.85,
2017-10-12,23.711999893188477,1.51,1.95,2.33,0.82,9.91,
2017-10-13,23.704666137695312,1.51,1.91,2.28,0.77,9.61,-0.6798
2017-10-16,23.373332977294922,1.54,1.95,2.3,0.76,9.91,
2017-10-17,23.71666717529297,1.54,1.97,2.3,0.76,10.31,
2017-10-18,23.976667404174805,1.59,1.99,2.34,0.75,10.07,
2017-10-19,23.45400047302246,1.58,1.98,2.33,0.75,10.05,
2017-10-20,23.00666618347168,1.6,2.03,2.39,0.79,9.97,-0.7567
2017-10-23,22.468000411987305,1.58,2.01,2.38,0.8,11.07,
2017-10-24,22.48933219909668,1.6,2.05,2.42,0.82,11.16,
2017-10-25,21.722667694091797,1.61,2.06,2.44,0.83,11.23,
2017-10-26,21.744667053222656,1.63,2.07,2.46,0.83,11.3,
2017-10-27,21.391332626342773,1.59,2.03,2.42,0.83,9.8,-0.836
2017-10-30,21.338666915893555,1.58,2.0,2.37,0.79,10.5,
2017-10-31,22.101999282836914,1.6,2.01,2.38,0.78,10.18,
2017-11-01,21.405332565307617,1.61,2.01,2.37,0.76,10.2,
2017-11-02,19.950666427612305,1.61,2.0,2.35,0.74,9.93,
2017-11-03,20.4060001373291,1.63,1.99,2.34,0.71,9.14,-0.6533
2017-11-06,20.185333251953125,1.61,1.99,2.32,0.71,9.4,
2017-11-07,20.40333366394043,1.63,1.99,2.32,0.69,9.89,
2017-11-08,20.292667388916016,1.65,2.01,2.32,0.67,9.78,
2017-11-09,20.19933319091797,1.63,2.01,2.33,0.7,10.5,
2017-11-10,20.19933319091797,1.67,2.06,2.4,0.73,11.29,-0.6695
2017-11-13,21.02666664123535,1.7,2.08,2.4,0.7,11.5,
2017-11-14,20.579999923706055,1.68,2.06,2.38,0.7,11.59,
2017-11-15,20.753332138061523,1.68,2.04,2.33,0.65,13.13,
2017-11-16,20.833332061767578,1.72,2.07,2.37,0.65,11.76,
2017-11-17,21.003332138061523,1.73,2.06,2.35,0.62,11.43,-0.7161
2017-11-20,20.582666397094727,1.77,2.09,2.37,0.6,10.65,
2017-11-21,21.187332153320312,1.77,2.11,2.36,0.59,9.73,
2017-11-22,20.84000015258789,1.74,2.05,2.32,0.58,9.88,
2017-11-24,21.036666870117188,1.75,2.07,2.34,0.59,9.67,-0.8183
2017-11-27,21.12066650390625,1.74,2.06,2.32,0.58,9.87,
2017-11-28,21.170000076293945,1.75,2.07,2.34,0.59,10.03,
2017-11-29,20.502666473388672,1.78,2.09,2.37,0.59,10.7,
2017-11-30,20.59000015258789,1.78,2.14,2.42,0.64,11.28,
2017-12-01,20.435333251953125,1.78,2.13,2.37,0.59,11.43,-0.8167
2017-12-04,20.34666633605957,1.8,2.15,2.37,0.57,11.68,
2017-12-05,20.246667861938477,1.83,2.15,2.36,0.53,11.33,
2017-12-06,20.884000778198242,1.78,2.11,2.33,0.55,11.02,
2017-12-07,20.749332427978516,1.8,2.14,2.37,0.57,10.16,
2017-12-08,21.0086669921875,1.8,2.14,2.38,0.58,9.58,-0.7321
2017-12-11,21.92733383178711,1.82,2.16,2.39,0.57,9.34,
2017-12-12,22.735332489013672,1.83,2.18,2.4,0.57,9.92,
2017-12-13,22.601999282836914,1.79,2.12,2.36,0.57,10.18,
2017-12-14,22.525999069213867,1.82,2.14,2.35,0.53,10.49,
2017-12-15,22.89666748046875,1.84,2.16,2.35,0.51,9.42,-0.7001
2017-12-18,22.591333389282227,1.84,2.17,2.39,0.55,9.53,
2017-12-19,22.073333740234375,1.87,2.23,2.46,0.59,10.03,
2017-12-20,21.93199920654297,1.87,2.24,2.49,0.62,9.72,
2017-12-21,22.110666275024414,1.89,2.26,2.48,0.59,9.62,
2017-12-22,21.68000030517578,1.91,2.26,2.48,0.57,9.9,-0.7837
2017-12-26,21.152666091918945,1.92,2.25,2.47,0.55,10.25,
2017-12-27,20.775999069213867,1.89,2.22,2.42,0.53,10.47,
2017-12-28,21.02400016784668,1.91,2.23,2.43,0.52,10.18,
2017-12-29,20.75666618347168,1.89,2.2,2.4,0.51,11.04,-0.5638
2018-01-02,21.368667602539062,1.92,2.25,2.46,0.54,9.77,
2018-01-03,21.149999618530273,1.94,2.25,2.44,0.5,9.15,
2018-01-04,20.974666595458984,1.96,2.27,2.46,0.5,9.22,
2018-01-05,21.10533332824707,1.96,2.29,2.47,0.51,9.22,-0.7536
2018-01-08,22.42733383178711,1.96,2.29,2.49,0.53,9.52,
2018-01-09,22.246000289916992,1.98,2.33,2.55,0.57,10.08,
2018-01-10,22.31999969482422,1.98,2.32,2.55,0.57,9.82,
2018-01-11,22.530000686645508,1.98,2.32,2.54,0.56,9.88,
2018-01-12,22.4146671295166,1.99,2.35,2.55,0.56,10.16,-0.8509
2018-01-16,22.67066764831543,2.03,2.36,2.54,0.51,11.66,
2018-01-17,23.143999099731445,2.05,2.39,2.57,0.52,11.91,
2018-01-18,22.971332550048828,2.05,2.43,2.62,0.57,12.22,
2018-01-19,23.334667205810547,2.06,2.45,2.64,0.58,11.27,-0.772
2018-01-22,23.437332153320312,2.08,2.46,2.66,0.58,11.03,
2018-01-23,23.519332885742188,2.06,2.43,2.63,0.57,11.1,
2018-01-24,23.05933380126953,2.08,2.43,2.65,0.57,11.47,
2018-01-25,22.50933265686035,2.08,2.41,2.63,0.55,11.58,
2018-01-26,22.856666564941406,2.13,2.47,2.66,0.53,11.08,-0.7905
2018-01-29,23.302000045776367,2.11,2.49,2.7,0.59,13.84,
2018-01-30,23.05466651916504,2.13,2.51,2.73,0.6,14.79,
2018-01-31,23.62066650390625,2.14,2.52,2.72,0.58,13.54,
2018-02-01,23.28333282470703,2.16,2.56,2.78,0.62,13.47,
2018-02-02,22.916667938232422,2.15,2.58,2.84,0.69,17.31,-0.6674
2018-02-05,22.208667755126953,2.08,2.5,2.77,0.69,37.32,
2018-02-06,22.264667510986328,2.1,2.52,2.79,0.69,29.98,
2018-02-07,23.0,2.15,2.57,2.84,0.69,27.73,
2018-02-08,21.01533317565918,2.13,2.57,2.85,0.72,33.46,
2018-02-09,20.69466781616211,2.05,2.52,2.83,0.78,29.06,-0.0202
2018-02-12,21.048667907714844,2.09,2.56,2.86,0.77,25.61,
2018-02-13,21.577333450317383,2.1,2.54,2.83,0.73,24.97,
2018-02-14,21.487333297729492,2.17,2.65,2.91,0.74,19.26,
2018-02-15,22.271333694458008,2.19,2.65,2.9,0.71,19.13,
2018-02-16,22.365999221801758,2.21,2.63,2.87,0.66,19.46,-0.4137
2018-02-20,22.31800079345703,2.25,2.65,2.88,0.63,20.6,
2018-02-21,22.219999313354492,2.26,2.69,2.94,0.68,20.02,
2018-02-22,23.077999114990234,2.25,2.66,2.92,0.67,18.72,
2018-02-23,23.469999313354492,2.25,2.62,2.88,0.63,16.49,-0.5373
2018-02-26,23.827999114990234,2.22,2.6,2.86,0.64,15.8,
2018-02-27,23.39933204650879,2.27,2.67,2.9,0.63,18.59,
2018-02-28,22.87066650390625,2.25,2.65,2.87,0.62,19.85,
2018-03-01,22.062000274658203,2.22,2.58,2.81,0.59,22.47,
2018-03-02,22.341333389282227,2.25,2.63,2.86,0.61,19.59,-0.1865
2018-03-05,22.22333335876465,2.24,2.65,2.88,0.64,18.73,
2018-03-06,21.8799991607666,2.25,2.65,2.88,0.63,18.36,
2018-03-07,22.15333366394043,2.25,2.65,2.89,0.64,17.76,
2018-03-08,21.940000534057617,2.25,2.63,2.86,0.61,16.54,
2018-03-09,21.81133270263672,2.27,2.65,2.9,0.63,14.64,-0.2913
2018-03-12,23.034000396728516,2.27,2.64,2.87,0.6,15.78,
2018-03-13,22.78933334350586,2.26,2.62,2.84,0.58,16.35,
2018-03-14,21.775333404541016,2.26,2.61,2.81,0.55,17.23,
2018-03-15,21.706666946411133,2.29,2.62,2.82,0.53,16.59,
2018-03-16,21.42333221435547,2.31,2.65,2.85,0.54,15.8,-0.1952
2018-03-19,20.90399932861328,2.31,2.65,2.85,0.54,19.02,
2018-03-20,20.703332901000977,2.34,2.69,2.89,0.55,18.2,
2018-03-21,21.101999282836914,2.31,2.69,2.89,0.58,17.86,
2018-03-22,20.606666564941406,2.29,2.63,2.83,0.54,23.34,
2018-03-23,20.1026668548584,2.28,2.61,2.82,0.54,24.87,0.0071
2018-03-26,20.278667449951172,2.33,2.64,2.85,0.52,21.03,
2018-03-27,18.61199951171875,2.26,2.58,2.78,0.52,22.5,
2018-03-28,17.185333251953125,2.28,2.59,2.77,0.49,22.87,
2018-03-29,17.742000579833984,2.27,2.56,2.74,0.47,19.97,
2018-04-02,16.832000732421875,2.25,2.55,2.73,0.48,23.62,
