Date,Net Income,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow,Adj Close
2019-01-14,18487.37362637363,23958.571428571428,7163.384615384615,-16450.68131868132,14671.274725274725,36.040321350097656
2019-01-15,18395.021978021978,23787.85714285714,7245.846153846154,-16624.0989010989,14409.604395604394,36.77794647216797
2019-01-16,18302.67032967033,23617.142857142855,7328.307692307692,-16797.516483516483,14147.934065934065,37.22725296020508
2019-01-17,18210.31868131868,23446.428571428572,7410.7692307692305,-16970.934065934067,13886.263736263736,37.44829940795898
2019-01-18,18117.967032967033,23275.714285714286,7493.2307692307695,-17144.35164835165,13624.593406593405,37.678955078125
2019-01-22,17748.56043956044,22592.857142857145,7823.076923076924,-17838.021978021978,12577.912087912087,36.83320617675781
2019-01-23,17656.20879120879,22422.142857142855,7905.538461538462,-18011.43956043956,12316.241758241758,36.982181549072266
2019-01-24,17563.857142857145,22251.428571428572,7988.0,-18184.857142857145,12054.571428571428,36.689056396484375
2019-01-25,17471.505494505494,22080.714285714286,8070.461538461539,-18358.274725274725,11792.901098901099,37.90481185913086
2019-01-28,17194.45054945055,21568.571428571428,8317.846153846154,-18878.527472527472,11007.89010989011,37.55402374267578
2019-01-29,17102.0989010989,21397.85714285714,8400.307692307691,-19051.945054945056,10746.21978021978,37.16477966308594
2019-01-30,17009.747252747253,21227.142857142855,8482.76923076923,-19225.36263736264,10484.54945054945,39.70442962646485
2019-01-31,16917.395604395606,21056.428571428572,8565.23076923077,-19398.78021978022,10222.87912087912,39.9903450012207
2019-02-01,16825.043956043955,20885.714285714286,8647.692307692309,-19572.197802197803,9961.20879120879,40.00957107543945
2019-02-04,16547.98901098901,20373.571428571428,8895.076923076924,-20092.45054945055,9176.197802197801,41.14604949951172
2019-02-05,16455.63736263736,20202.85714285714,8977.538461538461,-20265.868131868134,8914.527472527472,41.85002517700195
2019-02-06,16363.285714285714,20032.142857142855,9060.0,-20439.285714285714,8652.857142857141,41.864444732666016
2019-02-07,16270.934065934067,19861.428571428572,9142.461538461539,-20612.703296703297,8391.186813186812,41.07155227661133
2019-02-08,16178.582417582418,19690.714285714286,9224.923076923078,-20786.120879120877,8129.516483516483,41.11981201171875
2019-02-11,15901.527472527472,19178.571428571428,9472.307692307691,-21306.37362637363,7344.505494505494,40.883338928222656
2019-02-12,15809.175824175825,19007.85714285714,9554.76923076923,-21479.79120879121,7082.835164835164,41.23563766479492
2019-02-13,15716.824175824175,18837.142857142855,9637.23076923077,-21653.20879120879,6821.164835164835,41.06431579589844
2019-02-14,15624.472527472528,18666.428571428572,9719.692307692309,-21826.62637362637,6559.494505494504,41.21392440795898
2019-02-15,15532.12087912088,18495.714285714286,9802.153846153848,-22000.043956043955,6297.824175824175,41.12221908569336
2019-02-19,15162.714285714286,17812.857142857145,10132.0,-22693.714285714286,5251.142857142855,41.24529266357422
2019-02-20,15070.362637362638,17642.142857142855,10214.461538461539,-22867.131868131866,4989.472527472526,41.510719299316406
2019-02-21,14978.010989010989,17471.428571428572,10296.923076923078,-23040.54945054945,4727.802197802197,41.27665328979492
2019-02-22,14885.659340659342,17300.714285714283,10379.384615384615,-23213.967032967033,4466.131868131866,41.73754119873047
2019-02-25,14608.604395604396,16788.571428571428,10626.76923076923,-23734.21978021978,3681.1208791208774,42.04157638549805
2019-02-26,14516.252747252747,16617.857142857145,10709.23076923077,-23907.63736263736,3419.4505494505484,42.06570816040039
2019-02-27,14423.901098901099,16447.142857142855,10791.692307692309,-24081.054945054944,3157.7802197802193,42.19600296020508
2019-02-28,14331.54945054945,16276.42857142857,10874.153846153848,-24254.472527472528,2896.1098901098885,41.78097534179688
2019-03-01,14239.197802197803,16105.714285714284,10956.615384615385,-24427.89010989011,2634.4395604395595,42.22014236450195
2019-03-04,13962.142857142857,15593.571428571428,11204.0,-24948.142857142855,1849.4285714285688,42.43247985839844
2019-03-05,13869.791208791208,15422.857142857143,11286.461538461539,-25121.56043956044,1587.7582417582416,42.35526657104492
2019-03-06,13777.439560439561,15252.142857142857,11368.923076923078,-25294.978021978022,1326.0879120879108,42.1115608215332
2019-03-07,13685.087912087913,15081.42857142857,11451.384615384617,-25468.395604395606,1064.41758241758,41.6241340637207
2019-03-08,13592.736263736264,14910.714285714284,11533.846153846154,-25641.81318681319,802.7472527472528,41.72306823730469
2019-03-11,13315.68131868132,14398.571428571428,11781.23076923077,-26162.065934065933,17.736263736260298,43.1684455871582
2019-03-12,13223.32967032967,14227.857142857143,11863.692307692309,-26335.483516483517,-243.9340659340669,43.65346145629883
2019-03-13,13130.978021978022,14057.142857142857,11946.153846153848,-26508.9010989011,-505.6043956043977,43.84650039672852
2019-03-14,13038.626373626374,13886.42857142857,12028.615384615385,-26682.318681318684,-767.2747252747286,44.33392333984375
2019-03-15,12946.274725274725,13715.714285714284,12111.076923076924,-26855.736263736264,-1028.9450549450557,44.91062927246094
2019-03-18,12669.21978021978,13203.571428571428,12358.461538461539,-27375.98901098901,-1813.9560439560446,45.36909866333008
2019-03-19,12576.868131868132,13032.857142857141,12440.923076923078,-27549.406593406595,-2075.6263736263754,45.009552001953125
2019-03-20,12484.516483516483,12862.142857142857,12523.384615384617,-27722.82417582418,-2337.2967032967063,45.402870178222656
2019-03-21,12392.164835164836,12691.42857142857,12605.846153846154,-27896.24175824176,-2598.9670329670334,47.07508087158203
2019-03-22,12299.813186813186,12520.714285714284,12688.307692307691,-28069.659340659342,-2860.6373626373643,46.1002311706543
2019-03-25,12022.758241758242,12008.571428571428,12935.692307692309,-28589.91208791209,-3645.648351648353,45.5428352355957
2019-03-26,11930.406593406595,11837.857142857141,13018.153846153848,-28763.329670329673,-3907.318681318684,45.0722885131836
2019-03-27,11838.054945054944,11667.142857142857,13100.615384615385,-28936.747252747253,-4168.989010989011,45.47768020629883
2019-03-28,11745.703296703297,11496.42857142857,13183.076923076924,-29110.164835164836,-4430.659340659342,45.53800964355469
2019-03-29,11653.351648351649,11325.714285714284,13265.538461538461,-29283.582417582416,-4692.329670329673,45.83480453491211
2019-04-01,11527.65934065934,11165.57142857143,13659.076923076924,-29398.69230769231,-4574.043956043956,46.14608383178711
2019-04-02,11510.989010989011,11170.857142857143,13814.615384615385,-29369.53846153846,-4384.065934065934,46.816890716552734
2019-04-03,11494.318681318682,11176.142857142857,13970.153846153846,-29340.384615384617,-4194.087912087912,47.1378173828125
2019-04-04,11477.648351648351,11181.42857142857,14125.692307692309,-29311.23076923077,-4004.1098901098903,47.2198600769043
2019-04-05,11460.978021978022,11186.714285714286,14281.23076923077,-29282.076923076922,-3814.131868131868,47.53596496582031
2019-04-08,11410.967032967033,11202.57142857143,14747.846153846154,-29194.615384615383,-3244.197802197802,48.28399658203125
2019-04-09,11394.296703296703,11207.857142857143,14903.384615384615,-29165.46153846154,-3054.21978021978,48.13921737670898
2019-04-10,11377.626373626374,11213.142857142857,15058.923076923078,-29136.30769230769,-2864.2417582417584,48.40945816040039
2019-04-11,11360.956043956045,11218.42857142857,15214.461538461539,-29107.153846153848,-2674.263736263736,48.00649642944336
2019-04-12,11344.285714285714,11223.714285714286,15370.0,-29078.0,-2484.285714285714,47.9871940612793
2019-04-15,11294.274725274725,11239.57142857143,15836.615384615385,-28990.53846153846,-1914.3516483516482,48.07405471801758
2019-04-16,11277.604395604396,11244.857142857143,15992.153846153846,-28961.384615384617,-1724.3736263736264,48.07888412475586
2019-04-17,11260.934065934065,11250.142857142857,16147.692307692309,-28932.23076923077,-1534.395604395604,49.01512908935547
2019-04-18,11244.263736263736,11255.42857142857,16303.23076923077,-28903.076923076922,-1344.4175824175823,49.19127655029297
2019-04-22,11177.582417582418,11276.57142857143,16925.384615384617,-28786.46153846154,-584.5054945054944,49.35294342041016
2019-04-23,11160.912087912087,11281.857142857143,17080.923076923078,-28757.30769230769,-394.5274725274721,50.06477737426758
2019-04-24,11144.241758241758,11287.142857142857,17236.46153846154,-28728.153846153848,-204.54945054945074,49.98756408691406
2019-04-25,11127.57142857143,11292.42857142857,17392.0,-28699.0,-14.571428571428442,49.5339241027832
2019-04-26,11110.901098901099,11297.714285714286,17547.53846153846,-28669.846153846152,175.40659340659386,49.29744720458984
