Date,Cash & Cash Equivalents,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Debt,Adj Close
2014-10-07,157735.26373626373,70165.28571428571,164976.46153846153,235141.74725274724,64564.81318681319,57735.318681318684,122300.13186813187,35416.758241758245,22.032377243041992
2014-10-08,157984.8901098901,70328.71428571429,165143.3076923077,235472.02197802198,64676.494505494506,57824.45054945055,122500.94505494506,35428.93406593407,22.4897575378418
2014-10-09,158234.5164835165,70492.14285714286,165310.15384615384,235802.2967032967,64788.17582417582,57913.58241758242,122701.75824175825,35441.10989010989,22.53883934020996
2014-10-10,158484.14285714287,70655.57142857143,165477.0,236132.57142857142,64899.857142857145,58002.71428571428,122902.57142857143,35453.28571428572,22.47413825988769
2014-10-13,159233.02197802198,71145.85714285714,165977.53846153847,237123.3956043956,65234.9010989011,58270.10989010989,123505.01098901099,35489.81318681319,22.26887321472168
2014-10-14,159482.64835164836,71309.28571428571,166144.38461538462,237453.67032967033,65346.58241758242,58359.241758241755,123705.82417582418,35501.98901098901,22.032377243041992
2014-10-15,159732.27472527474,71472.71428571429,166311.23076923078,237783.94505494504,65458.26373626374,58448.37362637363,123906.63736263737,35514.16483516483,21.76240921020508
2014-10-16,159981.9010989011,71636.14285714286,166478.07692307694,238114.21978021978,65569.94505494506,58537.505494505494,124107.45054945054,35526.34065934066,21.476825714111328
2014-10-17,160231.52747252746,71799.57142857143,166644.92307692306,238444.4945054945,65681.62637362638,58626.63736263736,124308.26373626373,35538.51648351648,21.79141616821289
2014-10-20,160980.4065934066,72289.85714285714,167145.46153846153,239435.3186813187,66016.67032967033,58894.03296703297,124910.7032967033,35575.043956043955,22.257722854614254
2014-10-21,161230.03296703298,72453.28571428571,167312.3076923077,239765.5934065934,66128.35164835164,58983.16483516483,125111.51648351649,35587.21978021978,22.86235237121582
2014-10-22,161479.65934065933,72616.71428571429,167479.15384615384,240095.86813186813,66240.03296703297,59072.296703296706,125312.32967032967,35599.395604395606,22.978370666503903
2014-10-23,161729.2857142857,72780.14285714286,167646.0,240426.14285714287,66351.71428571429,59161.42857142857,125513.14285714286,35611.57142857143,23.38890647888184
2014-10-24,161978.9120879121,72943.57142857143,167812.84615384616,240756.41758241758,66463.3956043956,59250.56043956044,125713.95604395604,35623.74725274725,23.47592163085937
2014-10-27,162727.7912087912,73433.85714285714,168313.38461538462,241747.24175824175,66798.43956043955,59517.956043956045,126316.3956043956,35660.27472527473,23.451377868652344
2014-10-28,162977.41758241758,73597.28571428571,168480.23076923078,242077.5164835165,66910.12087912088,59607.08791208791,126517.20879120879,35672.45054945055,23.81505012512207
2014-10-29,163227.04395604396,73760.71428571429,168647.07692307694,242407.7912087912,67021.8021978022,59696.21978021978,126718.02197802198,35684.62637362637,23.94891357421875
2014-10-30,163476.67032967033,73924.14285714286,168813.92307692306,242738.06593406593,67133.48351648351,59785.35164835165,126918.83516483517,35696.8021978022,23.86859893798828
2014-10-31,163726.2967032967,74087.57142857143,168980.76923076922,243068.34065934067,67245.16483516483,59874.48351648352,127119.64835164836,35708.97802197802,24.09617042541504
2014-11-03,164475.17582417582,74577.85714285714,169481.3076923077,244059.16483516485,67580.20879120879,60141.87912087912,127722.08791208791,35745.505494505494,24.408527374267575
2014-11-04,164724.8021978022,74741.28571428571,169648.15384615384,244389.43956043955,67691.89010989011,60231.01098901099,127922.9010989011,35757.681318681316,24.23003578186035
2014-11-05,164974.42857142858,74904.71428571429,169815.0,244719.7142857143,67803.57142857143,60320.142857142855,128123.71428571429,35769.857142857145,24.28805160522461
2014-11-06,165224.05494505496,75068.14285714286,169981.84615384616,245049.98901098903,67915.25274725274,60409.27472527473,128324.52747252746,35782.03296703297,24.35751342773437
2014-11-07,165473.6813186813,75231.57142857143,170148.6923076923,245380.26373626373,68026.93406593407,60498.406593406595,128525.34065934065,35794.20879120879,24.426979064941406
2014-11-10,166222.56043956045,75721.85714285714,170649.23076923078,246371.0879120879,68361.97802197802,60765.8021978022,129127.78021978022,35830.73626373626,24.38664054870605
2014-11-11,166472.18681318683,75885.28571428571,170816.07692307694,246701.36263736265,68473.65934065935,60854.93406593407,129328.5934065934,35842.91208791209,24.581588745117188
2014-11-12,166721.81318681317,76048.71428571429,170982.92307692306,247031.63736263735,68585.34065934065,60944.06593406593,129529.40659340659,35855.08791208791,24.928918838500977
2014-11-13,166971.43956043955,76212.14285714286,171149.76923076922,247361.9120879121,68697.02197802198,61033.1978021978,129730.21978021978,35867.26373626374,25.28071975708008
2014-11-14,167221.06593406593,76375.57142857142,171316.61538461538,247692.18681318683,68808.7032967033,61122.32967032967,129931.03296703297,35879.43956043956,25.58547592163086
2014-11-17,167969.94505494507,76865.85714285714,171817.15384615384,248683.01098901097,69143.74725274726,61389.72527472528,130533.47252747254,35915.96703296703,25.542898178100582
2014-11-18,168219.57142857142,77029.28571428571,171984.0,249013.2857142857,69255.42857142857,61478.857142857145,130734.28571428571,35928.142857142855,25.87453842163086
2014-11-19,168469.1978021978,77192.71428571429,172150.84615384616,249343.56043956045,69367.10989010989,61567.98901098901,130935.0989010989,35940.318681318684,25.69527244567871
2014-11-20,168718.82417582418,77356.14285714286,172317.6923076923,249673.83516483515,69478.79120879121,61657.12087912088,131135.9120879121,35952.494505494506,26.06275749206543
2014-11-21,168968.45054945056,77519.57142857142,172484.53846153847,250004.1098901099,69590.47252747254,61746.25274725274,131336.72527472526,35964.67032967033,26.098613739013672
2014-11-24,169717.32967032967,78009.85714285714,172985.07692307694,250994.93406593407,69925.51648351649,62013.64835164835,131939.16483516485,36001.1978021978,26.582624435424805
2014-11-25,169966.95604395604,78173.28571428571,173151.92307692306,251325.2087912088,70037.1978021978,62102.78021978022,132139.97802197802,36013.37362637363,26.351831436157227
2014-11-26,170216.58241758242,78336.71428571429,173318.76923076922,251655.4835164835,70148.87912087912,62191.91208791209,132340.7912087912,36025.54945054945,26.66553497314453
2014-11-28,170715.83516483515,78663.57142857142,173652.46153846153,252316.03296703298,70372.24175824175,62370.17582417582,132742.41758241758,36049.9010989011,26.64985466003418
2014-12-01,171464.7142857143,79153.85714285714,174153.0,253306.85714285713,70707.28571428571,62637.57142857143,133344.85714285713,36086.42857142857,25.78490257263184
2014-12-02,171714.34065934067,79317.28571428571,174319.84615384616,253637.13186813187,70818.96703296703,62726.703296703294,133545.67032967033,36098.604395604394,25.686309814453125
2014-12-03,171963.96703296702,79480.71428571429,174486.6923076923,253967.4065934066,70930.64835164836,62815.83516483517,133746.4835164835,36110.78021978022,25.97760963439941
2014-12-04,172213.5934065934,79644.14285714286,174653.53846153847,254297.6813186813,71042.32967032967,62904.96703296703,133947.2967032967,36122.956043956045,25.879018783569336
2014-12-05,172463.21978021978,79807.57142857142,174820.38461538462,254627.95604395604,71154.01098901099,62994.0989010989,134148.1098901099,36135.131868131866,25.769216537475582
2014-12-08,173212.0989010989,80297.85714285714,175320.92307692306,255618.78021978022,71489.05494505494,63261.494505494506,134750.54945054944,36171.65934065934,25.186607360839844
2014-12-09,173461.72527472526,80461.28571428571,175487.76923076922,255949.05494505493,71600.73626373627,63350.62637362637,134951.36263736265,36183.83516483517,25.5720272064209
2014-12-10,173711.35164835164,80624.71428571429,175654.61538461538,256279.32967032967,71712.41758241758,63439.758241758245,135152.17582417582,36196.01098901099,25.08577537536621
2014-12-11,173960.97802197802,80788.14285714286,175821.46153846153,256609.6043956044,71824.0989010989,63528.89010989011,135352.98901098903,36208.18681318681,25.011823654174805
2014-12-12,174210.6043956044,80951.57142857142,175988.3076923077,256939.8791208791,71935.78021978022,63618.02197802198,135553.8021978022,36220.36263736264,24.588314056396484
2014-12-15,174959.4835164835,81441.85714285714,176488.84615384616,257930.7032967033,72270.82417582418,63885.41758241758,136156.24175824175,36256.89010989011,24.252197265625
2014-12-16,175209.1098901099,81605.28571428571,176655.6923076923,258260.97802197802,72382.50549450549,63974.54945054945,136357.05494505493,36269.06593406593,23.920557022094727
2014-12-17,175458.73626373627,81768.71428571429,176822.53846153847,258591.25274725276,72494.18681318681,64063.681318681316,136557.86813186813,36281.241758241755,24.5166072845459
2014-12-18,175708.36263736265,81932.14285714286,176989.38461538462,258921.52747252746,72605.86813186813,64152.81318681319,136758.6813186813,36293.41758241758,25.242624282836918
2014-12-19,175957.98901098903,82095.57142857142,177156.23076923078,259251.8021978022,72717.54945054946,64241.945054945056,136959.4945054945,36305.593406593405,25.04767799377441
2014-12-22,176706.86813186813,82585.85714285714,177656.76923076922,260242.62637362638,73052.59340659341,64509.34065934066,137561.93406593407,36342.12087912088,25.30761337280273
2014-12-23,176956.4945054945,82749.28571428571,177823.61538461538,260572.9010989011,73164.27472527472,64598.47252747253,137762.74725274724,36354.296703296706,25.217981338500977
2014-12-24,177206.1208791209,82912.71428571429,177990.46153846153,260903.17582417582,73275.95604395604,64687.604395604394,137963.56043956045,36366.47252747253,25.09922218322754
2014-12-26,177705.37362637362,83239.57142857142,178324.15384615384,261563.72527472526,73499.31868131868,64865.868131868134,138365.1868131868,36390.82417582418,25.542898178100582
2014-12-29,178297.5054945055,83062.07692307692,178816.53846153847,261878.61538461538,73283.92307692308,65141.9010989011,138425.82417582418,36567.131868131866,25.524965286254883
2014-12-30,178468.75824175825,82891.61538461539,178979.3076923077,261870.92307692306,73120.38461538461,65235.35164835165,138355.73626373627,36649.1978021978,25.213499069213867
2014-12-31,178640.010989011,82721.15384615384,179142.07692307694,261863.23076923078,72956.84615384616,65328.8021978022,138285.64835164836,36731.26373626374,24.73396110534668
2015-01-02,178982.5164835165,82380.23076923077,179467.61538461538,261847.84615384616,72629.76923076923,65515.703296703294,138145.47252747254,36895.395604395606,24.49868392944336
2015-01-05,179496.27472527474,81868.84615384616,179955.92307692306,261824.76923076922,72139.15384615384,65796.05494505494,137935.2087912088,37141.593406593405,23.808517456054688
2015-01-06,179667.52747252746,81698.38461538461,180118.6923076923,261817.07692307694,71975.61538461539,65889.50549450549,137865.1208791209,37223.65934065934,23.810760498046875
2015-01-07,179838.78021978022,81527.92307692308,180281.46153846153,261809.38461538462,71812.07692307692,65982.95604395604,137795.03296703298,37305.72527472527,24.144636154174805
2015-01-08,180010.03296703298,81357.46153846153,180444.23076923078,261801.6923076923,71648.53846153847,66076.40659340659,137724.94505494504,37387.79120879121,25.072324752807617
2015-01-09,180181.2857142857,81187.0,180607.0,261794.0,71485.0,66169.85714285714,137654.85714285713,37469.857142857145,25.09922218322754
2015-01-12,180695.04395604396,80675.61538461539,181095.3076923077,261770.92307692306,70994.38461538461,66450.20879120879,137444.5934065934,37716.054945054944,24.480749130249023
2015-01-13,180866.2967032967,80505.15384615384,181258.07692307694,261763.23076923078,70830.84615384616,66543.65934065935,137374.5054945055,37798.12087912088,24.6981143951416
2015-01-14,181037.54945054944,80334.69230769231,181420.84615384616,261755.53846153847,70667.30769230769,66637.10989010989,137304.41758241758,37880.18681318681,24.60400009155273
2015-01-15,181208.8021978022,80164.23076923077,181583.61538461538,261747.84615384616,70503.76923076923,66730.56043956045,137234.32967032967,37962.25274725275,23.93624496459961
2015-01-16,181380.05494505496,79993.76923076923,181746.38461538462,261740.15384615384,70340.23076923077,66824.01098901099,137164.24175824175,38044.318681318684,23.750253677368164
2015-01-20,182065.06593406593,79311.92307692308,182397.46153846153,261709.38461538462,69686.07692307692,67197.81318681319,136883.8901098901,38372.58241758242,24.36199378967285
2015-01-21,182236.3186813187,79141.46153846153,182560.23076923078,261701.6923076923,69522.53846153847,67291.26373626373,136813.8021978022,38454.64835164835,24.547983169555664
2015-01-22,182407.57142857142,78971.0,182723.0,261694.0,69359.0,67384.71428571429,136743.7142857143,38536.71428571428,25.186607360839844
2015-01-23,182578.82417582418,78800.53846153847,182885.76923076922,261686.3076923077,69195.46153846153,67478.16483516483,136673.62637362638,38618.78021978022,25.316570281982425
2015-01-26,183092.58241758242,78289.15384615384,183374.07692307694,261663.23076923078,68704.84615384616,67758.51648351649,136463.36263736265,38864.97802197802,25.34346389770508
2015-01-27,183263.83516483515,78118.69230769231,183536.84615384616,261655.53846153847,68541.30769230769,67851.96703296703,136393.27472527474,38947.043956043955,24.456113815307617
2015-01-28,183435.0879120879,77948.23076923077,183699.61538461538,261647.84615384616,68377.76923076923,67945.41758241758,136323.18681318683,39029.10989010989,25.83867645263672
2015-01-29,183606.34065934067,77777.76923076923,183862.38461538462,261640.15384615384,68214.23076923077,68038.86813186813,136253.0989010989,39111.17582417582,26.643129348754883
2015-01-30,183777.5934065934,77607.30769230769,184025.15384615384,261632.46153846153,68050.69230769231,68132.31868131868,136183.01098901097,39193.241758241755,26.25322723388672
2015-02-02,184291.35164835164,77095.92307692308,184513.46153846153,261609.38461538462,67560.07692307692,68412.67032967033,135972.74725274724,39439.43956043956,26.582624435424805
2015-02-03,184462.6043956044,76925.46153846153,184676.23076923078,261601.6923076923,67396.53846153847,68506.12087912088,135902.65934065933,39521.505494505494,26.58711242675781
2015-02-04,184633.85714285713,76755.0,184839.0,261594.0,67233.0,68599.57142857143,135832.57142857142,39603.57142857143,26.79102897644043
2015-02-05,184805.1098901099,76584.53846153847,185001.76923076922,261586.3076923077,67069.46153846153,68693.02197802198,135762.4835164835,39685.63736263736,26.982236862182617
2015-02-06,184976.36263736265,76414.07692307692,185164.53846153847,261578.61538461538,66905.92307692308,68786.47252747252,135692.3956043956,39767.703296703294,26.755027770996094
2015-02-09,185490.1208791209,75902.69230769231,185652.84615384616,261555.53846153847,66415.30769230769,69066.82417582418,135482.13186813187,40013.9010989011,26.932748794555664
2015-02-10,185661.37362637362,75732.23076923077,185815.61538461538,261547.84615384616,66251.76923076923,69160.27472527472,135412.04395604396,40095.96703296703,27.450172424316406
2015-02-11,185832.62637362638,75561.76923076923,185978.38461538462,261540.15384615384,66088.23076923077,69253.72527472528,135341.95604395604,40178.03296703297,28.09355735778809
2015-02-12,186003.8791208791,75391.30769230769,186141.15384615384,261532.46153846153,65924.69230769231,69347.17582417582,135271.86813186813,40260.0989010989,28.44901466369629
2015-02-13,186175.13186813187,75220.84615384616,186303.92307692306,261524.76923076922,65761.15384615384,69440.62637362638,135201.78021978022,40342.16483516483,28.588489532470703
2015-02-17,186860.14285714287,74539.0,186955.0,261494.0,65107.0,69814.42857142857,134921.42857142858,40670.42857142857,28.75721549987793
2015-02-18,187031.3956043956,74368.53846153847,187117.76923076922,261486.3076923077,64943.46153846154,69907.87912087912,134851.34065934067,40752.494505494506,28.957429885864254
2015-02-19,187202.64835164836,74198.07692307692,187280.53846153847,261478.61538461538,64779.92307692308,70001.32967032967,134781.25274725276,40834.56043956044,28.896692276000977
2015-02-20,187373.9010989011,74027.61538461539,187443.3076923077,261470.92307692306,64616.38461538462,70094.78021978022,134711.16483516485,40916.62637362637,29.132911682128903
2015-02-23,187887.65934065933,73516.23076923077,187931.61538461538,261447.84615384616,64125.769230769234,70375.13186813187,134500.9010989011,41162.82417582418,29.920276641845703
2015-02-24,188058.9120879121,73345.76923076923,188094.38461538462,261440.15384615384,63962.230769230766,70468.58241758242,134430.81318681317,41244.89010989011,29.733556747436523
2015-02-25,188230.16483516485,73175.30769230769,188257.15384615384,261432.46153846153,63798.692307692305,70562.03296703297,134360.72527472526,41326.956043956045,28.97318458557129
2015-02-26,188401.41758241758,73004.84615384616,188419.92307692306,261424.76923076922,63635.153846153844,70655.48351648351,134290.63736263735,41409.02197802198,29.339866638183597
2015-02-27,188572.67032967033,72834.38461538461,188582.6923076923,261417.07692307694,63471.61538461538,70748.93406593407,134220.54945054944,41491.08791208791,28.89894294738769
2015-03-02,189086.42857142858,72323.0,189071.0,261394.0,62981.0,71029.28571428571,134010.2857142857,41737.28571428572,29.04066467285156
2015-03-03,189257.6813186813,72152.53846153847,189233.76923076922,261386.3076923077,62817.46153846154,71122.73626373627,133940.1978021978,41819.35164835165,29.10140609741211
2015-03-04,189428.93406593407,71982.07692307692,189396.53846153847,261378.61538461538,62653.92307692308,71216.18681318681,133870.1098901099,41901.41758241758,28.916933059692383
2015-03-05,189600.18681318683,71811.61538461539,189559.3076923077,261370.92307692306,62490.38461538462,71309.63736263737,133800.02197802198,41983.48351648352,28.437763214111328
2015-03-06,189771.43956043955,71641.15384615384,189722.07692307694,261363.23076923078,62326.846153846156,71403.08791208791,133729.93406593407,42065.54945054945,28.48050308227539
2015-03-09,190285.1978021978,71129.76923076923,190210.38461538462,261340.15384615384,61836.230769230766,71683.43956043955,133519.67032967033,42311.74725274726,28.60198402404785
2015-03-10,190456.45054945056,70959.30769230769,190373.15384615384,261332.46153846153,61672.692307692305,71776.89010989011,133449.58241758242,42393.81318681319,28.010330200195312
2015-03-11,190627.7032967033,70788.84615384616,190535.92307692306,261324.76923076922,61509.153846153844,71870.34065934065,133379.4945054945,42475.87912087912,27.499662399291992
2015-03-12,190798.95604395604,70618.38461538461,190698.6923076923,261317.07692307694,61345.61538461538,71963.79120879121,133309.4065934066,42557.945054945056,27.99683380126953
2015-03-13,190970.2087912088,70447.92307692308,190861.46153846153,261309.38461538462,61182.07692307692,72057.24175824175,133239.3186813187,42640.01098901099,27.803361892700195
2015-03-16,191483.96703296702,69936.53846153847,191349.76923076922,261286.3076923077,60691.46153846154,72337.59340659341,133029.05494505496,42886.20879120879,28.109310150146484
2015-03-17,191655.21978021978,69766.07692307692,191512.53846153847,261278.61538461538,60527.92307692308,72431.04395604396,132958.96703296702,42968.27472527473,28.57949447631836
2015-03-18,191826.47252747254,69595.61538461539,191675.3076923077,261270.92307692306,60364.38461538462,72524.4945054945,132888.8791208791,43050.34065934066,28.90118980407715
2015-03-19,191997.72527472526,69425.15384615384,191838.07692307694,261263.23076923078,60200.846153846156,72617.94505494506,132818.7912087912,43132.406593406595,28.6829833984375
2015-03-20,192168.97802197802,69254.69230769231,192000.84615384616,261255.53846153847,60037.30769230769,72711.3956043956,132748.7032967033,43214.47252747253,28.32303047180176
2015-03-23,192682.73626373627,68743.30769230769,192489.15384615384,261232.46153846153,59546.692307692305,72991.74725274726,132538.43956043955,43460.67032967033,28.61774063110352
2015-03-24,192853.989010989,68572.84615384616,192651.92307692306,261224.76923076922,59383.153846153844,73085.1978021978,132468.35164835164,43542.73626373627,28.500757217407227
2015-03-25,193025.24175824175,68402.38461538462,192814.6923076923,261217.07692307694,59219.61538461538,73178.64835164836,132398.26373626373,43624.8021978022,27.75611686706543
2015-03-26,193196.4945054945,68231.92307692308,192977.46153846153,261209.38461538462,59056.07692307692,73272.0989010989,132328.17582417582,43706.868131868134,27.9495906829834
2015-03-27,193367.74725274724,68061.46153846153,193140.23076923078,261201.6923076923,58892.53846153846,73365.54945054944,132258.0879120879,43788.93406593407,27.72687339782715
2015-03-30,193743.5934065934,67958.2967032967,193498.4945054945,261456.7912087912,58873.08791208791,73650.86813186813,132523.95604395604,44102.8021978022,28.42876243591309
2015-03-31,193845.8901098901,67991.94505494506,193596.24175824175,261588.18681318683,58945.131868131866,73746.8021978022,132691.93406593407,44218.703296703294,27.992332458496094
2015-04-01,193948.18681318683,68025.59340659341,193693.989010989,261719.58241758242,59017.17582417582,73842.73626373627,132859.9120879121,44334.604395604394,27.951839447021484
2015-04-02,194050.4835164835,68059.24175824175,193791.73626373627,261850.97802197802,59089.21978021978,73938.67032967033,133027.8901098901,44450.505494505494,28.192554473876957
2015-04-06,194459.67032967033,68193.83516483517,194182.72527472526,262376.56043956045,59377.395604395606,74322.40659340659,133699.8021978022,44914.10989010989,28.649227142333984
2015-04-07,194561.96703296702,68227.48351648351,194280.47252747254,262507.95604395604,59449.43956043956,74418.34065934065,133867.78021978022,45030.01098901099,28.347780227661133
2015-04-08,194664.26373626373,68261.13186813187,194378.21978021978,262639.35164835164,59521.48351648352,74514.27472527472,134035.75824175825,45145.91208791209,28.255538940429688
2015-04-09,194766.56043956045,68294.78021978022,194475.96703296702,262770.74725274724,59593.52747252747,74610.20879120879,134203.73626373627,45261.81318681319,28.471511840820312
2015-04-10,194868.85714285713,68328.42857142857,194573.7142857143,262902.14285714284,59665.57142857143,74706.14285714286,134371.7142857143,45377.71428571428,28.59299087524414
2015-04-13,195175.74725274724,68429.37362637362,194866.95604395604,263296.3296703297,59881.703296703294,74993.94505494506,134875.64835164836,45725.41758241758,28.53674697875977
2015-04-14,195278.04395604396,68463.02197802198,194964.7032967033,263427.7252747253,59953.74725274726,75089.87912087912,135043.62637362638,45841.318681318684,28.41302490234375
2015-04-15,195380.34065934067,68496.67032967033,195062.45054945056,263559.1208791209,60025.79120879121,75185.81318681319,135211.6043956044,45957.21978021978,28.52100372314453
2015-04-16,195482.63736263735,68530.31868131868,195160.1978021978,263690.5164835165,60097.83516483517,75281.74725274726,135379.58241758242,46073.12087912088,28.38377571105957
2015-04-17,195584.93406593407,68563.96703296703,195257.94505494504,263821.9120879121,60169.87912087912,75377.68131868132,135547.56043956045,46189.02197802198,28.064319610595703
2015-04-20,195891.82417582418,68664.91208791209,195551.18681318683,264216.0989010989,60386.01098901099,75665.48351648351,136051.4945054945,46536.72527472527,28.705467224121094
2015-04-21,195994.1208791209,68698.56043956045,195648.93406593407,264347.4945054945,60458.054945054944,75761.41758241758,136219.47252747254,46652.62637362637,28.55024528503418
2015-04-22,196096.41758241758,68732.20879120879,195746.6813186813,264478.8901098901,60530.0989010989,75857.35164835164,136387.45054945056,46768.52747252747,28.934932708740234
2015-04-23,196198.7142857143,68765.85714285714,195844.42857142858,264610.28571428574,60602.142857142855,75953.28571428571,136555.42857142858,46884.42857142857,29.171142578125
2015-04-24,196301.01098901097,68799.5054945055,195942.17582417582,264741.68131868134,60674.18681318681,76049.21978021978,136723.4065934066,47000.32967032967,29.30837631225586
2015-04-27,196607.9010989011,68900.45054945054,196235.41758241758,265135.86813186813,60890.318681318684,76337.02197802198,137227.34065934067,47348.03296703297,29.84153938293457
2015-04-28,196710.1978021978,68934.0989010989,196333.16483516485,265267.26373626373,60962.36263736264,76432.95604395604,137395.3186813187,47463.93406593407,29.37135887145996
2015-04-29,196812.4945054945,68967.74725274726,196430.9120879121,265398.65934065933,61034.406593406595,76528.89010989011,137563.2967032967,47579.83516483517,28.939428329467773
2015-04-30,196914.7912087912,69001.3956043956,196528.65934065933,265530.05494505493,61106.45054945055,76624.82417582418,137731.27472527474,47695.73626373627,28.154312133789062
2015-05-01,197017.0879120879,69035.04395604396,196626.4065934066,265661.4505494505,61178.494505494506,76720.75824175825,137899.25274725276,47811.63736263736,29.00916862487793
2015-05-04,197323.97802197802,69135.98901098901,196919.64835164836,266055.6373626374,61394.62637362637,77008.56043956045,138403.18681318683,48159.34065934066,28.952938079833984
2015-05-05,197426.27472527474,69169.63736263737,197017.3956043956,266187.032967033,61466.67032967033,77104.4945054945,138571.16483516485,48275.241758241755,28.300539016723636
2015-05-06,197528.57142857142,69203.28571428571,197115.14285714287,266318.4285714286,61538.71428571428,77200.42857142857,138739.14285714287,48391.142857142855,28.12281036376953
2015-05-07,197630.86813186813,69236.93406593407,197212.8901098901,266449.8241758242,61610.758241758245,77296.36263736263,138907.1208791209,48507.043956043955,28.29675674438477
2015-05-08,197733.16483516485,69270.58241758242,197310.63736263735,266581.2197802198,61682.8021978022,77392.2967032967,139075.0989010989,48622.945054945056,28.829891204833984
2015-05-11,198040.05494505496,69371.52747252748,197603.8791208791,266975.4065934066,61898.93406593407,77680.0989010989,139579.03296703298,48970.64835164835,28.53621864318848
2015-05-12,198142.35164835164,69405.17582417582,197701.62637362638,267106.8021978022,61970.97802197802,77776.03296703297,139747.010989011,49086.54945054945,28.4345645904541
2015-05-13,198244.64835164836,69438.82417582418,197799.37362637362,267238.1978021978,62043.02197802198,77871.96703296703,139914.98901098903,49202.45054945055,28.4661865234375
2015-05-14,198346.94505494504,69472.47252747252,197897.1208791209,267369.5934065934,62115.06593406593,77967.9010989011,140082.96703296702,49318.35164835165,29.130346298217773
2015-05-15,198449.24175824175,69506.12087912088,197994.86813186813,267500.989010989,62187.10989010989,78063.83516483517,140250.94505494507,49434.25274725274,29.089683532714844
2015-05-18,198756.13186813187,69607.06593406593,198288.1098901099,267895.1758241758,62403.241758241755,78351.63736263737,140754.8791208791,49781.956043956045,29.41046524047852
2015-05-19,198858.42857142858,69640.71428571429,198385.85714285713,268026.5714285714,62475.28571428572,78447.57142857143,140922.85714285713,49897.857142857145,29.383358001708984
2015-05-20,198960.72527472526,69674.36263736263,198483.6043956044,268157.967032967,62547.32967032967,78543.50549450549,141090.83516483515,50013.758241758245,29.3810977935791
2015-05-21,199063.02197802198,69708.01098901099,198581.35164835164,268289.3626373626,62619.37362637363,78639.43956043955,141258.81318681317,50129.65934065934,29.681550979614254
2015-05-22,199165.3186813187,69741.65934065935,198679.0989010989,268420.7582417582,62691.41758241758,78735.37362637362,141426.7912087912,50245.56043956044,29.94134330749512
2015-05-26,199574.5054945055,69876.25274725274,199070.0879120879,268946.34065934067,62979.593406593405,79119.10989010989,142098.7032967033,50709.16483516483,29.281700134277344
2015-05-27,199676.8021978022,69909.9010989011,199167.83516483515,269077.73626373627,63051.63736263736,79215.04395604396,142266.6813186813,50825.06593406593,29.828388214111328
2015-05-28,199779.0989010989,69943.54945054946,199265.58241758242,269209.13186813187,63123.681318681316,79310.97802197802,142434.65934065933,50940.96703296703,29.769655227661133
2015-05-29,199881.3956043956,69977.1978021978,199363.32967032967,269340.52747252746,63195.72527472528,79406.91208791209,142602.63736263735,51056.868131868134,29.43079376220703
2015-06-01,200188.2857142857,70078.14285714286,199656.57142857142,269734.71428571426,63411.857142857145,79694.71428571429,143106.57142857142,51404.57142857143,29.48952865600586
2015-06-02,200290.58241758242,70111.79120879121,199754.3186813187,269866.1098901099,63483.9010989011,79790.64835164836,143274.54945054944,51520.47252747253,29.35851287841797
2015-06-03,200392.8791208791,70145.43956043955,199852.06593406593,269997.5054945055,63555.945054945056,79886.58241758242,143442.52747252746,51636.37362637363,29.39464569091797
2015-06-04,200495.17582417582,70179.08791208791,199949.81318681317,270128.9010989011,63627.98901098901,79982.51648351649,143610.5054945055,51752.27472527473,29.22296524047852
2015-06-05,200597.47252747254,70212.73626373627,200047.56043956045,270260.2967032967,63700.03296703297,80078.45054945054,143778.4835164835,51868.17582417582,29.06257057189941
2015-06-08,200904.36263736265,70313.68131868132,200340.8021978022,270654.4835164835,63916.16483516483,80366.25274725274,144282.41758241758,52215.87912087912,28.87055778503418
2015-06-09,201006.65934065933,70347.32967032967,200438.54945054944,270785.8791208791,63988.20879120879,80462.18681318681,144450.3956043956,52331.78021978022,28.784711837768555
2015-06-10,201108.95604395604,70380.97802197802,200536.2967032967,270917.2747252747,64060.25274725274,80558.12087912088,144618.37362637362,52447.68131868132,29.11453437805176
2015-06-11,201211.25274725276,70414.62637362638,200634.04395604396,271048.6703296703,64132.296703296706,80654.05494505494,144786.35164835164,52563.58241758242,29.049022674560547
2015-06-12,201313.54945054944,70448.27472527472,200731.7912087912,271180.06593406596,64204.34065934066,80749.98901098901,144954.32967032967,52679.48351648352,28.72823715209961
2015-06-15,201620.43956043955,70549.21978021978,201025.03296703298,271574.25274725276,64420.47252747253,81037.79120879121,145458.26373626373,53027.18681318681,28.671762466430664
2015-06-16,201722.73626373627,70582.86813186813,201122.78021978022,271705.64835164836,64492.51648351648,81133.72527472528,145626.24175824175,53143.08791208791,28.82537841796875
2015-06-17,201825.03296703298,70616.51648351649,201220.52747252746,271837.04395604396,64564.56043956044,81229.65934065935,145794.21978021978,53258.98901098901,28.75760841369629
2015-06-18,201927.32967032967,70650.16483516483,201318.27472527474,271968.43956043955,64636.604395604394,81325.59340659341,145962.1978021978,53374.89010989011,28.88863182067871
2015-06-19,202029.62637362638,70683.81318681319,201416.02197802198,272099.83516483515,64708.64835164835,81421.52747252746,146130.17582417582,53490.79120879121,28.599470138549805
